"DATA_YEAR","SUSPECT_USING_ID","OFFENSE_ID"
2019,4,145527621
2019,4,145527629
2019,4,145527627
2019,4,145522763
2019,4,145522772
2019,3,145522774
2019,3,145527649
2019,4,145522792
2019,4,145522791
2019,4,145527662
2019,4,145522808
2019,4,145527695
2019,4,145527694
2019,4,145527704
2019,4,145527703
2019,4,145527716
2019,3,145522829
2019,4,145522839
2019,3,145522852
2019,3,145522851
2019,3,145522850
2019,4,145527727
2019,4,145522859
2019,3,145522864
2019,4,145522865
2019,3,145522868
2019,4,145522873
2019,4,145522875
2019,4,145522876
2019,4,145522879
2019,4,145527763
2019,4,145522878
2019,4,145527769
2019,4,145522881
2019,4,145522882
2019,3,145527777
2019,3,145527778
2019,4,145522896
2019,4,145527790
2019,4,145527788
2019,4,145527789
2019,4,145527801
2019,4,145522900
2019,4,145522901
2019,4,145522903
2019,3,145527818
2019,3,145527817
2019,4,145527826
2019,4,145522909
2019,4,145527837
2019,4,145527840
2019,4,145527845
2019,4,145522922
2019,4,145522927
2019,4,145522929
2019,4,145522930
2019,4,145522937
2019,2,145522938
2019,4,145527877
2019,4,145527882
2019,4,145527886
2019,4,145522963
2019,1,145522968
2019,4,145522971
2019,4,145522991
2019,3,145522995
2019,3,145522994
2019,4,145527929
2019,4,145523003
2019,4,145523002
2019,4,145523007
2019,3,145523013
2019,3,145523012
2019,4,145523026
2019,4,145523035
2019,4,145523038
2019,4,145527963
2019,3,145523044
2019,4,145523054
2019,4,145523065
2019,4,145523070
2019,3,145523080
2019,3,145523081
2019,4,145523089
2019,4,145528004
2019,4,145523098
2019,4,145523105
2019,4,145523104
2019,4,145523113
2019,4,145523112
2019,4,145523116
2019,4,145528014
2019,4,145523122
2019,4,145523132
2019,4,145523130
2019,4,145523137
2019,4,145523142
2019,4,145523146
2019,4,145523147
2019,4,145528031
2019,1,145523154
2019,4,145523162
2019,4,145523164
2019,4,145523165
2019,4,145528040
2019,4,145523175
2019,1,145528043
2019,3,145528043
2019,4,145523190
2019,4,145523198
2019,4,145523199
2019,4,145523197
2019,4,145523201
2019,4,145528058
2019,1,145523205
2019,3,145523205
2019,1,145523206
2019,3,145523206
2019,2,145528067
2019,2,145528066
2019,4,145523219
2019,4,145523218
2019,4,145523227
2019,4,145523229
2019,4,145523228
2019,4,145523237
2019,4,145523238
2019,4,145528079
2019,4,145528078
2019,4,145523244
2019,4,145523251
2019,4,145523250
2019,4,145523263
2019,4,145528090
2019,4,145528091
2019,4,145528092
2019,4,145523271
2019,4,145523276
2019,4,145528099
2019,4,145523286
2019,4,145523289
2019,4,145528105
2019,4,145523298
2019,4,145523301
2019,4,145523305
2019,4,145523312
2019,4,145523316
2019,3,145523319
2019,3,145523318
2019,1,145523323
2019,4,145523330
2019,4,145523331
2019,4,145528124
2019,4,145523341
2019,4,145523345
2019,4,145523344
2019,4,145523352
2019,4,145523351
2019,4,145523358
2019,4,145523365
2019,4,145523367
2019,4,145523371
2019,1,145528147
2019,3,145523382
2019,3,145528148
2019,3,145528152
2019,3,145528153
2019,4,145523390
2019,4,145523389
2019,3,145523392
2019,3,145523393
2019,3,145528167
2019,3,145528166
2019,4,145523408
2019,4,145523412
2019,4,145523414
2019,4,145523427
2019,3,145523431
2019,3,145523432
2019,3,145523430
2019,4,145523435
2019,4,145523444
2019,1,145523450
2019,3,145523450
2019,4,145523452
2019,4,145523451
2019,4,145523453
2019,2,145528198
2019,1,145523469
2019,4,145523471
2019,4,145528208
2019,4,145523480
2019,4,145523486
2019,3,145523496
2019,3,145523495
2019,3,145523497
2019,4,145523501
2019,4,145523503
2019,4,145523506
2019,4,145523511
2019,4,145523510
2019,4,145523517
2019,4,145523520
2019,4,145523527
2019,4,145523525
2019,4,145523523
2019,4,145523533
2019,4,145523532
2019,3,145523540
2019,4,145523544
2019,3,145523548
2019,3,145523547
2019,4,145523554
2019,4,145523560
2019,4,145523559
2019,4,145523568
2019,4,145523567
2019,4,145523577
2019,4,145523586
2019,4,145523591
2019,4,145528261
2019,4,145523598
2019,4,145523600
2019,4,145523602
2019,4,145523604
2019,4,145523608
2019,4,145523616
2019,1,145523620
2019,1,145528274
2019,1,145523624
2019,3,145523624
2019,4,145523626
2019,4,145523631
2019,4,145523630
2019,4,145523632
2019,4,145523641
2019,4,145523642
2019,4,145523656
2019,4,145523657
2019,4,145523661
2019,4,145523660
2019,4,145528297
2019,4,145523668
2019,4,145523667
2019,4,145523670
2019,4,145528300
2019,4,145523682
2019,4,145523680
2019,4,145523681
2019,3,145523688
2019,3,145528305
2019,4,145523695
2019,4,145523694
2019,4,145523701
2019,4,145523700
2019,4,145523702
2019,3,145528310
2019,3,145528311
2019,3,145528319
2019,3,145528318
2019,4,145528337
2019,4,145523726
2019,4,145523727
2019,4,145523728
2019,4,145523729
2019,4,145528342
2019,4,145523731
2019,4,145523735
2019,4,145523739
2019,4,145528352
2019,4,145523745
2019,4,145523748
2019,4,145523753
2019,4,145523763
2019,4,145528482
2019,4,145523766
2019,4,145523767
2019,4,145523768
2019,4,145523770
2019,4,145523769
2019,4,145523772
2019,4,145523771
2019,4,145523773
2019,4,145523774
2019,4,145523775
2019,4,145523776
2019,4,145523777
2019,4,145523778
2019,4,145523779
2019,4,145523780
2019,4,145523781
2019,4,145523782
2019,4,145523784
2019,4,145523783
2019,4,145523785
2019,4,145523786
2019,4,145523787
2019,4,145523788
2019,4,145523789
2019,4,145523790
2019,4,145523791
2019,4,145523792
2019,4,145523793
2019,4,145523794
2019,3,145523795
2019,4,145523796
2019,4,145523797
2019,3,145523798
2019,4,145523799
2019,4,145523800
2019,4,145523802
2019,4,145523801
2019,4,145523803
2019,4,145523804
2019,4,145523805
2019,4,145523806
2019,4,145523807
2019,4,145523808
2019,4,145523809
2019,4,145523810
2019,4,145523811
2019,4,145523812
2019,4,145523813
2019,4,145523814
2019,2,145523815
2019,4,145523816
2019,4,145523817
2019,4,145523818
2019,4,145523819
2019,4,145523821
2019,4,145523820
2019,4,145523823
2019,4,145523822
2019,4,145523824
2019,4,145523825
2019,4,145523826
2019,4,145523828
2019,4,145523827
2019,4,145523829
2019,4,145523831
2019,4,145523830
2019,4,145523832
2019,3,145523834
2019,3,145523833
2019,4,145523835
2019,3,145523836
2019,2,145523838
2019,2,145523837
2019,4,145523839
2019,2,145523841
2019,2,145523840
2019,4,145523842
2019,4,145523843
2019,4,145523844
2019,4,145523845
2019,4,145523846
2019,2,145519793
2019,4,145519836
2019,4,145500030
2019,4,145519871
2019,4,145500036
2019,4,145500037
2019,4,145500060
2019,4,145519897
2019,4,145519896
2019,3,145519935
2019,3,145519936
2019,4,145500114
2019,4,145500142
2019,4,145500151
2019,4,145500152
2019,4,145500163
2019,4,145500171
2019,3,145500188
2019,3,145500187
2019,4,145520075
2019,4,145500203
2019,4,145500204
2019,4,145520100
2019,4,145520105
2019,4,145500230
2019,4,145500237
2019,4,145500249
2019,1,145500259
2019,4,145520141
2019,4,145500311
2019,4,145500328
2019,4,145520171
2019,3,145520199
2019,3,145520261
2019,3,145520260
2019,3,145520276
2019,4,145500463
2019,4,145500470
2019,4,145520305
2019,4,145500478
2019,4,145500523
2019,4,145500568
2019,4,145500609
2019,4,145520447
2019,4,145500637
2019,4,145520471
2019,1,145500663
2019,4,145500672
2019,3,145520531
2019,3,145520532
2019,4,145500744
2019,4,145500753
2019,4,145500800
2019,4,145520655
2019,4,145520683
2019,4,145520680
2019,1,145500914
2019,4,145520711
2019,4,145500965
2019,4,145500969
2019,4,145500968
2019,1,145501016
2019,4,145520768
2019,3,145520780
2019,4,145501055
2019,4,145520801
2019,4,145501064
2019,4,145520821
2019,4,145520827
2019,4,145501117
2019,4,145520845
2019,4,145501151
2019,4,145501153
2019,4,145521212
2019,4,145521217
2019,4,145520914
2019,1,145521253
2019,1,145520924
2019,1,145521292
2019,1,145521299
2019,4,145520946
2019,2,145521328
2019,4,145521326
2019,2,145521327
2019,4,145520956
2019,4,145520976
2019,4,145521387
2019,4,145521392
2019,4,145521391
2019,3,145521405
2019,4,145521036
2019,4,145521096
2019,4,145521551
2019,4,145521567
2019,4,145521114
2019,3,145521125
2019,4,145526174
2019,4,145521650
2019,4,145526216
2019,4,145521694
2019,4,145521695
2019,4,145521708
2019,4,145526251
2019,4,145526263
2019,4,145526291
2019,4,145526310
2019,4,145526313
2019,4,145526312
2019,3,145526333
2019,4,145521825
2019,4,145526370
2019,4,145521823
2019,4,145521837
2019,4,145521839
2019,1,145526388
2019,4,145521862
2019,4,145521863
2019,4,145521872
2019,4,145526444
2019,4,145521899
2019,4,145526467
2019,4,145526468
2019,4,145526466
2019,4,145521915
2019,4,145521928
2019,4,145521946
2019,4,145521982
2019,4,145521984
2019,4,145521983
2019,4,145522015
2019,4,145526500
2019,4,145522021
2019,4,145526524
2019,4,145522051
2019,4,145522067
2019,4,145526585
2019,3,145526627
2019,3,145526626
2019,4,145522113
2019,4,145526686
2019,4,145526698
2019,3,145522147
2019,4,145526793
2019,4,145522194
2019,4,145526820
2019,4,145526834
2019,4,145526832
2019,4,145526840
2019,4,145522217
2019,3,145522228
2019,3,145526867
2019,4,145526874
2019,4,145522235
2019,1,145526890
2019,1,145522245
2019,4,145522268
2019,3,145522292
2019,3,145522291
2019,2,145526974
2019,4,145526978
2019,1,145522320
2019,1,145526984
2019,4,145522334
2019,4,145522342
2019,4,145527007
2019,4,145527014
2019,4,145527015
2019,4,145522377
2019,4,145522376
2019,4,145522403
2019,4,145522404
2019,4,145522405
2019,4,145522416
2019,1,145522421
2019,4,145527117
2019,3,145527135
2019,3,145527136
2019,1,145527141
2019,1,145522446
2019,4,145527177
2019,4,145522462
2019,4,145522463
2019,3,145527223
2019,3,145527226
2019,3,145522495
2019,3,145522494
2019,4,145522503
2019,4,145527262
2019,4,145527261
2019,2,145522521
2019,2,145527280
2019,4,145527287
2019,4,145527288
2019,4,145527286
2019,4,145522542
2019,4,145527317
2019,4,145522551
2019,4,145527322
2019,4,145527360
2019,4,145527379
2019,4,145522585
2019,4,145527392
2019,4,145522598
2019,4,145527400
2019,4,145527403
2019,4,145527407
2019,4,145522617
2019,4,145522616
2019,3,145522622
2019,3,145522623
2019,4,145523327
2019,4,145523328
2019,4,145523335
2019,4,145528125
2019,4,145523334
2019,4,145523342
2019,4,145528132
2019,4,145523356
2019,4,145523355
2019,4,145528134
2019,4,145523368
2019,4,145528140
2019,4,145523375
2019,3,145528144
2019,3,145528145
2019,4,145523379
2019,4,145523386
2019,4,145523385
2019,2,145528151
2019,3,145523394
2019,4,145528160
2019,4,145523398
2019,4,145523402
2019,4,145523406
2019,4,145523405
2019,3,145528170
2019,3,145528169
2019,4,145523409
2019,4,145523411
2019,4,145523417
2019,4,145523418
2019,4,145523419
2019,4,145528181
2019,1,145523426
2019,4,145528187
2019,4,145528188
2019,4,145528189
2019,4,145523440
2019,4,145523449
2019,4,145528197
2019,4,145528199
2019,1,145523463
2019,3,145523463
2019,1,145523464
2019,3,145523464
2019,4,145523465
2019,4,145523466
2019,4,145528204
2019,4,145523475
2019,4,145523478
2019,4,145523482
2019,4,145523483
2019,4,145528219
2019,4,145528218
2019,4,145523500
2019,4,145528223
2019,4,145523509
2019,3,145523516
2019,4,145523539
2019,4,145523541
2019,4,145523543
2019,4,145528240
2019,4,145528243
2019,4,145528244
2019,4,145523561
2019,4,145523564
2019,4,145523565
2019,4,145523571
2019,4,145528252
2019,4,145523576
2019,4,145523583
2019,4,145528255
2019,2,145523584
2019,2,145523585
2019,4,145528257
2019,4,145523595
2019,4,145523596
2019,4,145528260
2019,4,145523603
2019,4,145523609
2019,3,145523615
2019,3,145523614
2019,4,145523619
2019,4,145528276
2019,4,145523636
2019,4,145523634
2019,4,145523635
2019,4,145523648
2019,4,145528286
2019,4,145528285
2019,4,145523649
2019,4,145523651
2019,3,145528290
2019,4,145523669
2019,4,145523676
2019,4,145523686
2019,4,145523685
2019,4,145523689
2019,4,145523714
2019,4,145523716
2019,4,145523717
2019,4,145523722
2019,4,145528333
2019,3,145523730
2019,4,145523732
2019,4,145528346
2019,4,145528347
2019,4,145523737
2019,4,145528361
2019,4,145528364
2019,1,145500211
2019,3,145520099
2019,4,145500280
2019,4,145500287
2019,2,145520152
2019,4,145500300
2019,3,145500323
2019,4,145520175
2019,4,145500331
2019,4,145500364
2019,4,145500362
2019,4,145520236
2019,4,145520250
2019,4,145500429
2019,4,145520312
2019,3,145500494
2019,4,145520342
2019,4,145520355
2019,4,145500531
2019,4,145500530
2019,4,145520380
2019,4,145520395
2019,4,145500572
2019,4,145520418
2019,4,145500592
2019,4,145500624
2019,4,145500668
2019,4,145500675
2019,4,145500674
2019,4,145520530
2019,4,145500729
2019,3,145500771
2019,4,145500792
2019,4,145520579
2019,4,145500817
2019,4,145500907
2019,4,145500917
2019,4,145500937
2019,4,145520712
2019,4,145520713
2019,4,145500956
2019,3,145500960
2019,4,145500970
2019,4,145520736
2019,3,145500990
2019,3,145500989
2019,4,145501005
2019,3,145501014
2019,4,145501018
2019,4,145501017
2019,4,145520769
2019,4,145520770
2019,4,145501025
2019,4,145501040
2019,4,145520787
2019,4,145501053
2019,4,145520792
2019,4,145520794
2019,4,145520793
2019,4,145520804
2019,4,145520803
2019,4,145501073
2019,4,145520814
2019,4,145501079
2019,4,145501082
2019,4,145520815
2019,4,145520820
2019,4,145520819
2019,4,145501100
2019,4,145501105
2019,4,145501106
2019,4,145520837
2019,4,145520840
2019,4,145501127
2019,4,145501132
2019,1,145520853
2019,1,145501133
2019,4,145501145
2019,4,145501149
2019,3,145520866
2019,4,145520867
2019,4,145501157
2019,4,145501158
2019,4,145520868
2019,3,145501164
2019,4,145520882
2019,4,145521180
2019,4,145521179
2019,4,145521181
2019,4,145521190
2019,4,145521193
2019,4,145521198
2019,4,145521201
2019,4,145520904
2019,4,145521208
2019,3,145521210
2019,4,145520906
2019,3,145521227
2019,3,145521229
2019,4,145520915
2019,4,145521238
2019,3,145521250
2019,3,145521249
2019,4,145520921
2019,4,145520920
2019,4,145521248
2019,3,145521259
2019,3,145521258
2019,1,145520926
2019,4,145521285
2019,3,145521284
2019,3,145520932
2019,4,145520936
2019,4,145521291
2019,4,145520943
2019,4,139044563
2019,4,139034643
2019,3,139034650
2019,3,139034651
2019,4,139040056
2019,4,139034735
2019,4,139034736
2019,4,139034754
2019,4,139034753
2019,4,139040070
2019,4,139044663
2019,4,139044688
2019,4,139044694
2019,4,139044695
2019,4,139044716
2019,4,139044728
2019,4,139034820
2019,4,139044744
2019,4,139044753
2019,4,139034840
2019,4,139034839
2019,4,139040153
2019,4,139044776
2019,3,139034877
2019,4,139044799
2019,4,139044800
2019,4,139040163
2019,4,139040168
2019,3,139040176
2019,1,139040179
2019,4,139044834
2019,4,137513862
2019,4,137513871
2019,4,137513904
2019,4,137510135
2019,4,137513945
2019,4,137513944
2019,4,137510165
2019,4,137510175
2019,4,137513976
2019,4,137513975
2019,4,137513984
2019,4,137514003
2019,4,137517015
2019,4,137514016
2019,4,137517020
2019,4,137517021
2019,4,137514023
2019,1,137514028
2019,4,137510216
2019,4,137514037
2019,4,137514038
2019,4,137514043
2019,1,137514052
2019,1,137514051
2019,3,137514056
2019,3,137514058
2019,4,137514064
2019,4,137514065
2019,4,137510233
2019,4,137514081
2019,4,137514088
2019,4,137517032
2019,4,137510243
2019,4,137514094
2019,4,137510246
2019,1,137510251
2019,4,137514103
2019,4,137514105
2019,4,145499918
2019,4,145499917
2019,4,145499933
2019,4,145499932
2019,4,145499935
2019,4,145499943
2019,4,145519789
2019,4,145499953
2019,4,145499949
2019,4,145499954
2019,4,145499957
2019,4,145499961
2019,1,145499966
2019,4,145519814
2019,1,145499967
2019,4,145499968
2019,4,145519821
2019,4,145519823
2019,4,145499979
2019,4,145499997
2019,4,145500007
2019,3,145500011
2019,3,145500010
2019,1,145500014
2019,4,145500017
2019,4,145500023
2019,4,145500029
2019,4,145500033
2019,4,145500034
2019,4,145500035
2019,4,145519881
2019,4,145500041
2019,4,145500040
2019,4,145500044
2019,1,145500049
2019,4,145519888
2019,4,145519889
2019,4,145500059
2019,4,145519898
2019,3,145519903
2019,3,145519902
2019,4,145500065
2019,4,145500066
2019,3,145500067
2019,3,145500068
2019,3,145500071
2019,4,145500074
2019,3,145500078
2019,3,145500079
2019,4,145500081
2019,3,145519915
2019,3,145500084
2019,4,145519921
2019,4,145519920
2019,4,145500089
2019,4,145500090
2019,4,145519942
2019,4,145519938
2019,4,145500105
2019,4,145519958
2019,3,145519962
2019,3,145519961
2019,4,145500121
2019,4,145500120
2019,4,145500123
2019,1,145500137
2019,4,145500138
2019,1,145500139
2019,4,145500143
2019,4,145520003
2019,4,145520015
2019,4,145500159
2019,4,145500165
2019,4,145500166
2019,4,145500167
2019,4,145500172
2019,3,145500181
2019,1,139044249
2019,4,139034473
2019,4,139034477
2019,4,139034464
2019,4,139039659
2019,4,139034493
2019,2,139044271
2019,4,139044272
2019,4,139044273
2019,4,139044274
2019,4,139044275
2019,4,139044276
2019,4,139044277
2019,4,139044278
2019,4,139044279
2019,4,139044280
2019,4,139039712
2019,4,139044281
2019,4,139044282
2019,4,139044284
2019,4,139044342
2019,4,139039771
2019,4,139039770
2019,4,139044361
2019,4,139044360
2019,4,139044375
2019,4,139034569
2019,4,139044378
2019,4,139044379
2019,4,139044381
2019,4,139044382
2019,4,139044383
2019,4,139044386
2019,4,139039792
2019,4,139039794
2019,4,139044391
2019,4,139044392
2019,4,139039795
2019,4,139044395
2019,4,139044397
2019,4,139044398
2019,4,139039800
2019,4,139044407
2019,4,139044408
2019,4,139044419
2019,4,139044431
2019,4,139044433
2019,4,139039818
2019,4,139044439
2019,4,139044445
2019,1,139044446
2019,4,139034591
2019,4,139034590
2019,4,139044452
2019,2,139044454
2019,4,139044459
2019,4,139034600
2019,4,139044465
2019,4,139044464
2019,4,139044468
2019,4,139044472
2019,4,139039854
2019,4,139039853
2019,1,139044488
2019,4,139044490
2019,4,139044491
2019,4,139039866
2019,4,139039865
2019,4,139044501
2019,4,139044502
2019,4,139044506
2019,4,139044505
2019,3,139044507
2019,4,139039886
2019,4,139044516
2019,4,139044515
2019,4,139034613
2019,1,139044519
2019,4,139039898
2019,4,139044523
2019,4,139044525
2019,4,139044524
2019,4,139044527
2019,4,139034616
2019,4,139044531
2019,4,139039918
2019,4,139039919
2019,4,139044535
2019,4,139044536
2019,4,139044537
2019,1,139039922
2019,4,139039923
2019,4,139044541
2019,4,139044540
2019,4,139044544
2019,4,139044546
2019,4,139044547
2019,4,139044548
2019,4,139044554
2019,4,139044555
2019,4,139034698
2019,4,139034699
2019,4,139034719
2019,4,139034720
2019,4,139040043
2019,4,139044659
2019,4,139034750
2019,4,139044696
2019,4,139034805
2019,4,139040125
2019,4,139040124
2019,1,139044743
2019,3,139034833
2019,4,139556067
2019,4,139556066
2019,4,139556069
2019,4,139556070
2019,4,139556071
2019,4,139556079
2019,4,139556080
2019,1,139556082
2019,3,139556082
2019,1,139556081
2019,3,139556081
2019,4,139556087
2019,4,139556089
2019,4,139558080
2019,4,139558079
2019,4,139556091
2019,4,139556095
2019,1,139556097
2019,4,139556099
2019,4,139556102
2019,4,139556101
2019,4,139556106
2019,1,139556109
2019,4,139556112
2019,4,139556116
2019,4,139558097
2019,4,139556125
2019,4,139558102
2019,4,139556130
2019,4,139558104
2019,4,139558106
2019,4,139558110
2019,4,139558109
2019,4,139556142
2019,4,139556141
2019,4,139556147
2019,4,139556148
2019,4,139556152
2019,4,139556153
2019,4,139556155
2019,4,139556163
2019,4,139556162
2019,4,139556161
2019,4,139556168
2019,4,139556167
2019,4,139556171
2019,2,139566175
2019,3,139558121
2019,4,139566178
2019,4,139566181
2019,4,139566182
2019,4,139566186
2019,4,139566191
2019,4,139558126
2019,3,139566194
2019,4,139566197
2019,3,139566200
2019,1,139566201
2019,4,139566203
2019,4,139558132
2019,4,139566209
2019,4,139558139
2019,4,139558138
2019,4,139566214
2019,4,139566220
2019,4,139566219
2019,4,139566222
2019,4,139566227
2019,3,139566229
2019,3,139566228
2019,4,139566233
2019,4,139566234
2019,4,139566235
2019,4,139566239
2019,4,139558146
2019,4,139558147
2019,4,139558148
2019,4,139566245
2019,4,139566244
2019,4,139566247
2019,4,139566250
2019,4,139566249
2019,4,139566253
2019,4,139566255
2019,4,139566257
2019,4,139566258
2019,4,139566265
2019,4,139566266
2019,4,139566267
2019,4,139566270
2019,4,139566269
2019,4,139566273
2019,4,139558160
2019,4,139566276
2019,4,139566286
2019,4,139566291
2019,4,139566293
2019,4,139566299
2019,4,139558172
2019,4,139566300
2019,3,139039656
2019,2,139034478
2019,1,139044238
2019,3,139034481
2019,4,139034487
2019,1,139034515
2019,1,139034516
2019,4,139044601
2019,3,139044606
2019,3,139044605
2019,4,139044660
2019,4,139044662
2019,4,139044701
2019,4,139034803
2019,3,139044717
2019,3,139040115
2019,4,139044724
2019,3,139040128
2019,3,139040127
2019,4,139034835
2019,4,139034834
2019,4,139034836
2019,4,139044750
2019,4,139040146
2019,4,139034850
2019,4,139034849
2019,4,139040150
2019,4,139034858
2019,4,139044796
2019,4,139044803
2019,4,139040169
2019,4,139044814
2019,4,139034885
2019,4,139044827
2019,4,139044826
2019,4,139044832
2019,4,139040193
2019,4,139034896
2019,4,139034900
2019,3,139044836
2019,3,139034901
2019,4,139040195
2019,4,139040194
2019,4,139040197
2019,4,139034907
2019,3,139034910
2019,3,139034909
2019,3,139034908
2019,4,139040204
2019,4,139044852
2019,4,139040207
2019,4,139034918
2019,4,139034917
2019,4,139044865
2019,4,139044870
2019,4,139044869
2019,4,139040212
2019,4,139040211
2019,4,139040213
2019,4,139044879
2019,4,139044883
2019,1,139044884
2019,4,139034930
2019,4,139034929
2019,4,139040223
2019,4,139040226
2019,4,139040225
2019,4,139040230
2019,4,139040231
2019,4,139040237
2019,4,139040238
2019,4,139040239
2019,4,139034941
2019,1,139040245
2019,1,139040246
2019,4,139040258
2019,4,139034952
2019,4,139044936
2019,4,139044937
2019,4,139040265
2019,4,139040268
2019,4,139040267
2019,4,139040269
2019,4,139034960
2019,4,139044952
2019,4,139040273
2019,4,139034966
2019,4,139034965
2019,4,139044962
2019,4,139040276
2019,4,139040280
2019,4,139034977
2019,4,139044974
2019,4,139040287
2019,3,139044979
2019,3,139044978
2019,2,139040289
2019,4,139040291
2019,4,139040290
2019,4,139040293
2019,4,139044987
2019,4,139040296
2019,4,139040300
2019,4,139040302
2019,4,139040303
2019,4,139045002
2019,4,139045001
2019,4,139045004
2019,2,139045006
2019,2,139045005
2019,4,139040305
2019,4,139045010
2019,4,139040310
2019,1,139045014
2019,3,139045014
2019,1,139045013
2019,3,139045013
2019,4,139040316
2019,4,139045018
2019,4,139045017
2019,4,139045019
2019,4,139045022
2019,4,139045021
2019,3,139040321
2019,3,139040324
2019,4,139040323
2019,4,139040325
2019,4,139040328
