"DATA_YEAR","BIAS_ID","OFFENSE_ID"
2019,21,145527856
2019,21,145522934
2019,21,145522935
2019,21,145527865
2019,21,145527870
2019,21,145527872
2019,21,145527871
2019,21,145527875
2019,21,145527876
2019,21,145522943
2019,21,145527880
2019,21,145527885
2019,21,145527888
2019,21,145527889
2019,21,145522973
2019,21,145527904
2019,21,145522977
2019,21,145527915
2019,21,145522987
2019,21,145527919
2019,21,145527924
2019,21,145528442
2019,21,142230453
2019,21,142230487
2019,21,142230492
2019,21,142230493
2019,21,142230502
2019,21,142230501
2019,21,142230601
2019,21,142230735
2019,21,142230740
2019,21,142230778
2019,21,142230793
2019,21,142230814
2019,21,142230815
2019,21,142230823
2019,21,142230828
2019,21,142230851
2019,21,142230853
2019,21,142230859
2019,21,142230869
2019,21,142230882
2019,21,142230895
2019,21,142230896
2019,21,142230910
2019,21,142230915
2019,21,142230937
2019,21,142230939
2019,21,142230943
2019,21,142230954
2019,21,142230964
2019,21,142230965
2019,21,142230970
2019,21,142230971
2019,21,142230490
2019,21,142230494
2019,21,142230498
2019,21,142230531
2019,21,142230533
2019,21,142230542
2019,21,142230577
2019,21,142230589
2019,21,142230592
2019,21,142175619
2019,21,142175620
2019,21,142230637
2019,21,142230653
2019,21,142230662
2019,21,142230693
2019,21,142230695
2019,21,142230698
2019,21,142230717
2019,21,142230718
2019,21,142230745
2019,21,142230774
2019,21,142230785
2019,21,142230784
2019,21,142230783
2019,21,142230796
2019,21,142230801
2019,21,142230821
2019,21,142230833
2019,21,142230841
2019,21,142230843
2019,21,142230845
2019,21,139562204
2019,21,142230975
2019,21,142230976
2019,21,142230983
2019,21,142230984
2019,21,142230995
2019,21,142231003
2019,21,142231004
2019,21,142231005
2019,21,142230008
2019,21,142230006
2019,21,142230023
2019,21,142230022
2019,21,142230039
2019,21,143858880
2019,22,143847023
2019,22,143847024
2019,21,143847031
2019,21,143847034
2019,21,143847042
2019,21,143858895
2019,21,143852178
2019,21,143847064
2019,21,143847066
2019,21,143852209
2019,21,143859026
2019,21,143847176
2019,21,143852218
2019,21,143847184
2019,21,143847192
2019,21,143847211
2019,21,143847224
2019,21,143847223
2019,21,143847597
2019,21,143847614
2019,21,143847623
2019,21,143848346
2019,21,143848366
2019,21,143852534
2019,21,143852536
2019,21,143852537
2019,21,143848395
2019,21,143848394
2019,21,143848393
2019,21,143848411
2019,21,137556296
2019,21,137556293
2019,21,137556295
2019,21,137556294
2019,21,137556300
2019,21,137556306
2019,21,137556308
2019,21,137556307
2019,21,137556336
2019,21,137556345
2019,21,137546371
2019,21,137546370
2019,21,139562207
2019,21,137510056
2019,21,137510057
2019,21,137509969
2019,21,137509963
2019,21,137509962
2019,21,137509970
2019,21,137509967
2019,21,137509975
2019,21,137509974
2019,21,137509989
2019,21,137510004
2019,21,137510005
2019,21,137510009
2019,21,137510010
2019,21,137510008
2019,21,137510018
2019,21,137513890
2019,21,137510117
2019,21,137510121
2019,21,137510149
2019,22,137513952
2019,21,137513971
2019,21,137517006
2019,21,137517007
2019,21,137513982
2019,21,137517011
2019,21,137513997
2019,21,137513996
2019,21,137510197
2019,21,137510196
2019,21,137510198
2019,21,137514019
2019,21,137510213
2019,21,137510214
2019,21,137510220
2019,21,137514042
2019,21,137514041
2019,21,137514048
2019,21,137514047
2019,21,137514062
2019,21,137517029
2019,21,137514075
2019,21,137514079
2019,21,137510238
2019,21,137514078
2019,21,137514084
2019,21,137517033
2019,21,137510250
2019,21,137510253
2019,21,137514107
2019,21,137514109
2019,21,137510254
2019,21,137510258
2019,21,137510260
2019,22,137514120
2019,21,137510265
2019,21,137514125
2019,21,137514126
2019,21,137514129
2019,21,137514130
2019,21,137514128
2019,21,137510273
2019,21,137514142
2019,21,137517061
2019,21,137514154
2019,21,137510292
2019,21,137510290
2019,21,137510291
2019,21,137514171
2019,21,137510293
2019,21,137510294
2019,21,137510298
2019,21,137510301
2019,21,142230587
2019,21,142230546
2019,21,142230594
2019,21,142230636
2019,21,142230648
2019,21,142230656
2019,21,142230683
2019,21,142230691
2019,21,142230697
2019,21,142230724
2019,21,142230725
2019,21,142230739
2019,21,142230753
2019,21,142230754
2019,21,142230763
2019,21,142175631
2019,21,142230772
2019,21,142230773
2019,21,142175632
2019,21,142230794
2019,21,142175635
2019,21,142175638
2019,21,142175637
2019,21,142230810
2019,21,137510302
2019,21,137510303
2019,21,137510304
2019,21,137510305
2019,21,137510308
2019,21,137510310
2019,21,137510309
2019,21,137510311
2019,21,137514194
2019,21,137514195
2019,21,137514193
2019,21,137517083
2019,21,137510314
2019,21,137510319
2019,21,137510321
2019,21,137510324
2019,21,137514204
2019,21,137514205
2019,21,137510330
2019,21,137510329
2019,21,137510334
2019,21,137510350
2019,21,137514218
2019,21,137514219
2019,21,137510351
2019,21,137510353
2019,21,137510352
2019,21,137510355
2019,21,137510361
2019,21,137510368
2019,21,137517119
2019,21,137517120
2019,21,137510378
2019,21,137510383
2019,21,137517122
2019,22,137514245
2019,21,137514244
2019,21,137510401
2019,21,137510404
2019,21,137510405
2019,21,137514262
2019,21,137514263
2019,21,137514264
2019,21,137510414
2019,21,137510415
2019,21,137517131
2019,21,137517135
2019,21,137510424
2019,21,137510429
2019,21,137514277
2019,21,137514276
2019,21,137510437
2019,21,137517145
2019,21,137510439
2019,21,137510443
2019,21,137510444
2019,21,137510445
2019,21,137510446
2019,21,137517151
2019,21,137510450
2019,21,137510451
2019,21,137510452
2019,21,137510453
2019,21,137510454
2019,21,137517162
2019,21,137510455
2019,21,137510457
2019,21,137510456
2019,21,137510458
2019,21,137510463
2019,21,137510464
2019,21,137510465
2019,21,137510466
2019,21,137510467
2019,21,137510468
2019,22,137510471
2019,21,137517181
2019,21,137510473
2019,21,137510472
2019,21,137517183
2019,21,137517184
2019,21,137517186
2019,21,137510476
2019,21,137510478
2019,21,137510477
2019,21,137510482
2019,21,137510481
2019,21,137510484
2019,21,137517194
2019,21,137510486
2019,21,137510487
2019,21,137510490
2019,21,137510489
2019,22,137510491
2019,21,137517202
2019,21,137510494
2019,21,137510493
2019,21,137510498
2019,21,137510500
2019,21,137510499
2019,21,137514334
2019,21,137510504
2019,21,137510505
2019,21,137517215
2019,21,137517214
2019,21,137510507
2019,21,137514339
2019,21,137510509
2019,21,137517220
2019,21,137514341
2019,21,137510511
2019,21,137510510
2019,21,137510512
2019,21,137510513
2019,21,137510517
2019,21,137510518
2019,21,137517226
2019,21,137517227
2019,21,137510521
2019,21,137510522
2019,21,137510528
2019,21,137510527
2019,21,137510526
2019,21,137510529
2019,22,137517233
2019,21,137510531
2019,21,137517236
2019,21,137517237
2019,21,137510535
2019,21,137510536
2019,21,137510537
2019,21,137517241
2019,21,137510538
2019,21,137514360
2019,21,137510540
2019,21,137517245
2019,21,137517244
2019,21,137517246
2019,21,137517248
2019,21,137514368
2019,21,137510542
2019,21,137510543
2019,21,137510544
2019,21,137510545
2019,21,137510546
2019,21,137510547
2019,21,137510548
2019,21,137510549
2019,21,137510550
2019,21,137510551
2019,21,137510553
2019,21,137510552
2019,21,137517268
2019,21,137510554
2019,21,137510556
2019,21,137510555
2019,21,137510557
2019,21,137510559
2019,21,137510558
2019,21,137510566
2019,21,137510567
2019,21,137510568
2019,21,137510569
2019,21,137510570
2019,21,137510571
2019,21,137510574
2019,21,137517284
2019,21,137510579
2019,21,137510583
2019,21,137510582
2019,21,137510584
2019,21,137510585
2019,21,137510586
2019,21,137510587
2019,21,137517291
2019,21,137517292
2019,21,137510588
2019,21,137510589
2019,21,137510590
2019,21,137510591
2019,21,137510592
2019,21,137510596
2019,21,137510595
2019,21,137510597
2019,21,137510598
2019,21,137510601
2019,21,137510603
2019,21,137510602
2019,21,137510604
2019,21,137510606
2019,21,137510607
2019,21,137517311
2019,21,137510610
2019,21,137510611
2019,21,137517314
2019,21,137510617
2019,21,137510618
2019,21,137510619
2019,21,137510620
2019,21,137510621
2019,21,137514442
2019,21,137510623
2019,21,137510624
2019,21,137517333
2019,21,137510625
2019,21,137514445
2019,21,137510626
2019,21,137510627
2019,21,137510629
2019,21,137510630
2019,21,137510631
2019,21,137510632
2019,21,137510633
2019,21,137510634
2019,21,137510635
2019,21,137510636
2019,21,137510637
2019,21,137510638
2019,21,137517352
2019,21,137510643
2019,21,137510642
2019,21,137510641
2019,21,137510644
2019,21,137510647
2019,21,137510646
2019,21,137517357
2019,21,137517358
2019,21,137517359
2019,21,137510653
2019,21,137510652
2019,21,137510655
2019,21,137517367
2019,21,137517366
2019,21,137510659
2019,21,137510660
2019,21,137510661
2019,21,137510662
2019,21,137510663
2019,21,137510664
2019,21,137510667
2019,21,137514477
2019,21,137510668
2019,21,137517377
2019,21,137510669
2019,21,137510670
2019,21,137510671
2019,21,137510672
2019,21,137510674
2019,21,137510673
2019,22,137517392
2019,21,137510676
2019,21,137510677
2019,21,137510679
2019,21,137510678
2019,21,137517398
2019,21,137510681
2019,21,137510683
2019,21,137510684
2019,21,137514495
2019,21,137510686
2019,21,137517406
2019,21,137514500
2019,21,137514499
2019,21,137517413
2019,21,137517412
2019,21,137510687
2019,21,137510688
2019,21,137514504
2019,21,137514505
2019,21,137510689
2019,21,137510690
2019,21,137510691
2019,21,137510692
2019,21,137510693
2019,21,137510695
2019,21,137510694
2019,21,137510696
2019,21,137510697
2019,21,137510698
2019,21,137510699
2019,21,137510700
2019,21,137510702
2019,21,137510701
2019,21,137510704
2019,21,137510706
2019,21,137510705
2019,21,137517436
2019,21,137517435
2019,21,137510710
2019,21,137510711
2019,21,137510716
2019,21,137510717
2019,21,137517443
2019,21,137517444
2019,21,137517445
2019,21,137517442
2019,21,137514527
2019,21,137510720
2019,21,137510721
2019,21,137510722
2019,21,137510723
2019,21,137510727
2019,21,137510726
2019,21,137510729
2019,21,137510728
2019,21,137510730
2019,21,137510731
2019,21,137514542
2019,21,137510733
2019,21,137510732
2019,21,137510734
2019,21,137510735
2019,21,137510736
2019,21,137510737
2019,21,137510739
2019,21,137510740
2019,21,137510743
2019,21,137510742
2019,21,137510746
2019,21,137510745
2019,21,137510749
2019,21,137510750
2019,21,137510751
2019,21,137510752
2019,21,137510755
2019,21,137510756
2019,21,137510758
2019,21,137510757
2019,21,137510759
2019,21,137510760
2019,21,137510762
2019,21,137510763
2019,21,137510764
2019,21,137510765
2019,21,137517475
2019,21,137517476
2019,21,137510766
2019,21,137517480
2019,21,137517481
2019,21,137510768
2019,21,137517483
2019,21,137510771
2019,21,137510772
2019,21,137510777
2019,21,137510778
2019,21,137510776
2019,21,137517490
2019,21,137517487
2019,21,137517489
2019,21,137517488
2019,21,137514572
2019,21,137514573
2019,24,137024904
2019,21,137014701
2019,22,137024938
2019,21,137014739
2019,21,137014744
2019,21,137014756
2019,21,137025066
2019,21,137025068
2019,21,137014810
2019,21,137025471
2019,21,137025481
2019,21,137015128
2019,21,137025543
2019,21,137027487
2019,21,137015176
2019,21,137015175
2019,21,137015187
2019,21,137025588
2019,21,137015213
2019,21,137027531
2019,21,137025619
2019,21,137027541
2019,21,137027550
2019,21,137015252
2019,21,137027600
2019,21,137026932
2019,21,137014707
2019,21,137014708
2019,21,137026944
2019,21,137025002
2019,21,137025019
2019,21,137025024
2019,21,137014770
2019,21,137014772
2019,21,137027054
2019,21,137015080
2019,21,137027367
2019,21,137025455
2019,21,137015093
2019,21,137027393
2019,21,137015104
2019,21,137027432
2019,21,137025522
2019,21,137015137
2019,21,137015138
2019,21,137025555
2019,21,137025576
2019,21,137015178
2019,21,137015179
2019,21,137027534
2019,21,137025634
2019,21,137025649
2019,21,137025657
2019,21,137027551
2019,21,137025679
2019,21,137025686
2019,21,137025690
2019,22,137377323
2019,21,137377338
2019,21,137382046
2019,21,137382050
2019,21,137377388
2019,21,137377399
2019,21,137377397
2019,21,137382097
2019,21,137377681
2019,21,137377709
2019,21,137382409
2019,21,137377744
2019,21,137382466
2019,21,137382476
2019,21,137382495
2019,21,137377828
2019,21,137377846
2019,21,137382581
2019,21,137382595
2019,21,137377902
2019,21,137377930
2019,21,137377952
2019,21,137382661
2019,21,137377965
2019,21,137377976
2019,21,137382682
2019,21,137382693
2019,21,137382694
2019,21,137378000
2019,21,137546369
2019,21,137546368
2019,21,137546346
2019,21,137546357
2019,22,137382006
2019,21,137382048
2019,21,137382081
2019,21,137382099
2019,21,137377665
2019,21,137377685
2019,21,137377715
2019,21,137377726
2019,21,137382414
2019,21,137382424
2019,21,137382421
2019,21,137382422
2019,21,137377751
2019,21,137382440
2019,21,137377773
2019,21,137382508
2019,21,137382512
2019,21,137382525
2019,21,137382548
2019,21,137377864
2019,21,137377865
2019,21,137382556
2019,21,137377881
2019,21,137377911
2019,21,137377909
2019,21,137382674
2019,21,137377974
2019,21,137014689
2019,21,137014693
2019,21,137026917
2019,21,137014706
2019,21,137014731
2019,21,137014742
2019,21,137024998
2019,21,137027011
2019,21,137027026
2019,21,137014783
2019,21,137014784
2019,21,137025055
2019,21,137025062
2019,21,137027363
2019,21,137025467
2019,21,137027396
2019,21,137025508
2019,21,137025509
2019,21,137027447
2019,21,137027471
2019,21,137027472
2019,21,137027486
2019,21,137025598
2019,21,137027516
2019,21,137027521
2019,21,137027533
2019,21,137025638
2019,21,137027568
2019,21,137025689
2019,21,137027598
2019,21,137014751
2019,21,137025003
2019,21,137027017
2019,21,137014765
2019,21,137014766
2019,21,137025040
2019,21,137025050
2019,21,137014793
2019,21,137025053
2019,21,137014797
2019,21,137014808
2019,21,137014807
2019,21,137015063
2019,21,137027345
2019,21,137025437
2019,21,137025438
2019,21,137027364
2019,21,137025444
2019,21,137015084
2019,21,137027380
2019,21,137025464
2019,21,137015126
2019,21,137025531
2019,21,137027450
2019,21,137015145
2019,21,137025556
2019,21,137025564
2019,21,137025635
2019,21,137015242
2019,21,137027554
2019,21,137027561
2019,21,137027569
2019,21,137027603
2019,21,137027601
2019,21,137382047
2019,21,137377398
2019,21,137377396
2019,21,137382104
2019,21,137382106
2019,21,137382103
2019,21,137377668
2019,21,137377669
2019,21,137377684
2019,21,137382397
2019,21,137382398
2019,21,137377747
2019,21,137377753
2019,21,137377755
2019,21,137377781
2019,21,137382502
2019,21,137377830
2019,21,137377852
2019,21,137382591
2019,21,137377913
2019,21,137377922
2019,21,137377957
2019,21,137377973
2019,21,137382699
2019,21,142230844
2019,21,137014700
2019,21,137026936
2019,21,137014740
2019,21,137025004
2019,21,137025014
2019,21,137027016
2019,21,137027025
2019,21,137027039
2019,21,137025059
2019,21,137025084
2019,21,142230852
2019,21,142230850
2019,21,142230870
2019,21,137025428
2019,21,137027361
2019,21,137027368
2019,21,137015092
2019,21,137027398
2019,21,137015107
2019,21,137025488
2019,21,137027428
2019,21,137015123
2019,21,137015139
2019,21,137025542
2019,21,137015168
2019,21,137025590
2019,21,137015206
2019,21,137027529
2019,21,137027536
2019,21,137027573
2019,21,137027597
2019,21,142230872
2019,21,142230878
2019,21,142175643
2019,21,142230883
2019,21,142230885
2019,21,142230900
2019,21,142230903
2019,21,142230909
2019,21,142230912
2019,21,142230917
2019,21,142230922
2019,21,142230921
2019,21,142230924
2019,21,142230923
2019,21,142230929
2019,21,142230938
2019,1,142230942
2019,1,142230941
2019,21,142230945
2019,21,142230959
2019,21,142230960
2019,21,142230972
2019,21,142230979
2019,21,142230980
2019,21,142230981
2019,21,142230985
2019,21,142230997
2019,21,142231006
2019,21,142231019
2019,21,142231018
2019,21,142231028
2019,21,142231029
2019,21,142231032
2019,21,142231031
2019,21,142231035
2019,21,142231037
2019,21,142231036
2019,21,142231046
2019,21,142231047
2019,21,142231049
2019,21,142175674
2019,21,142231052
2019,21,142231055
2019,21,142231056
2019,21,142175677
2019,21,142231061
2019,21,142231074
2019,21,142231075
2019,21,142231078
2019,21,142231085
2019,21,142231086
2019,21,142231092
2019,21,142231093
2019,21,142231096
2019,21,142231100
2019,21,142231102
2019,21,142231103
2019,21,142231105
2019,21,142231108
2019,21,142231109
2019,21,142231112
2019,21,142231110
2019,21,142231111
2019,21,142231114
2019,21,142175698
2019,21,142231116
2019,21,142231120
2019,21,142231126
2019,21,142231125
2019,21,142175706
2019,21,142175709
2019,21,142175708
2019,21,142231134
2019,21,142175714
2019,21,142231136
2019,21,142231138
2019,21,142231137
2019,21,142231141
2019,21,142231142
2019,21,142231144
2019,21,137382012
2019,21,137377339
2019,21,137377357
2019,21,137382067
2019,21,137382069
2019,21,137377394
2019,21,137377393
2019,21,137382102
2019,21,137377409
2019,21,137377420
2019,21,137382119
2019,21,137377676
2019,21,137382351
2019,21,137377673
2019,21,137377686
2019,21,137382366
2019,21,137382369
2019,21,137377743
2019,21,137382423
2019,21,137382444
2019,21,137377774
2019,21,137382469
2019,21,137377797
2019,21,137382481
2019,21,137382527
2019,21,137377836
2019,21,137382537
2019,21,137377863
2019,21,137377862
2019,21,137377875
2019,21,137382558
2019,21,137382559
2019,21,137382564
2019,21,137382574
2019,21,137377896
2019,21,137382614
2019,21,137377939
2019,21,137382643
2019,21,137382656
2019,21,137377960
2019,21,137382678
2019,21,137377997
2019,22,137382018
2019,21,137377349
2019,21,137377350
2019,21,137377363
2019,21,137377421
2019,21,137382122
2019,21,137377691
2019,21,137377714
2019,21,137377725
2019,21,137382412
2019,21,137382413
2019,21,137377736
2019,21,137377778
2019,21,137382468
2019,21,137377782
2019,21,137382472
2019,21,137382486
2019,21,137377813
2019,21,137382528
2019,21,137382538
2019,21,137377855
2019,21,137382549
2019,21,137377866
2019,21,137382575
2019,21,137382584
2019,21,137382582
2019,21,137382617
2019,21,137382651
2019,21,137377953
2019,21,137377950
2019,21,137382667
2019,21,137377985
2019,21,137546336
2019,21,137546348
2019,21,137556337
2019,21,137546358
2019,22,137546374
2019,21,137546383
2019,21,137546382
2019,21,137546381
2019,21,137551312
2019,21,137551315
2019,21,137546406
2019,21,137546418
2019,21,137546422
2019,21,137556413
2019,21,137556421
2019,21,137556424
2019,21,137556428
2019,21,137551330
2019,21,137546432
2019,21,137546433
2019,22,137546437
2019,21,137546439
2019,21,137546450
2019,21,137556469
2019,21,137546453
2019,21,137546452
2019,21,137546455
2019,21,137556480
2019,21,137546461
2019,21,137546462
2019,21,137556492
2019,21,137546385
2019,21,137546384
2019,21,137556368
2019,21,137546396
2019,21,137546395
2019,21,137556371
2019,22,137546413
2019,22,137546412
2019,21,137551326
2019,21,137551325
2019,21,137546423
2019,21,137556414
2019,21,137546428
2019,21,137546429
2019,21,137551331
2019,22,137546434
2019,22,137546435
2019,21,137546441
2019,21,137546440
2019,21,137546447
2019,21,137556461
2019,21,137556464
2019,21,137556463
2019,21,137556471
2019,21,137546454
2019,21,137551337
2019,21,137551338
2019,21,137546456
2019,21,137546460
2019,21,137546464
2019,21,137546468
2019,21,137546469
2019,22,137546470
2019,21,137546474
2019,21,137546473
2019,21,137546479
2019,21,137556525
2019,21,137546485
2019,21,137546483
2019,21,137546484
2019,21,137551353
2019,21,137556542
2019,21,137546491
2019,21,137556553
2019,21,137556554
2019,21,137556552
2019,21,137556558
2019,21,137556559
2019,21,137556560
2019,21,137546492
2019,21,137546494
2019,21,137546500
2019,21,137556571
2019,22,137556575
2019,21,137546505
2019,21,137556580
2019,22,137546509
2019,21,137546510
2019,21,137546511
2019,21,137546516
2019,21,137546521
2019,21,137546524
2019,21,137546527
2019,21,137551378
2019,21,137546528
2019,21,137546529
2019,21,137546530
2019,21,137546531
2019,21,137546532
2019,21,137546534
2019,21,137546535
2019,21,137546536
2019,21,137546537
2019,21,137556622
2019,21,137546538
2019,21,137551387
2019,21,137556626
2019,21,137551390
2019,21,137551391
2019,21,137546540
2019,21,137546541
2019,21,137546539
2019,21,137546544
2019,21,137546543
2019,21,137546546
2019,21,137546547
2019,21,137546548
2019,21,137546549
2019,21,137546550
2019,21,137551401
2019,21,137551399
2019,21,137551400
2019,21,137546551
2019,21,137546553
2019,21,137546552
2019,22,137546556
2019,21,137546557
2019,22,137546559
2019,22,137546558
2019,21,137546560
2019,21,137546561
2019,21,137546564
2019,21,137546567
2019,21,137546568
2019,21,137546569
2019,21,137546573
2019,21,137546575
2019,21,137546576
2019,21,137546577
2019,22,137546580
2019,22,137546578
2019,22,137546579
2019,21,137546582
2019,21,137546583
2019,21,137546585
2019,21,137546584
2019,21,137546586
2019,21,137546589
2019,21,137546590
2019,21,137551426
2019,21,137551427
2019,21,137546592
2019,21,137546593
2019,21,137546598
2019,21,137546599
2019,21,137546602
2019,21,137546603
2019,21,137546604
2019,21,137546605
2019,21,137546607
2019,21,137546609
2019,21,137546608
2019,21,137546610
2019,21,137551441
2019,21,137546611
2019,21,137546612
2019,21,137546613
2019,21,137546614
2019,21,137551445
2019,21,137546615
2019,22,137556676
2019,21,137546617
2019,21,137546618
2019,21,137546620
2019,21,137546621
2019,21,137546623
2019,21,137556684
2019,21,137546624
2019,21,137546625
2019,21,137556688
2019,21,137546626
2019,21,137546629
2019,21,137546630
2019,21,137546631
2019,21,137556692
2019,21,137546636
2019,21,137546637
2019,21,137546640
2019,21,137556695
2019,21,137546646
2019,21,137546647
2019,21,137556697
2019,21,137546648
2019,21,137546649
2019,21,137546654
2019,21,137546653
2019,21,137546658
2019,21,137546660
2019,21,137546665
2019,21,137546666
2019,21,137546664
2019,21,137546667
2019,21,137546670
2019,21,137546671
2019,21,137546672
2019,21,137546673
2019,21,137551488
2019,21,137551491
2019,21,137546677
2019,21,137546678
2019,21,137546680
2019,21,137546679
2019,21,137546681
