"DATA_YEAR","CRIMINAL_ACT_ID","OFFENSE_ID"
2019,8,139044243
2019,6,139044244
2019,8,139034476
2019,6,139034475
2019,9,139044306
2019,6,139039742
2019,6,139039743
2019,4,139044321
2019,9,139039753
2019,6,139044333
2019,6,139044332
2019,9,139039761
2019,8,139034650
2019,6,139034651
2019,8,139034651
2019,9,139034667
2019,9,139039997
2019,9,139034675
2019,6,139044647
2019,8,139040059
2019,6,139040059
2019,6,139040060
2019,6,139034735
2019,6,139034736
2019,9,139044676
2019,6,139044675
2019,9,139034775
2019,6,139044688
2019,9,139044689
2019,8,139034788
2019,8,139044694
2019,6,139044695
2019,9,139034798
2019,9,139044715
2019,9,139044716
2019,9,139034820
2019,9,139040131
2019,9,139034839
2019,9,139044775
2019,9,139034864
2019,6,139044786
2019,6,139044785
2019,9,139034877
2019,6,139034878
2019,6,139040158
2019,9,139044798
2019,6,139044799
2019,6,139044800
2019,9,139044821
2019,6,139040176
2019,6,139044834
2019,9,139040123
2019,9,139040140
2019,8,139044773
2019,9,139044795
2019,6,139044809
2019,6,139044810
2019,6,139044829
2019,6,139044828
2019,9,139044831
2019,6,139040187
2019,6,139040188
2019,6,139040192
2019,6,139040190
2019,6,139040189
2019,6,139040191
2019,6,139044840
2019,6,139044843
2019,6,139044846
2019,6,139044845
2019,6,139044848
2019,9,139044856
2019,9,139044857
2019,9,139044862
2019,9,139044864
2019,9,139044882
2019,6,139040235
2019,6,139040236
2019,6,139034940
2019,6,139034939
2019,9,139044916
2019,9,139044929
2019,6,139044930
2019,6,139040261
2019,6,139040262
2019,9,139044943
2019,8,139044945
2019,8,139044946
2019,9,139044951
2019,6,139044958
2019,9,139044975
2019,9,139044988
2019,9,139044991
2019,6,139044999
2019,6,139045029
2019,6,139045027
2019,6,139045028
2019,6,139045034
2019,6,139045033
2019,6,139040337
2019,6,139040336
2019,9,139045046
2019,9,139045065
2019,6,139045068
2019,6,139045072
2019,9,139040383
2019,9,139045087
2019,9,139040389
2019,9,139045090
2019,6,139045112
2019,6,139045111
2019,6,139045118
2019,6,139045117
2019,6,139040428
2019,6,139040427
2019,9,139045125
2019,6,139045129
2019,6,139045128
2019,9,139040454
2019,6,139045150
2019,6,139040462
2019,9,139040467
2019,9,139045159
2019,6,139045167
2019,6,139045172
2019,6,139045171
2019,9,139040487
2019,6,139040497
2019,6,139040496
2019,6,139045199
2019,8,139045199
2019,6,139045197
2019,6,139045198
2019,2,139040521
2019,6,139045223
2019,6,139045224
2019,6,139045221
2019,3,139045221
2019,9,139040534
2019,2,139045232
2019,9,139045236
2019,9,139045244
2019,6,139045247
2019,6,139045246
2019,6,139045250
2019,9,139045255
2019,6,139045263
2019,6,139045262
2019,6,139040552
2019,6,139040551
2019,6,139040562
2019,9,139045294
2019,9,139045329
2019,9,139045343
2019,8,139045348
2019,8,139045346
2019,9,139045356
2019,6,139045363
2019,9,139045362
2019,9,139045374
2019,3,139040603
2019,6,139040605
2019,9,139045384
2019,9,139045387
2019,6,139045389
2019,6,139045388
2019,6,139045391
2019,8,139045391
2019,6,139045396
2019,3,139045396
2019,6,139040614
2019,6,139045400
2019,6,139045415
2019,6,139045414
2019,9,139045422
2019,9,139045435
2019,6,139045437
2019,9,139045442
2019,9,139045447
2019,9,139045450
2019,6,139045451
2019,6,139045452
2019,9,139045463
2019,6,139045471
2019,9,139045474
2019,6,139045496
2019,6,139040661
2019,9,139040658
2019,6,139040660
2019,9,139045517
2019,9,139045523
2019,9,139040674
2019,6,139045550
2019,6,139045549
2019,9,139045551
2019,9,139045553
2019,9,139045563
2019,9,139045564
2019,6,139045568
2019,6,139045569
2019,6,139045571
2019,6,139045570
2019,9,139045575
2019,9,139045577
2019,6,139045579
2019,7,139045580
2019,9,139045583
2019,9,139045586
2019,3,139045587
2019,6,139045587
2019,11,139045588
2019,9,139045589
2019,9,139045592
2019,6,139045595
2019,9,139045596
2019,6,139045608
2019,6,139045610
2019,6,139045609
2019,9,139045614
2019,9,139045621
2019,6,139045623
2019,9,139045626
2019,9,139045636
2019,9,139045637
2019,6,139045638
2019,6,139045648
2019,6,139045653
2019,6,139045652
2019,9,139045658
2019,6,139045661
2019,6,139045660
2019,11,139045662
2019,3,139045665
2019,6,139045668
2019,9,139045675
2019,9,139045677
2019,6,139045679
2019,6,139045678
2019,6,139045680
2019,9,139045689
2019,6,139045691
2019,9,139045692
2019,6,139045706
2019,7,139045707
2019,6,139045710
2019,6,139045709
2019,6,139045715
2019,6,139045718
2019,6,139045719
2019,6,139045721
2019,6,139045720
2019,9,139045722
2019,6,139045726
2019,6,139045727
2019,9,139045728
2019,9,139045729
2019,9,139045730
2019,6,139045731
2019,6,139045732
2019,9,139045738
2019,9,139045739
2019,9,139045741
2019,9,139045747
2019,9,139045748
2019,6,139045749
2019,6,139045751
2019,9,139045759
2019,6,139045760
2019,6,139045762
2019,6,139045761
2019,6,139045763
2019,6,139045766
2019,9,139045768
2019,6,139045770
2019,6,139045771
2019,6,139045773
2019,6,139045772
2019,6,139045782
2019,9,139045783
2019,9,139045791
2019,9,139045792
2019,9,139045793
2019,6,139045797
2019,9,139045801
2019,6,139045805
2019,6,139045804
2019,6,139045815
2019,6,139045816
2019,9,139045818
2019,9,139045820
2019,6,139045828
2019,6,139045829
2019,9,139045830
2019,6,139045832
2019,9,139045833
2019,6,139045841
2019,6,139045845
2019,6,139045844
2019,6,139045847
2019,6,139045848
2019,6,139045858
2019,6,139045859
2019,9,139045861
2019,6,139045862
2019,6,139045863
2019,6,139045865
2019,6,139045864
2019,6,139045866
2019,9,139045877
2019,9,139045883
2019,6,139045885
2019,6,139045886
2019,9,139045888
2019,9,139045889
2019,9,139045901
2019,6,139045903
2019,6,139045904
2019,9,139045905
2019,9,139045913
2019,9,139045917
2019,6,139045922
2019,9,139045923
2019,6,139045927
2019,6,139045926
2019,9,139045929
2019,9,139045932
2019,6,139045937
2019,6,139045952
2019,9,139045953
2019,6,139045961
2019,6,139045960
2019,6,139045963
2019,6,139045962
2019,6,139045966
2019,6,139045965
2019,6,139045973
2019,6,139045972
2019,6,139045974
2019,6,139045975
2019,6,139045976
2019,9,139045977
2019,9,139045978
2019,3,139045985
2019,9,139045989
2019,9,139045992
2019,9,139045993
2019,6,139045995
2019,6,139045994
2019,6,139045997
2019,6,139045996
2019,6,139046001
2019,6,139046000
2019,6,139046002
2019,6,139046003
2019,6,139046004
2019,6,139046005
2019,9,139046008
2019,6,139046014
2019,6,139046018
2019,6,139046017
2019,8,139044236
2019,6,139039651
2019,9,139034461
2019,9,139034464
2019,9,139044246
2019,9,139044249
2019,9,139044253
2019,12,139034493
2019,1,139044271
2019,3,139044271
2019,9,139044277
2019,3,139044281
2019,9,139044284
2019,9,139044342
2019,9,139044375
2019,9,139044379
2019,6,139044383
2019,9,139039792
2019,9,139039794
2019,6,139039795
2019,6,139044407
2019,6,139044408
2019,9,139044431
2019,14,139044433
2019,8,139039818
2019,10,139044439
2019,9,139044445
2019,9,139044446
2019,9,139044452
2019,4,139044454
2019,9,139044465
2019,9,139039865
2019,9,139044501
2019,6,139044507
2019,9,139044516
2019,6,139044531
2019,9,139044535
2019,6,139044537
2019,9,139039922
2019,9,139039923
2019,6,139044541
2019,6,139044540
2019,6,139044546
2019,6,139044547
2019,6,139044548
2019,3,139044548
2019,9,139044554
2019,6,139034698
2019,6,139034699
2019,6,139044696
2019,6,139034805
2019,6,139040125
2019,6,139040124
2019,11,139044743
2019,6,139034833
2019,9,139039736
2019,6,139044317
2019,9,139039745
2019,9,139044323
2019,9,139044335
2019,9,139039762
2019,9,139044343
2019,6,139039768
2019,6,139039767
2019,9,139044370
2019,9,139044377
2019,6,139039801
2019,6,139044406
2019,6,139039803
2019,6,139039814
2019,6,139039815
2019,6,139044441
2019,9,139044442
2019,9,139044451
2019,9,139044455
2019,9,139034601
2019,9,139039855
2019,6,139039859
2019,9,139044492
2019,9,139039874
2019,9,139044517
2019,9,139044518
2019,9,139044526
2019,9,139044532
2019,6,139034646
2019,6,139039654
2019,8,139044247
2019,9,139044255
2019,9,139034542
2019,9,139044309
2019,9,139044319
2019,2,139034557
2019,9,139034565
2019,9,139044359
2019,9,139044365
2019,9,139044368
2019,6,139039780
2019,8,139039780
2019,9,139039785
2019,9,139044384
2019,8,139039809
2019,8,139044418
2019,9,139044438
2019,6,139044437
2019,6,139044457
2019,8,139044457
2019,3,139039846
2019,9,139044499
2019,6,143029500
2019,6,143029501
2019,9,143038191
2019,6,143032676
2019,5,141196368
2019,6,141196389
2019,6,141196387
2019,6,141196386
2019,9,141196407
2019,9,141196426
2019,9,141186444
2019,9,141196433
2019,9,141186454
2019,6,141186461
2019,9,141186466
2019,6,141186472
2019,6,141186471
2019,6,141196479
2019,6,141196478
2019,9,141186477
2019,6,141186479
2019,6,141186478
2019,9,141186482
2019,6,141186487
2019,6,141186488
2019,9,141186491
2019,6,141186494
2019,9,141186495
2019,6,141186730
2019,9,141186738
2019,9,141202046
2019,9,141202049
2019,9,141186756
2019,9,141186768
2019,9,141186500
2019,6,141186515
2019,6,141196687
2019,6,141196688
2019,9,141186560
2019,9,141186563
2019,9,141186571
2019,6,141186574
2019,6,141186575
2019,9,141186585
2019,6,141186589
2019,9,141186590
2019,9,141186595
2019,9,141186596
2019,6,141186598
2019,6,141186597
2019,6,141186612
2019,6,141186613
2019,9,141186614
2019,6,141186622
2019,9,141186625
2019,6,141186631
2019,6,141186630
2019,6,141186635
2019,6,141202002
2019,6,141186637
2019,6,141186636
2019,6,141186644
2019,6,141202008
2019,6,143038206
2019,6,143038205
2019,9,143038216
2019,6,143032707
2019,8,141186410
2019,6,141186411
2019,8,141186425
2019,6,141196370
2019,9,141186430
2019,9,141186431
2019,6,141186572
2019,9,141186573
2019,6,141186741
2019,6,141186742
2019,9,141186765
2019,9,141186770
2019,6,141186773
2019,6,141186779
2019,6,141186778
2019,9,141186785
2019,6,141186795
2019,6,141186796
2019,9,141186799
2019,6,141186809
2019,6,141186817
2019,6,141186816
2019,8,141186829
2019,6,141186828
2019,9,141186831
2019,8,141186837
2019,8,141186836
2019,6,141186841
2019,9,141186846
2019,7,141186848
2019,6,141186849
2019,6,141186850
2019,6,141186866
2019,6,141186865
2019,9,141186862
2019,6,141186888
2019,9,141186901
2019,9,141186909
2019,9,141186915
2019,9,141201974
2019,9,141186519
2019,6,141186567
2019,6,141186568
2019,6,141186649
2019,6,141186651
2019,9,141202016
2019,6,141186664
2019,6,141186663
2019,9,141186666
2019,1,141186672
2019,6,141186682
2019,6,141186687
2019,6,141186688
2019,6,141186697
2019,3,141196750
2019,6,141186700
2019,6,141186733
2019,9,141186746
2019,6,141186767
2019,9,141186807
2019,6,141186820
2019,6,141186819
2019,9,141186867
2019,6,141186877
2019,6,141186900
2019,6,141186904
2019,9,141186902
2019,9,141186950
2019,8,141186952
2019,9,141186954
2019,6,141186961
2019,6,141186960
2019,6,141202157
2019,6,141202158
2019,6,141186978
2019,9,141186977
2019,6,141186979
2019,6,141186981
2019,6,141186982
2019,6,141186985
2019,9,141186986
2019,6,141186990
2019,6,141186991
2019,6,141186992
2019,6,141186995
2019,8,141186994
2019,6,141202168
2019,6,141202167
2019,9,141187006
2019,9,141187007
2019,6,141187008
2019,6,141187009
2019,6,141187012
2019,9,141187020
2019,6,141187022
2019,6,141187024
2019,6,141187023
2019,9,141187025
2019,6,141187027
2019,6,141187028
2019,12,141187033
2019,9,141187058
2019,6,141187059
2019,9,141187060
2019,9,141187062
2019,9,141187064
2019,9,141187065
2019,9,141187077
2019,6,141187079
2019,6,141187080
2019,9,141187081
2019,9,141187083
2019,9,141187082
2019,9,141187084
2019,9,141187090
2019,6,139039666
2019,9,139044260
2019,9,139039663
2019,8,139039666
2019,6,139039665
2019,8,139039665
2019,6,139039673
2019,6,139039672
2019,6,139044292
2019,4,139034543
2019,6,139044331
2019,9,139034700
2019,9,139034704
2019,9,139562207
2019,9,139562214
2019,9,139557962
2019,6,139562234
2019,9,139562236
2019,6,139562243
2019,6,139557968
2019,9,139562249
2019,9,139555878
2019,6,139555882
2019,6,139555883
2019,9,139562270
2019,6,139562269
2019,6,139555887
2019,7,139555887
2019,6,139557990
2019,6,139555888
2019,9,139555890
2019,9,139555912
2019,9,139562298
2019,9,139558007
2019,9,139558012
2019,1,139562319
2019,9,139558022
2019,8,139558032
2019,9,139556003
2019,9,139558043
2019,9,139558047
2019,9,139558051
2019,9,139558072
2019,9,139558074
2019,10,139558075
2019,9,139556085
2019,9,139556105
2019,6,139556123
2019,1,139558103
2019,9,139558105
2019,6,139558107
2019,6,139558108
2019,6,139558112
2019,8,139558112
2019,9,139558115
2019,9,139556146
2019,6,139558120
2019,9,139558122
2019,9,139566177
2019,9,139558127
2019,6,139558128
2019,9,139558140
2019,6,139566213
2019,9,139566217
2019,9,139566240
2019,6,139558152
2019,9,139558153
2019,6,139558155
2019,6,139558154
2019,6,139558156
2019,6,139558157
2019,9,139566274
2019,9,139558163
2019,8,139566280
2019,6,139558166
2019,9,139558170
2019,9,139566292
2019,6,139558173
2019,6,139558174
2019,9,139558179
2019,6,139566308
2019,6,139566307
2019,6,139566309
2019,6,139566310
2019,8,139558184
2019,8,139558183
2019,6,139558193
2019,6,139558192
2019,6,139566324
2019,9,139558194
2019,6,139558200
2019,9,139558205
2019,9,139558206
2019,9,139566336
2019,9,139558207
2019,6,139558208
2019,9,139558209
2019,6,139558213
2019,6,139558214
2019,9,139558217
2019,6,139566354
2019,6,139558223
2019,6,139566353
2019,9,139558228
2019,6,139558233
2019,6,139558234
2019,9,139558236
2019,9,139558250
2019,9,139558252
2019,9,139558259
2019,6,139558262
2019,6,139558263
2019,6,139558274
2019,9,139558276
2019,9,139558282
2019,9,139558286
2019,6,139566419
2019,6,139566420
2019,9,139566422
2019,9,139558311
2019,9,139558313
2019,6,139558314
2019,6,139558315
2019,9,139558316
2019,9,139558319
2019,6,139566444
2019,6,139566445
2019,9,139566448
2019,9,139558334
2019,6,139566466
2019,3,139566478
2019,6,139566479
2019,9,139566488
2019,6,139558352
2019,6,139558351
2019,9,139558353
2019,9,139566496
2019,9,139558360
2019,9,139558361
2019,6,139566505
2019,6,139566504
2019,6,139566508
2019,6,139566509
2019,9,139566510
2019,6,139558367
2019,6,139558368
2019,9,139558366
2019,6,137510173
2019,6,137510174
2019,6,137513972
2019,9,137514000
2019,9,137514020
2019,6,137514054
2019,6,137514053
2019,4,137514059
2019,9,137514063
2019,6,137514091
2019,6,137514092
2019,3,137514115
2019,6,137510264
2019,6,137514124
2019,9,137514132
2019,6,137510270
2019,6,137514136
2019,9,137514149
2019,9,137514158
2019,6,137514157
2019,6,137517067
2019,9,137514166
2019,9,137517071
2019,4,137514190
2019,6,137510316
2019,6,137510315
2019,9,137514200
2019,6,137517094
2019,6,137517095
2019,9,137510343
2019,6,137510347
2019,6,137514222
2019,9,137514230
2019,9,137514241
2019,6,137510381
2019,6,137510382
2019,6,137510388
2019,6,137514246
2019,9,137514253
2019,6,137514254
2019,6,137510413
2019,6,137510412
2019,9,137514280
2019,6,137514279
2019,9,137517139
2019,6,143859357
2019,6,143859368
2019,9,143859369
2019,9,143859374
2019,9,143859376
2019,9,137027020
2019,6,137025056
2019,6,143859381
2019,6,143859382
2019,9,143859383
2019,9,143852621
2019,6,143859391
2019,9,143859406
2019,6,137027333
2019,9,137025426
2019,6,137015082
2019,6,137025446
2019,6,137025513
2019,6,137027433
2019,6,137015207
2019,9,137027545
2019,9,143859409
2019,9,137027588
2019,6,143859437
2019,6,143859436
2019,6,143859439
2019,9,143859443
2019,9,143859455
2019,9,143852681
2019,6,143859469
2019,6,143859471
2019,6,143859470
2019,9,143852685
2019,10,143859486
2019,6,143859489
2019,6,143859488
2019,6,143859492
2019,6,143859493
2019,9,143859495
2019,6,143859501
2019,6,143859502
2019,6,143859503
2019,9,143859504
2019,6,143848621
2019,6,143848622
2019,9,143848625
2019,9,143859507
2019,6,143859509
2019,9,143859520
2019,9,143848637
2019,9,143859527
2019,9,143859529
2019,6,143859533
2019,4,143859536
2019,9,143859541
2019,9,143859542
2019,9,143859545
2019,6,143859549
2019,6,143859550
2019,6,143859553
2019,6,143859552
2019,9,143859554
2019,6,143859555
2019,9,143859558
2019,9,143848681
2019,9,143859566
2019,9,143859567
2019,6,143848687
2019,9,143859572
2019,3,137509963
2019,2,137509974
2019,9,137510010
2019,6,137510008
2019,9,137510018
2019,9,137510117
2019,9,137510121
2019,5,137513971
2019,6,137517006
2019,6,137517007
2019,8,137517007
2019,9,137513982
2019,9,137517011
2019,9,137513996
2019,6,137510197
2019,6,137510196
2019,9,137510214
2019,5,137510220
2019,6,137514078
2019,9,137514084
2019,6,137514125
2019,6,137514126
2019,8,137517061
2019,9,137514154
2019,9,137510301
2019,9,137510308
2019,6,137510310
2019,6,137510309
2019,6,137514194
2019,6,137514195
2019,9,137514193
2019,9,137510321
2019,11,137510324
2019,9,137514205
2019,9,137510329
2019,9,137510334
2019,6,137514218
2019,6,137514219
2019,9,137510351
2019,6,137517119
2019,6,137517120
2019,6,137514262
2019,6,137514263
2019,9,137514264
2019,6,137514277
2019,6,137514276
2019,9,137510437
2019,9,137510443
2019,8,137510444
2019,8,137510445
2019,11,137517151
2019,6,137510451
2019,6,137510457
2019,6,137510456
2019,9,137510458
2019,9,137510463
2019,6,137517183
2019,6,137517184
2019,6,137517186
2019,6,137510478
2019,9,137510477
2019,9,137510482
2019,9,137510486
2019,6,137510490
2019,6,137510489
2019,6,137517202
2019,9,137510494
2019,9,137510498
2019,6,137510500
2019,8,137510499
2019,9,137514339
2019,9,137517220
2019,6,137510517
2019,6,137510518
2019,6,137517226
2019,6,137517227
2019,9,137510522
2019,6,137510528
2019,6,137510527
2019,6,137510526
2019,9,137510529
2019,9,137517233
2019,9,137510531
2019,6,137509987
2019,6,137509984
2019,6,137509985
2019,8,137510013
2019,9,137510046
2019,2,137510063
2019,6,137513888
2019,6,137513887
2019,9,137510140
2019,9,137510156
2019,1,137517237
2019,9,137510536
2019,9,137517241
2019,6,137510538
2019,6,137514360
2019,8,137517245
2019,9,137517244
2019,6,137517248
2019,6,137514368
2019,9,137510542
2019,6,137510545
2019,9,137510548
2019,9,137510549
2019,9,137510550
2019,8,137510556
2019,8,137510557
2019,6,137510559
2019,6,137510558
2019,9,137510566
2019,9,137510568
2019,6,137510574
2019,9,137517284
2019,9,137510587
2019,6,137517291
2019,6,137517292
2019,6,137510589
2019,6,137510592
2019,6,137510596
2019,6,137510595
2019,6,137510603
2019,6,137510602
2019,6,137510606
2019,6,137510607
2019,9,137510611
2019,6,137510617
2019,6,137510618
2019,6,137510619
2019,6,137510620
2019,9,137514445
2019,6,137510626
2019,6,137510627
2019,9,137510631
2019,9,137510634
2019,6,137517352
2019,8,137517352
2019,6,137510647
2019,6,137510646
2019,9,137517357
2019,6,137517359
2019,6,137510653
2019,6,137510652
2019,6,137510655
2019,6,137517367
2019,6,137517366
2019,6,137510659
2019,6,137510660
2019,6,137510661
2019,6,137510662
2019,9,137510663
2019,9,137510664
2019,8,137514477
2019,6,137517377
2019,3,137510669
2019,9,137510671
2019,9,137510672
2019,6,137510677
2019,8,137510677
2019,6,137510679
2019,6,137510678
2019,8,137510678
2019,9,137510681
2019,6,137509890
2019,9,137509885
2019,6,137509891
2019,6,137509900
2019,6,137509911
2019,6,137509910
2019,9,137509914
2019,6,137509920
2019,9,137509921
2019,9,137509922
2019,9,137509925
2019,6,137509927
2019,6,137509926
2019,9,137509930
2019,8,137509933
2019,9,137509937
2019,6,137509946
2019,9,137509947
2019,9,137509950
2019,6,137509981
2019,6,137509980
2019,8,137510032
2019,6,137513853
2019,6,137516972
2019,9,137513884
2019,9,137510098
2019,9,137510110
2019,6,137510683
2019,6,137510684
2019,6,137514499
2019,6,137510687
2019,6,137510688
2019,9,139039649
2019,9,139034468
2019,9,139044261
2019,6,139039668
2019,6,139039685
2019,6,139034485
2019,9,139039704
2019,6,139039741
2019,6,139034539
2019,9,139044311
2019,6,139044346
2019,8,139044347
2019,9,139039783
2019,9,139044390
2019,9,139039817
2019,8,139039830
2019,9,139044456
2019,9,139039841
2019,6,139039845
2019,6,139039844
2019,9,139044470
2019,9,139034602
2019,3,139044479
2019,9,139039858
2019,9,139039863
2019,6,139044497
2019,6,139044495
2019,6,139044496
2019,6,139044511
2019,8,139044511
2019,6,139044510
2019,8,139044510
2019,8,139039908
2019,8,139039909
2019,9,139044539
2019,9,139044542
2019,9,139039931
2019,9,139044560
2019,6,139040054
2019,6,139040055
2019,9,139044651
2019,6,139044665
2019,6,139044666
2019,9,139044714
2019,6,139034806
2019,6,139040120
2019,6,139034812
2019,6,139040121
2019,6,139040122
2019,9,139034831
2019,8,139044745
2019,9,139044258
2019,6,139039726
2019,4,139039726
2019,8,139044233
2019,6,139044234
2019,6,139044264
2019,6,139039677
2019,6,139039676
2019,6,139039710
2019,6,139039711
2019,6,139039713
2019,6,139044283
2019,9,139039715
2019,9,139034518
2019,6,139034553
2019,6,139044330
2019,3,139039759
2019,9,139044355
2019,9,139039781
2019,9,139039789
2019,6,139039788
2019,9,139034571
2019,6,139039797
2019,6,139039796
2019,6,139034576
2019,6,139044399
2019,9,139039813
2019,9,139039816
2019,6,139039819
2019,6,139039825
2019,9,139039828
2019,6,139039835
2019,9,139034586
2019,3,139044461
2019,4,139044471
2019,6,139039880
2019,6,139039917
2019,9,139039921
2019,6,139044549
2019,6,139034619
2019,6,139039936
2019,9,139034624
2019,3,139040036
2019,5,139040052
2019,5,139040051
2019,9,139039940
2019,9,139040028
2019,6,139044691
2019,9,139044692
2019,6,139040105
2019,6,139040104
2019,6,139040130
2019,9,139040152
2019,6,139044783
2019,6,139040160
2019,6,139040159
2019,9,139040170
2019,9,139039954
2019,9,139044648
2019,9,139044577
2019,9,139040065
2019,6,139040073
2019,6,139040072
2019,9,139044670
2019,7,139044722
2019,6,139044739
2019,6,139044748
2019,6,139044749
2019,9,139044830
2019,8,139040186
2019,8,139040185
2019,6,139040203
2019,6,139040202
2019,9,139040206
2019,6,139044853
2019,9,139044854
2019,2,139040210
2019,6,139034922
2019,6,139034921
2019,6,139040217
2019,6,139044905
2019,8,139040247
2019,6,139040250
2019,6,139040249
2019,6,139040279
2019,6,139040278
2019,9,139040284
2019,9,139044983
2019,6,139040297
2019,6,139040298
2019,9,139040311
2019,6,139045038
2019,6,139045037
2019,6,139040342
2019,6,139040343
2019,6,139040350
2019,6,139045050
2019,6,139045051
2019,9,139040364
2019,8,139040365
2019,6,139040378
2019,6,139040379
2019,6,139045079
2019,6,139040381
2019,9,139040385
2019,6,139040392
2019,6,139040422
2019,9,139045138
2019,9,139040445
2019,9,139040463
2019,9,139040466
2019,6,139045163
2019,6,139045165
2019,6,139045166
2019,9,139045174
2019,6,139045182
2019,6,139045181
2019,9,139045184
2019,9,139045189
2019,9,139045196
2019,6,139040515
2019,6,139040516
2019,9,139045208
2019,9,139045212
2019,8,139045220
2019,9,139045234
2019,9,139040536
2019,9,139040537
2019,6,139040541
2019,6,139040542
2019,9,139045258
2019,4,139040545
2019,6,139045264
2019,6,139045265
2019,6,139040546
2019,6,139040547
2019,6,139040548
2019,8,139040550
2019,8,139040549
2019,8,139045297
2019,8,139045298
2019,9,139045299
2019,11,139040567
2019,6,139045302
2019,6,139040568
2019,9,139045304
2019,6,139045308
2019,6,139045307
2019,9,139045320
2019,6,139045323
2019,6,139045324
2019,6,139040581
2019,6,139040582
2019,9,139045337
2019,9,139040586
2019,6,139045351
2019,6,139045350
2019,6,139045352
2019,6,139045358
2019,6,139045359
2019,6,139040595
2019,6,139040596
2019,9,139045385
2019,9,139040606
2019,9,139040611
2019,6,139045401
2019,9,139040619
2019,9,139045412
2019,9,139040621
2019,9,139040623
2019,9,139045428
2019,3,139045433
2019,3,139040626
2019,6,139040627
2019,9,139045439
2019,9,139040632
2019,9,139040635
2019,9,139045461
2019,9,139044238
2019,6,139039656
2019,9,139044250
2019,9,139044263
2019,6,139034480
2019,6,139039682
2019,6,139034515
2019,9,139034516
2019,4,139034547
2019,9,139044601
2019,6,139044606
2019,8,139044606
2019,6,139044605
2019,6,139044717
2019,6,139040115
2019,9,139040128
2019,9,139040127
2019,9,139034834
2019,6,139034836
2019,9,139044750
2019,6,139044836
2019,6,139034901
2019,9,139040194
2019,9,139040197
2019,6,139034909
2019,8,139034908
2019,6,139040207
2019,6,139034918
2019,6,139034917
2019,6,139044870
2019,6,139044869
2019,9,139040212
2019,6,139040230
2019,6,139040231
2019,6,139040237
2019,6,139040238
2019,6,139040245
2019,6,139040246
2019,9,139034952
2019,6,139040268
2019,6,139040269
2019,9,139040276
2019,6,139044979
2019,6,139044978
2019,9,139040289
2019,9,139044987
2019,9,139040296
2019,9,139040300
2019,6,139045002
2019,9,139045001
2019,1,139045005
2019,8,139045005
2019,8,139040310
2019,6,139045014
2019,8,139045014
2019,6,139045013
2019,6,139045022
2019,6,139045021
2019,9,139040321
2019,6,139040324
2019,6,139040323
2019,6,139040328
2019,6,139040329
