"DATA_YEAR","VICTIM_ID","INJURY_ID"
2019,128361878,5
2019,128361922,5
2019,128361930,4
2019,128361965,5
2019,128361985,4
2019,128361991,5
2019,128362000,4
2019,128362002,4
2019,128362022,5
2019,128362026,5
2019,128362031,4
2019,128362051,4
2019,128362068,4
2019,128362111,5
2019,128362118,4
2019,128362126,5
2019,128362137,4
2019,128362144,5
2019,128362153,5
2019,128362161,7
2019,128362166,5
2019,128362170,5
2019,128362173,5
2019,128362189,5
2019,128362204,5
2019,128362203,5
2019,129973831,5
2019,129973783,5
2019,129980558,1
2019,129980561,5
2019,129973807,5
2019,128361869,5
2019,128361868,5
2019,128361885,4
2019,128361852,5
2019,128361851,5
2019,128361896,5
2019,128361904,3
2019,128361927,5
2019,128361933,5
2019,128361942,4
2019,128361956,5
2019,128361966,5
2019,128361977,5
2019,128361976,5
2019,128361990,4
2019,128362010,4
2019,128362038,4
2019,128362088,4
2019,128362092,5
2019,128362115,4
2019,128362116,4
2019,128362148,4
2019,128362168,5
2019,128362171,5
2019,128362201,4
2019,128310495,5
2019,128362385,5
2019,128362451,5
2019,128362525,4
2019,128362549,4
2019,128362548,4
2019,128362581,5
2019,128362625,4
2019,128362741,4
2019,128362753,5
2019,128362755,5
2019,128362754,5
2019,128362757,5
2019,128362756,4
2019,128362770,4
2019,128362794,5
2019,128362793,5
2019,128362410,4
2019,131712955,4
2019,131687635,5
2019,131687636,5
2019,131709068,5
2019,131709065,5
2019,131712964,4
2019,131712989,4
2019,131712991,4
2019,131713074,5
2019,131713132,4
2019,131713210,5
2019,131713214,5
2019,131709416,5
2019,131709417,5
2019,128362357,5
2019,128362358,5
2019,128362402,2
2019,128362421,5
2019,128362460,6
2019,128362496,5
2019,128362510,5
2019,128362543,5
2019,128362553,5
2019,131687112,4
2019,131687121,4
2019,131687120,4
2019,131708655,4
2019,131687208,4
2019,131708699,4
2019,131687484,2
2019,131687568,4
2019,131709051,6
2019,131709095,6
2019,131709095,8
2019,131709091,4
2019,131709095,2
2019,131687732,5
2019,131709177,5
2019,131687785,4
2019,131687790,4
2019,131687801,4
2019,131709262,5
2019,131709287,5
2019,131712972,4
2019,131713023,4
2019,131713026,5
2019,131709322,5
2019,131713165,4
2019,131713168,4
2019,131709463,5
2019,131713296,5
2019,131713304,5
2019,131713369,5
2019,131713381,5
2019,131713382,5
2019,131713397,4
2019,131713417,4
2019,131713438,5
2019,131713525,2
2019,131713542,5
2019,131713592,4
2019,131713615,4
2019,131713688,5
2019,131709888,5
2019,131709914,4
2019,131713749,5
2019,131713961,5
2019,131713965,5
2019,131713987,5
2019,131713996,5
2019,131710579,5
2019,131714216,5
2019,131714226,5
2019,131714257,4
2019,131714382,5
2019,131714398,5
2019,131714408,4
2019,131714409,5
2019,131710900,5
2019,131710899,5
2019,131710929,4
2019,131714481,4
2019,131714514,4
2019,131714547,4
2019,131714579,4
2019,131714582,4
2019,131714586,5
2019,131714593,5
2019,131714605,4
2019,131714607,5
2019,131711067,4
2019,131714636,5
2019,131714642,4
2019,131714683,4
2019,131714683,8
2019,131709258,5
2019,131712903,5
2019,131709260,5
2019,131709265,4
2019,131712949,5
2019,131712947,5
2019,131709447,4
2019,131709627,5
2019,131709666,5
2019,131713493,4
2019,123904690,5
2019,123908396,5
2019,123905157,5
2019,123908541,5
2019,123908579,4
2019,123908583,4
2019,123905039,5
2019,123908562,5
2019,123908571,4
2019,123905226,5
2019,123908070,4
2019,123908324,4
2019,123908325,4
2019,123905015,5
2019,123905049,5
2019,123905151,5
2019,124025951,4
2019,124026037,5
2019,124029230,5
2019,124026042,5
2019,124026103,4
2019,124026104,5
2019,124029297,5
2019,124026120,4
2019,124029375,5
2019,124026143,5
2019,124029444,5
2019,124029443,4
2019,124026197,5
2019,124026202,5
2019,124026208,5
2019,124026211,5
2019,124029488,5
2019,124033278,5
2019,124026215,5
2019,124026228,5
2019,124026287,5
2019,124026290,4
2019,124026294,5
2019,124026308,5
2019,124026323,5
2019,124026327,5
2019,124026333,5
2019,124033377,5
2019,124026350,4
2019,124026353,4
2019,124026355,4
2019,124026356,5
2019,124026360,4
2019,124026362,5
2019,124026367,5
2019,124026372,4
2019,124026377,5
2019,124033407,4
2019,124026388,5
2019,124033426,4
2019,124026402,5
2019,124026434,5
2019,124026436,4
2019,124029707,4
2019,124026440,5
2019,124026443,5
2019,124026462,5
2019,124033489,5
2019,124026463,4
2019,124026472,5
2019,124026473,4
2019,124026480,4
2019,124026495,4
2019,124026496,4
2019,124026497,4
2019,124026500,4
2019,124026507,4
2019,124026516,4
2019,124026517,5
2019,124026520,4
2019,124026519,4
2019,124026524,5
2019,124026534,4
2019,124026534,2
2019,124026543,4
2019,124026545,5
2019,124026547,5
2019,124026552,5
2019,124026553,5
2019,124033578,4
2019,124026557,5
2019,124026567,5
2019,124033599,5
2019,124026577,4
2019,124026580,4
2019,124026593,5
2019,124026594,4
2019,124026599,4
2019,123904695,4
2019,123904717,5
2019,123908087,5
2019,123905062,4
2019,124025998,5
2019,124029231,4
2019,124029261,5
2019,124029262,5
2019,123904999,4
2019,123905051,5
2019,123905072,5
2019,123905200,4
2019,123908593,4
2019,123908592,4
2019,123905240,4
2019,123908637,4
2019,123904711,5
2019,123908106,4
2019,123908108,4
2019,123904740,5
2019,123904953,4
2019,123908329,5
2019,123905070,4
2019,123904662,4
2019,123904694,4
2019,123550038,5
2019,123562078,4
2019,123550117,5
2019,123560158,5
2019,123562424,5
2019,123562488,5
2019,123560583,5
2019,123562512,4
2019,123562575,4
2019,123562663,5
2019,123550555,5
2019,123562417,5
2019,123562613,5
2019,123560721,4
2019,129968757,4
2019,129973746,5
2019,129968838,4
2019,129980478,5
2019,129968853,4
2019,129968972,5
2019,129969041,5
2019,129969040,5
2019,129969046,5
2019,129969082,4
2019,129969084,4
2019,129973820,5
2019,129973821,4
2019,129969087,4
2019,129969099,4
2019,129969130,5
2019,129969174,5
2019,129969177,5
2019,129969257,4
2019,129969303,4
2019,129969302,4
2019,129980690,5
2019,129969340,5
2019,129973916,4
2019,129980710,5
2019,129973917,5
2019,129973918,4
2019,129969390,4
2019,129969441,4
2019,129969445,4
2019,129969461,4
2019,129969468,4
2019,129969485,4
2019,129969518,5
2019,129980517,5
2019,129968902,5
2019,129968899,5
2019,129973779,5
2019,129968897,5
2019,129968905,5
2019,129969192,4
2019,129980657,5
2019,129969354,5
2019,129969362,4
2019,129969363,4
2019,129980732,5
2019,129969616,5
2019,129969649,5
2019,129969655,2
2019,129969712,5
2019,129969713,5
2019,129969723,5
2019,129969726,5
2019,129969763,5
2019,129969769,5
2019,129969789,4
2019,129969787,5
2019,127353133,5
2019,127353132,4
2019,127353137,5
2019,127353141,5
2019,127353149,5
2019,127353173,5
2019,127353179,4
2019,127353180,4
2019,127353185,5
2019,127353190,5
2019,127353192,5
2019,127353191,5
2019,127358420,5
2019,127353218,5
2019,127353226,3
2019,127353229,5
2019,127353263,5
2019,127353290,5
2019,127363569,4
2019,127353331,4
2019,127353336,4
2019,127353343,5
2019,127353357,4
2019,127353358,5
2019,127353406,5
2019,127353407,5
2019,127353441,4
2019,127363617,4
2019,127353451,5
2019,127353453,5
2019,127353456,4
2019,127353458,5
2019,127353469,5
2019,127353472,4
2019,127353474,5
2019,127353489,2
2019,127353503,5
2019,127353502,5
2019,127353512,5
2019,127358686,4
2019,127353521,5
2019,127353522,5
2019,127353525,4
2019,127353524,4
2019,127353527,4
2019,124025859,4
2019,124025868,4
2019,124025869,4
2019,124025888,4
2019,124068031,5
2019,124068047,4
2019,124068049,4
2019,124068050,4
2019,124068079,5
2019,124068111,4
2019,124063118,5
2019,124068158,4
2019,124068159,5
2019,124068163,6
2019,124068182,4
2019,124068198,5
2019,124073066,5
2019,124068211,5
2019,124068212,5
2019,124068213,5
2019,124068217,5
2019,124068239,5
2019,124068243,4
2019,124068246,5
2019,124063164,5
2019,124068270,5
2019,124068015,4
2019,124068037,5
2019,124068033,5
2019,124073013,5
2019,124063060,5
2019,124068056,5
2019,124068126,4
2019,124068143,5
2019,124068161,4
2019,124068197,4
2019,124073070,5
2019,124063159,5
2019,124068242,4
2019,124068247,5
2019,124068260,5
2019,124068261,4
2019,124068288,5
2019,124068307,4
2019,124068313,5
2019,124068319,5
2019,124068323,5
2019,124068326,4
2019,124068327,4
2019,124068333,4
2019,124068336,5
2019,124068341,5
2019,124068342,4
2019,124068353,4
2019,124073155,4
2019,124068378,6
2019,124068379,4
2019,124063265,4
2019,124063274,6
2019,124068389,5
2019,124068393,3
2019,124068398,4
2019,124068402,5
2019,124068407,5
2019,124068409,5
2019,124068410,5
2019,124068418,4
2019,124068427,5
2019,124068435,4
2019,124068436,5
2019,124068443,4
2019,124068447,5
2019,124068446,4
2019,124068461,5
2019,124068460,5
2019,124068459,5
2019,124068458,5
2019,124068462,4
2019,124068488,4
2019,124068492,4
2019,124068491,4
2019,124068493,5
2019,124068490,4
2019,124068494,4
2019,124068489,5
2019,124068512,4
2019,124068513,4
2019,124068537,5
2019,124068547,4
2019,124073363,5
2019,124073364,5
2019,124073365,5
2019,124068582,4
2019,124068588,5
2019,124068589,4
2019,124068590,6
2019,124068596,1
2019,124068596,8
2019,124068597,4
2019,124068613,5
2019,124068619,4
2019,124068628,5
2019,124068630,5
2019,124068643,5
2019,124068642,5
2019,124068646,4
2019,124068653,4
2019,124068657,4
2019,124068660,5
2019,124068661,5
2019,124068662,5
2019,124068674,4
2019,124068675,5
2019,124068685,5
2019,124068684,5
2019,124068702,4
2019,124068708,4
2019,124068712,5
2019,124068716,4
2019,124068721,5
2019,124068723,4
2019,124068726,4
2019,124068738,4
2019,124068739,5
2019,124073553,5
2019,124073554,5
2019,124068748,5
2019,124068754,2
2019,124068754,6
2019,124068755,5
2019,124068767,4
2019,124068768,5
2019,124068773,4
2019,124068778,5
2019,124068781,4
2019,124068794,4
2019,124068793,4
2019,124068806,5
2019,124068812,4
2019,124068815,5
2019,124068814,5
2019,124068818,5
2019,128623385,5
2019,128623386,5
2019,128613168,4
2019,128613182,4
2019,128613181,4
2019,128623424,5
2019,128613200,4
2019,128618323,4
2019,128623452,4
2019,128613216,3
2019,128613219,4
2019,128618351,4
2019,128618352,4
2019,128623468,5
2019,128623478,5
2019,128623484,5
2019,128623490,5
2019,128623491,4
2019,128623493,5
2019,128623506,4
2019,128623513,4
2019,128623517,4
2019,128623518,4
2019,128623519,4
2019,128623524,5
2019,128623525,5
2019,128623534,5
2019,128623537,5
2019,128623539,4
2019,128623545,4
2019,128618470,5
2019,128623555,5
2019,128623557,5
2019,128623558,5
2019,128618500,5
2019,128623577,4
2019,128623580,5
2019,128623584,4
2019,128623585,5
2019,128623587,5
2019,128623592,4
2019,128623598,5
2019,128623602,5
2019,128623619,5
2019,128623620,4
2019,128623629,5
2019,128623634,5
2019,128623635,5
2019,128623636,5
2019,128623633,5
2019,128623656,5
2019,128623655,4
2019,128623660,5
2019,128623662,4
2019,128623665,5
2019,128623673,5
2019,128623675,5
2019,128623682,5
2019,128623686,5
2019,128623702,4
2019,128623708,4
2019,128623709,5
2019,128623710,4
2019,128623722,4
2019,128623732,5
2019,128623731,5
2019,128623733,4
2019,128623736,4
2019,128623737,4
2019,128623740,5
2019,128623741,4
2019,128623745,5
2019,128623754,5
2019,128623756,4
2019,128623762,5
2019,128623766,4
2019,128623767,5
2019,128623768,5
2019,128623778,5
2019,128623814,4
2019,128623821,4
2019,128623822,5
2019,128623845,5
2019,128623859,4
2019,128623858,4
2019,128623860,4
2019,128623879,5
2019,128623881,5
2019,128623903,5
2019,128623904,5
2019,128623914,4
2019,128623918,5
2019,128623919,4
2019,128623921,4
2019,128623922,5
2019,128623931,4
2019,128623934,4
2019,128623938,5
2019,128623958,5
2019,128623981,4
2019,128623982,5
2019,128623983,4
2019,128623984,5
2019,128623987,5
2019,128623995,4
2019,128624010,4
2019,128624021,4
2019,128624023,5
2019,128624029,6
2019,128624028,5
2019,128624033,4
2019,128624034,5
2019,128624035,5
2019,128624037,5
2019,128624070,4
2019,128624071,5
2019,128624087,5
2019,128624088,5
2019,128624096,1
2019,128624104,5
2019,128624102,5
2019,128624103,5
2019,128624106,4
2019,128624109,4
2019,128624112,4
2019,128624119,4
2019,128624121,4
2019,128624123,4
2019,128624124,5
2019,128624136,5
2019,128624138,4
2019,128624142,5
2019,129146685,4
2019,129151479,2
2019,129146847,5
2019,129151784,5
2019,129151817,4
2019,129146972,4
2019,129155578,4
2019,129147019,5
2019,129147078,4
2019,129147087,4
2019,129147101,4
2019,129147115,5
2019,129147122,5
2019,129147124,5
2019,129147123,5
2019,129147130,4
2019,129151482,4
2019,129146722,4
2019,129151514,5
2019,129146735,5
2019,129146736,5
2019,129146935,4
2019,129146974,5
2019,129146973,5
2019,129147020,5
2019,129147026,5
2019,129147029,4
2019,129147032,5
2019,129147041,5
2019,129147045,5
2019,129147044,5
2019,129147047,5
2019,129147048,5
2019,129147049,4
2019,129155516,5
2019,129151494,5
2019,129146731,4
2019,129146755,4
2019,129146761,5
2019,129151542,4
2019,129151543,4
2019,129151541,5
2019,129146779,4
2019,129146782,5
2019,129146787,4
2019,129146811,5
2019,129146813,4
2019,129146821,4
2019,129146822,4
2019,129146823,4
2019,129146824,5
2019,129146826,5
2019,129146833,5
2019,129151636,4
2019,129146838,5
2019,129146840,4
2019,129146845,5
2019,129146888,4
2019,129146995,4
2019,129146921,4
2019,129146934,5
2019,128311030,5
2019,128311032,4
2019,128311036,5
2019,128311039,5
2019,128311042,6
2019,128311045,5
2019,128311066,5
2019,128311071,5
2019,128311092,4
2019,128311108,2
2019,128311117,5
2019,128311123,5
2019,128311125,4
2019,128311133,5
2019,128311144,5
2019,128311143,5
2019,128311148,4
2019,128311167,4
2019,128311170,4
2019,128311169,5
2019,128311172,5
2019,128311179,5
2019,128311178,4
2019,128311182,5
2019,128311186,5
2019,128311185,5
2019,128311184,4
2019,128311193,5
2019,128311194,5
2019,128311203,4
2019,129980448,4
2019,129980447,4
2019,129968754,4
2019,129968759,5
2019,129968804,4
2019,129968805,5
2019,129968870,5
2019,129968871,5
2019,129968891,4
2019,129968920,1
2019,129968935,5
2019,129968934,5
2019,129980565,4
2019,129968973,4
2019,129969024,4
2019,129969072,5
2019,129969095,4
2019,129980625,5
2019,129969153,4
2019,129969270,4
2019,129969381,5
2019,129969392,4
2019,129969415,5
2019,129969512,4
2019,129973973,4
2019,129980743,4
2019,129969643,4
2019,129969707,4
2019,129969780,5
2019,129969870,4
2019,129968807,5
2019,129968837,5
2019,129968895,4
2019,129968926,4
2019,129968958,4
2019,129968983,5
2019,129969008,2
2019,129969008,3
2019,129973810,4
2019,129969020,5
2019,129969029,4
2019,129969037,5
2019,129969079,5
2019,129969086,5
2019,129969112,5
2019,129969135,5
2019,129969183,5
2019,129969275,5
2019,129980714,5
2019,129969376,4
2019,129969495,5
2019,129969501,4
2019,129973944,5
2019,129973882,5
2019,129973883,5
2019,129980672,5
2019,129969364,4
2019,129969366,4
2019,129969424,4
2019,129969576,5
2019,129969589,5
2019,129969590,4
2019,129973962,5
2019,129980741,5
2019,129969627,5
2019,129969626,5
2019,129973975,5
2019,129980744,5
2019,129969660,5
2019,129969672,5
2019,129969670,4
2019,129969681,4
2019,129969702,5
2019,129969733,5
2019,129969770,5
2019,129969799,4
2019,129974046,5
2019,129969894,5
2019,129969898,5
2019,129969899,5
2019,129969923,4
2019,129969958,4
2019,129969963,5
2019,129969969,4
2019,129969978,5
2019,129969977,5
2019,129969983,5
2019,129980847,4
2019,129969989,4
2019,129970023,4
2019,129970035,4
2019,129970036,4
2019,129970037,5
2019,129970044,5
2019,129970049,5
2019,129970053,5
2019,129970055,5
2019,129970061,2
2019,129970061,4
2019,129970065,5
2019,129970073,5
2019,129970078,4
2019,129980950,5
2019,129970093,4
2019,129970100,4
2019,129970106,4
2019,129970107,5
2019,129970112,6
2019,129970116,1
2019,129970131,5
2019,129970132,5
2019,129970137,4
2019,129970140,4
2019,129970139,4
2019,129970143,4
2019,129970144,5
2019,129970146,5
2019,129970150,6
2019,129970152,4
2019,129970159,5
2019,129970162,4
2019,129970180,4
2019,129970186,4
2019,129970185,4
2019,129970189,5
2019,129970194,5
2019,129970200,5
2019,129970209,5
2019,129970214,5
2019,129970217,5
2019,129970228,4
2019,129970233,4
2019,129970236,5
2019,129970260,4
2019,129970267,5
2019,129970276,4
2019,129970275,4
2019,129970278,4
2019,129970279,4
2019,129970280,5
2019,129970282,5
2019,129970287,5
2019,129970288,5
2019,129970304,5
2019,129970305,5
2019,129970314,4
2019,129970345,4
2019,129970344,4
2019,129970346,5
2019,129970350,4
2019,129970358,4
2019,129970362,5
2019,129970363,5
2019,129970364,5
2019,129970374,4
2019,129970380,4
2019,129970382,5
2019,129970383,4
2019,129970390,4
2019,129970391,4
2019,129970395,5
2019,129970402,4
2019,129970403,5
2019,129970404,5
2019,129970406,4
2019,129969304,5
2019,129973904,4
2019,129969423,5
2019,129969438,5
2019,129969508,5
2019,129969554,4
2019,129969620,6
2019,129969639,5
2019,129969642,4
2019,129969652,5
2019,129969654,5
2019,129980754,5
2019,129969688,4
2019,129969722,5
2019,129969721,4
2019,129969728,5
2019,129969761,5
2019,129969758,4
2019,129974038,5
2019,129968800,5
2019,129968829,5
2019,129968846,4
2019,129973749,4
2019,129980486,5
2019,129980525,4
2019,129969214,5
2019,129969216,4
2019,129980406,5
2019,129968758,4
2019,129968794,5
2019,129968802,4
2019,129980477,5
2019,129968852,4
2019,129973777,5
2019,129968900,4
2019,129968901,5
2019,129968913,4
2019,129968914,5
2019,129973795,4
2019,129968980,4
2019,129968993,4
2019,129969010,4
2019,129969013,4
2019,129969092,4
2019,129969091,4
2019,129969101,5
2019,129969164,4
2019,129969163,4
2019,129973850,4
2019,129973850,6
2019,129973850,2
2019,129980484,4
2019,129968857,5
2019,129968862,4
2019,129968918,5
2019,129968915,4
2019,129968953,4
2019,129980570,5
2019,129968992,4
2019,129968990,4
2019,129969021,4
2019,129969032,4
2019,129969038,6
2019,129969068,5
2019,129969081,5
2019,129969109,5
2019,129969136,5
2019,129969168,4
2019,129969182,5
2019,129980718,4
2019,129969399,5
2019,129969396,5
2019,129969395,5
2019,129969401,5
2019,129969398,5
2019,129969607,5
2019,129973971,5
2019,129969663,7
2019,129969663,8
2019,129969663,4
2019,129974014,5
2019,129974028,5
2019,129969794,5
2019,129969795,5
2019,129969833,5
2019,129969280,5
2019,129980651,5
2019,129969244,5
2019,129973893,5
2019,129973909,5
2019,129969336,5
2019,129973910,5
2019,129969335,5
2019,129969346,5
2019,129969460,5
2019,129969502,5
2019,129969504,4
2019,129969539,4
2019,129969569,4
2019,129969630,4
2019,129969653,4
2019,129969661,4
2019,129973989,5
2019,129969675,5
2019,129974008,4
2019,129974009,4
2019,129969717,4
2019,129969797,5
2019,129969832,5
2019,129969856,5
2019,129969874,5
2019,129969873,4
2019,129969875,5
2019,129969904,5
2019,129969915,4
2019,129969917,5
2019,129969919,5
2019,129974073,4
2019,129969927,5
2019,129969935,8
2019,129969196,5
2019,129973832,6
2019,131708324,4
2019,131708326,5
2019,131708376,4
2019,131708487,4
2019,131687081,4
2019,131687183,4
2019,131708697,5
2019,131708725,5
2019,131708742,5
2019,131687641,5
2019,131687723,4
2019,131687754,4
2019,131687753,4
2019,131709180,4
2019,131709225,5
2019,131687846,5
2019,131712988,5
2019,131709355,4
2019,131713240,5
2019,131709513,5
2019,131709516,4
2019,131713390,4
2019,131713475,5
2019,131713494,4
2019,131713659,4
2019,131709835,4
2019,131709875,4
2019,131713687,5
2019,131709971,4
2019,131709973,5
2019,131709983,5
2019,131710027,5
2019,131710042,4
2019,131710066,5
2019,131710069,5
2019,131710068,4
2019,131710126,4
2019,131713896,5
2019,131710270,4
2019,128361857,4
2019,128361859,4
2019,128362345,4
2019,128362344,5
2019,128362429,5
2019,128362299,5
2019,128362471,4
2019,128362523,5
2019,128618280,5
2019,128613139,5
2019,128613194,5
2019,128613210,5
2019,128613212,5
2019,128613214,5
2019,128613213,5
2019,128618341,5
2019,128618350,5
2019,128613221,5
2019,131687389,4
2019,131708839,5
2019,131708852,4
2019,131708948,5
2019,131687879,5
2019,131687877,5
2019,131687874,5
2019,131687878,5
2019,131687876,5
2019,131709282,4
2019,131712951,4
2019,131712998,4
2019,131709293,5
2019,131713015,5
2019,131713363,5
2019,131709595,5
2019,131709656,5
2019,131713634,5
2019,131709936,3
2019,131710095,5
2019,131710115,4
2019,131710120,5
2019,131710140,4
2019,128362575,5
2019,128362600,5
2019,128362725,3
2019,131708360,5
2019,131708347,4
2019,131708413,4
2019,131708519,5
2019,131687047,4
2019,131708533,5
2019,131708559,4
2019,131687159,4
2019,131708704,4
