"DATA_YEAR","PROPERTY_ID","INCIDENT_ID","PROP_LOSS_ID","STOLEN_COUNT","RECOVERED_COUNT"
2019,122850409,120107337,4,,
2019,122850414,120112233,7,,
2019,122850419,120112237,7,,
2019,122854695,120107350,7,,
2019,122854702,120107359,5,,
2019,122854703,120107359,7,,
2019,122854715,120107367,7,,
2019,122854717,120112259,4,,
2019,122850438,120112260,6,,
2019,122854738,120107395,7,,
2019,122850474,120112289,6,,
2019,122854774,120112301,6,,
2019,122854775,120107433,4,,
2019,122850502,120112311,6,,
2019,122850536,120112360,6,,
2019,122850540,120112367,6,,
2019,122850541,120112368,6,,
2019,122854851,120112369,7,,
2019,122850542,120112369,5,,
2019,122854860,120107501,7,,
2019,122854865,120107506,7,1,
2019,122850565,120112391,4,,
2019,122850567,120112397,5,,
2019,122850571,120112397,7,,
2019,122850569,120112397,6,,
2019,122854886,120112405,4,,
2019,122850588,120112417,7,,
2019,122850593,120112420,1,,
2019,122854907,120112431,7,1,
2019,122850601,120112431,5,,1
2019,122854919,120112437,4,,
2019,122850615,120112441,7,,
2019,122854930,120107570,7,,
2019,122850619,120107570,5,,
2019,122854927,120107570,6,,
2019,122850620,120112448,4,,
2019,122850626,120112458,7,,
2019,122850632,120112468,7,,
2019,122850633,120112469,7,,
2019,122854992,120107622,7,,
2019,122850651,120112494,7,,
2019,122850652,120107627,7,,
2019,122855002,120107633,6,,
2019,122850669,120107663,6,,
2019,122855027,120112516,7,,
2019,122850676,120112514,6,,
2019,122850685,120107682,4,,
2019,122855047,120107685,7,,
2019,122850686,120107685,5,,
2019,122855056,120107694,6,,
2019,122855064,120107700,7,,
2019,122850697,120107707,5,,
2019,122855091,120107727,1,,
2019,122855110,120107741,7,,
2019,122855127,120107763,5,,1
2019,122855128,120107763,7,1,
2019,122855125,120107763,1,,
2019,122855144,120107781,7,,
2019,122855142,120107781,6,,
2019,122855148,120107786,7,,
2019,122855147,120107786,5,,
2019,122850730,120107786,4,,
2019,122855213,120107857,7,,
2019,122850758,120112606,7,,
2019,122855218,120112608,6,,
2019,122850761,120107868,4,,
2019,122850765,120107881,7,,
2019,122850769,120112622,5,,
2019,122855255,120107901,7,,
2019,122855264,120107909,6,,
2019,122855290,120107933,3,,
2019,122855302,120107942,7,,
2019,122855307,120112647,7,,
2019,122850797,120107956,6,,
2019,122850803,120112657,4,,
2019,122850818,120112667,7,,
2019,122855350,120112674,1,,
2019,122855354,120112679,7,,
2019,122855364,120112682,7,,
2019,122850858,120112707,7,,
2019,122850868,120112721,5,,
2019,122855408,120112721,7,,
2019,122850889,120112739,7,,
2019,122855438,120112746,7,,
2019,122850912,120112759,6,,
2019,122850921,120112772,6,,
2019,122855477,120112786,5,,
2019,122855479,120112786,6,,
2019,122855480,120112786,7,,
2019,122850946,120108115,5,,
2019,122850947,120108115,7,,
2019,122850949,120108116,7,,
2019,122850948,120108116,5,,
2019,122855497,120112807,5,,
2019,122850957,120112807,7,,
2019,122855507,120112819,7,,
2019,122855516,120108136,7,,
2019,122851007,120112853,6,,
2019,122851009,120112855,7,,
2019,122851023,120112867,6,,
2019,122855554,120108167,4,,
2019,122851025,120108167,7,,
2019,122851026,120108167,8,,
2019,122855567,120112879,6,,
2019,122851030,120112879,7,,
2019,122855566,120112879,5,,
2019,122851035,120112889,4,,
2019,122851041,120112898,6,,
2019,122855589,120112901,7,,
2019,122855595,120108199,7,,
2019,122855594,120108199,5,,
2019,122855613,120112918,4,,
2019,122851067,120112922,5,,
2019,122855619,120112922,7,,
2019,122851068,120112922,6,,
2019,122855638,120112946,7,,
2019,122851094,120112946,3,,
2019,122851111,120112967,6,,
2019,122855655,120112973,6,,
2019,122851127,120112979,6,,
2019,122851119,120112979,1,,
2019,122855679,120108279,7,,
2019,122855681,120113004,7,,
2019,122855790,120113028,6,,
2019,122855795,120108386,7,,
2019,122855797,120108388,6,,
2019,122851176,120113037,7,,
2019,122855807,120108398,7,,
2019,122851194,120113051,4,,
2019,122855814,120108403,7,,
2019,122855821,120108409,7,,
2019,122855820,120113072,3,,
2019,122855832,120113087,4,,
2019,122851230,120108425,5,,
2019,122851231,120108425,7,,
2019,122851249,120113113,4,,
2019,122851251,120113115,7,,
2019,122851252,120113116,7,,
2019,122851258,120113119,7,,
2019,122851256,120113119,4,,
2019,122851259,120113122,7,,
2019,122855860,120108453,4,,
2019,122851295,120108461,7,,
2019,122851294,120108461,5,,
2019,122851304,120113163,5,,
2019,120932735,117904924,7,,
2019,120932736,117904925,7,,
2019,120932737,117904926,7,,
2019,120932738,117904927,7,,
2019,120932741,117904934,7,,
2019,120932742,117904935,7,,
2019,120932743,117904936,5,,
2019,120932744,117904936,7,,
2019,120932745,117904937,4,,
2019,120932747,117904939,4,,
2019,120932748,117904941,4,,
2019,120932749,117904943,4,,
2019,120932750,117904944,4,,
2019,120932751,117904945,7,,
2019,120932753,117904947,4,,
2019,120932754,117904948,7,,
2019,120932755,117904949,7,,
2019,120932756,117904952,6,,
2019,120932757,117904953,6,,
2019,120932758,117904954,4,,
2019,120932761,117904959,4,,
2019,120932762,117904960,4,,
2019,120932763,117904961,7,,
2019,120932764,117904962,4,,
2019,120932766,117904964,4,,
2019,120932767,117904965,4,,
2019,120932768,117904966,7,,
2019,120932769,117904967,4,,
2019,120932770,117904969,6,,
2019,120932771,117904970,1,,
2019,120932772,117904971,7,,
2019,120932773,117904972,7,,
2019,120932774,117904973,4,,
2019,120932775,117904975,7,,
2019,120932776,117904977,6,,
2019,120932777,117904978,4,,
2019,120932778,117904979,4,,
2019,120932779,117904980,4,,
2019,120932781,117904983,4,,
2019,120932782,117904984,1,,
2019,120932783,117904985,7,,
2019,120932785,117904988,1,,
2019,120932786,117904989,7,,
2019,120932787,117904990,3,,
2019,120932788,117904990,7,,
2019,120932789,117904991,7,,
2019,120932790,117904993,7,,
2019,120932792,117904995,4,,
2019,120932793,117904995,6,,
2019,120932794,117904996,6,,
2019,120932796,117904997,7,,
2019,120932795,117904997,4,,
2019,120932801,117905001,5,,
2019,120932802,117905001,7,,
2019,120932803,117905002,4,,
2019,120932804,117905003,4,,
2019,120932806,117905004,6,,
2019,120932805,117905004,1,,
2019,120932807,117905005,7,,
2019,120932808,117905006,4,,
2019,120932809,117905007,7,,
2019,120932810,117905008,7,,
2019,120932811,117905009,7,,
2019,120932813,117905011,7,,
2019,120932814,117905012,7,,
2019,120932815,117905013,7,,
2019,120932817,117905015,7,,
2019,120932819,117905017,7,,
2019,120932820,117905018,1,,
2019,120932821,117905019,7,,
2019,120932822,117905020,7,,
2019,120932823,117905021,7,,
2019,120932824,117905022,7,,
2019,120932825,117905023,7,,
2019,120932827,117905025,7,,
2019,120932828,117905026,7,,
2019,120932830,117905028,7,,
2019,120932831,117905029,5,,
2019,120932832,117905029,7,,
2019,120932833,117905030,6,,
2019,120932834,117905032,7,,
2019,120932835,117905034,4,,
2019,120932838,117905035,7,,
2019,120932836,117905035,5,,
2019,120932837,117905035,6,,
2019,120932839,117905036,1,,
2019,120932840,117905036,6,,
2019,120932841,117905037,6,,
2019,120932842,117905039,7,,
2019,120932845,117905042,6,,
2019,120932847,117905044,7,,
2019,120932848,117905045,7,,
2019,120932849,117905046,5,,
2019,120932850,117905046,7,,
2019,120932852,117905048,7,,
2019,120932854,117905051,4,,
2019,120932855,117905052,4,,
2019,120932856,117905056,7,,
2019,120932857,117905059,5,,
2019,120932859,117905059,7,,
2019,120932858,117905059,6,,
2019,120932861,117905061,7,,
2019,120932862,117905062,1,,
2019,120932863,117905063,6,,
2019,120932865,117905066,4,,
2019,120932864,117905066,2,,
2019,120932866,117905067,7,,
2019,120932868,117905068,4,,
2019,120932867,117905068,2,,
2019,120932869,117905069,7,,
2019,120932870,117905070,7,,
2019,120932871,117905071,1,,
2019,120932875,117905075,4,,
2019,120932877,117905077,7,,
2019,120932880,117905082,7,,
2019,120932883,117905085,1,,
2019,120932884,117905085,6,,
2019,120932885,117905086,4,,
2019,120932887,117905087,7,1,
2019,120932886,117905087,5,,1
2019,120932888,117905088,7,,
2019,120932889,117905089,7,,
2019,120932890,117905090,4,,
2019,120932891,117905092,7,,
2019,120932892,117905093,4,,
2019,120932895,117905095,4,,
2019,120932896,117905096,6,,
2019,120932898,117905099,4,,
2019,120932899,117905100,1,,
2019,120932900,117905101,7,,
2019,120932901,117905102,6,,
2019,120932903,117905104,6,,
2019,120932902,117905104,1,,
2019,120932904,117905105,4,,
2019,120932905,117905106,4,,
2019,120932907,117905108,4,,
2019,120932908,117905109,4,,
2019,120932910,117905111,5,,
2019,120932909,117905111,1,,
2019,120932911,117905111,7,,
2019,120932912,117905112,4,,
2019,120932913,117905113,4,,
2019,120932914,117905114,5,,
2019,120932915,117905114,7,,
2019,120932917,117905117,5,,1
2019,120932918,117905117,7,1,
2019,120932919,117905118,3,,
2019,120932920,117905119,4,,
2019,120932922,117905120,7,,
2019,120932921,117905120,4,,
2019,120932923,117905121,8,,
2019,120932924,117905122,7,,
2019,120932925,117905123,7,1,
2019,120932926,117905124,7,,
2019,120932927,117905125,7,1,
2019,120932928,117905126,6,,
2019,120932929,117905127,7,,
2019,120932931,117905130,4,,
2019,120932932,117905131,4,,
2019,120932933,117905132,4,,
2019,120932934,117905134,4,,
2019,120932935,117905136,6,,
2019,120932937,117905138,7,,
2019,120932938,117905139,4,,
2019,120932941,117905141,7,1,
2019,120932940,117905141,5,,1
2019,120932942,117905142,7,,
2019,120932944,117905144,7,,
2019,120932946,117905146,1,,
2019,120932947,117905147,4,,
2019,120932951,117905150,7,,
2019,120932950,117905150,5,,
2019,120932952,117905151,4,,
2019,120932954,117905153,4,,
2019,120932955,117905155,4,,
2019,120932956,117905156,4,,
2019,120932957,117905157,4,,
2019,120932958,117905158,7,,
2019,120932959,117905159,7,,
2019,120932963,117905165,7,,
2019,120932965,117905166,4,,
2019,120932964,117905166,1,,
2019,120932966,117905168,7,,
2019,120932967,117905170,7,1,
2019,120932969,117905172,7,,
2019,120932968,117905172,5,,
2019,120932970,117905173,7,,
2019,120932971,117905174,4,,
2019,120932973,117905176,1,,
2019,120932977,117905181,7,,
2019,120932978,117905182,6,,
2019,120932979,117905183,6,,
2019,120932981,117905187,7,1,
2019,120932982,117905188,1,,
2019,120932983,117905189,7,1,
2019,120932985,117905191,7,,
2019,120932984,117905191,5,,
2019,120932989,117905196,6,,
2019,120932990,117905197,4,,
2019,120932991,117905198,7,,
2019,120932992,117905199,3,,
2019,120932993,117905200,4,,
2019,120932996,117905202,7,,
2019,120932997,117905203,4,,
2019,120933000,117905205,6,,
2019,120933001,117905206,4,,
2019,120933002,117905207,7,,
2019,120933005,117905210,7,,
2019,120933007,117905212,6,,
2019,120933016,117905219,7,,
2019,120933018,117905220,5,,
2019,120933019,117905220,7,,
2019,120933017,117905220,4,,
2019,120933020,117905222,7,,
2019,120933021,117905223,6,,
2019,120933022,117905224,4,,
2019,120933023,117905225,4,,
2019,120933024,117905226,6,,
2019,120933025,117905227,4,,
2019,120933026,117905228,4,,
2019,120933027,117905229,1,,
2019,120933028,117905229,6,,
2019,120933031,117905231,7,,
2019,120933032,117905233,5,,
2019,120933033,117905233,7,,
2019,120933035,117905235,4,,
2019,120933036,117905236,7,,
2019,120933037,117905237,7,,
2019,120933038,117905239,7,,
2019,120933039,117905240,7,,
2019,120933040,117905241,7,,
2019,120933042,117905243,7,,
2019,120933041,117905243,4,,
2019,120933044,117905247,7,,
2019,120933045,117905249,4,,
2019,120933047,117905251,6,,
2019,120933048,117905252,1,,
2019,120933049,117905252,6,,
2019,120933050,117905253,7,,
2019,120933051,117905254,7,,
2019,120933052,117905255,7,,
2019,120933053,117905256,4,,
2019,120933054,117905257,7,,
2019,120933057,117905258,7,,
2019,120933056,117905258,6,,
2019,120933055,117905258,5,,
2019,120933058,117905259,6,,
2019,122849888,120111716,7,,
2019,122849889,120111717,7,,
2019,122849892,120111720,4,,
2019,122849903,120111729,7,,
2019,122849914,120111739,4,,
2019,122849920,120111746,7,,
2019,122849919,120111746,4,,
2019,122829249,120106864,5,,
2019,122829250,120106864,7,,
2019,122829253,120111777,7,1,
2019,122849953,120111785,7,1,
2019,122849973,120111798,7,,
2019,122829272,120111799,4,,
2019,122849975,120111800,7,1,
2019,122849977,120111802,7,,
2019,122849979,120111804,7,1,
2019,122851808,120113648,7,,
2019,122851807,120113648,5,,
2019,122851819,120108775,4,,
2019,122856164,120108783,6,,
2019,122856166,120108785,6,,
2019,122856189,120113719,1,,
2019,119173338,116261814,4,,
2019,119173339,116261815,7,,
2019,119173340,116261816,4,,
2019,119173341,116261817,1,,
2019,119173343,116261819,3,,
2019,119173344,116261820,6,,
2019,119173345,116261822,7,,
2019,119173347,116261823,6,,
2019,119173346,116261823,1,,
2019,119173348,116261824,7,,
2019,119173349,116261825,7,1,
2019,119173351,116261827,7,,
2019,119173352,116261829,4,,
2019,119173353,116261830,7,,
2019,119173355,116261832,4,,
2019,119173356,116261833,7,,
2019,119173357,116261834,7,,
2019,119173358,116261835,7,,
2019,119173359,116261836,7,,
2019,119173361,116261837,7,1,
2019,119173360,116261837,5,,1
2019,119173362,116261838,7,,
2019,119173363,116261839,1,,
2019,119173364,116261840,1,,
2019,119173365,116261841,7,,
2019,119173367,116261842,7,,
2019,119173366,116261842,4,,
2019,119173369,116261844,4,,
2019,119173370,116261845,5,,
2019,119173371,116261845,7,,
2019,119173372,116261846,4,,
2019,119173373,116261847,1,,
2019,119173374,116261848,7,,
2019,119173375,116261849,7,,
2019,119173376,116261851,6,,
2019,119173377,116261852,4,,
2019,119173378,116261853,4,,
2019,119173379,116261855,4,,
2019,119173380,116261856,4,,
2019,119173381,116261857,1,,
2019,119173382,116261858,7,,
2019,119173383,116261859,1,,
2019,119173384,116261860,7,,
2019,119173385,116261861,7,,
2019,119173386,116261862,7,,
2019,119173387,116261863,4,,
2019,119173388,116261864,7,,
2019,119173389,116261865,4,,
2019,119173390,116261867,4,,
2019,119173391,116261868,6,,
2019,119173392,116261870,1,,
2019,119173393,116261873,1,,
2019,119173394,116261874,4,,
2019,119173395,116261874,7,,
2019,119173396,116261874,8,,
2019,119234887,116261408,7,,
2019,119172939,116261417,6,,
2019,120318682,117155899,7,,
2019,120285871,117155916,7,,
2019,120318726,117155940,6,,
2019,120318744,117122339,7,,
2019,120318747,117155960,7,,
2019,120318746,117155960,5,,
2019,120318769,117122340,7,,
2019,120318782,117122342,7,,
2019,120318781,117122342,5,,
2019,120318795,117156008,4,,
2019,120318793,117156008,1,,
2019,120285876,117122347,6,,
2019,120318854,117156065,7,,
2019,120285880,117122352,4,,
2019,120285881,117122353,5,,
2019,120285882,117122353,7,,
2019,120318910,117156124,7,,
2019,120285887,117122356,6,,
2019,120285888,117122357,4,,
2019,120285889,117122358,7,,
2019,120318937,117156151,5,,
2019,120285891,117156151,7,1,
2019,120285894,117122363,4,,
2019,120318976,117122367,7,,
2019,120285900,117122370,7,,
2019,120285902,117122372,5,,
2019,120285903,117122372,7,,
2019,120319022,117156246,6,,
2019,120285905,117122374,5,,
2019,120285906,117122374,7,,
2019,120319030,117122375,7,,
2019,120285908,117122376,5,,
2019,120285909,117122376,7,,
2019,120285910,117122377,7,,
2019,120285911,117122378,6,,
2019,120285912,117122379,6,,
2019,120285913,117122380,7,,
2019,120319043,117122380,5,,
2019,120285914,117122381,4,,
2019,120319057,117122383,7,,
2019,120285917,117122384,5,,
2019,120285918,117122384,6,,
2019,120285919,117122384,7,,
2019,120285922,117122386,7,,
2019,120285924,117122388,7,,
2019,120319077,117122390,6,,
2019,120285927,117122393,7,,
2019,120285926,117122393,5,,
2019,120318301,117155480,7,,
2019,120318302,117155482,7,,
2019,120318304,117155484,7,,
2019,120318309,117155489,7,,
2019,120318321,117155500,7,1,
2019,120318319,117155500,4,,
2019,120318320,117155500,5,,1
2019,120318679,117155897,6,,
2019,120318741,117155953,7,,
2019,120318740,117155953,4,,
2019,120318775,117155988,5,,1
2019,120318776,117155988,7,1,
2019,120285873,117155994,7,,
2019,120318792,117156009,5,,
2019,120318797,117156009,7,,
2019,120318850,117156060,6,,
2019,120318873,117156086,6,,
2019,120318885,117156097,6,,
2019,120318884,117156097,1,,
2019,120318893,117156104,6,,
2019,120318895,117156108,7,,
2019,120318902,117156115,6,,
2019,120318912,117156125,4,,
2019,120318919,117156132,4,,
2019,120285886,117156134,5,,1
2019,120318921,117156134,7,1,
2019,120318941,117156155,5,,
2019,120318942,117156155,7,,
2019,120318945,117156159,7,,
2019,120318946,117156160,7,,
2019,120318950,117156163,7,,
2019,120318951,117156165,7,,
2019,120318958,117156171,4,,
2019,120318960,117156173,8,,
2019,120318964,117156178,7,,
2019,120318971,117156185,7,,
2019,120318973,117156187,7,,
2019,120318980,117156196,7,,
2019,120318987,117156207,7,,
2019,120318999,117156221,6,,
2019,120319015,117156239,7,,
2019,120319021,117156245,7,,
2019,120318634,117155853,3,,
2019,120318662,117155883,4,,
2019,120318664,117155883,6,,
2019,120318673,117155889,7,,
2019,120318724,117155939,1,,
2019,120318742,117155957,6,,
2019,120318755,117155970,4,,
2019,120318762,117155976,7,,
2019,120318786,117156002,7,,
2019,120318791,117156006,4,,
2019,120318807,117156019,6,,
2019,120318825,117156038,7,,
2019,120318852,117156063,7,,
2019,120318860,117156069,7,,
2019,120318858,117156069,4,,
2019,120318867,117156081,7,,
2019,120318872,117156084,7,,
2019,120318871,117156084,5,,
2019,120318887,117156100,7,,
2019,120318897,117156110,7,,
2019,120318901,117156114,7,,
2019,120318903,117156116,7,,
2019,120285883,117122354,6,,
2019,120318908,117156120,7,,
2019,120318909,117156122,7,,
2019,120318924,117156138,7,,
2019,120318928,117156143,4,,
2019,120285890,117156146,7,,
2019,120318934,117156148,6,,
2019,120318935,117156149,7,,
2019,120318949,117156162,7,1,
2019,120318948,117156162,5,,1
2019,120318952,117156166,7,,
2019,120318956,117156168,7,,
2019,120318959,117156172,7,,
2019,120318965,117156180,4,,
2019,120318966,117156181,5,,1
2019,120318968,117156181,7,1,
2019,120318977,117156191,7,,
2019,120318981,117156197,7,,
2019,120318988,117156210,6,,
2019,120318996,117156218,7,,
2019,120319005,117156225,6,,
2019,120319004,117156225,3,,
2019,120319008,117156228,4,,
2019,120319014,117156237,7,,
2019,120319019,117156243,4,,
2019,120319031,117156257,6,,
2019,120319035,117156264,7,,
2019,120319036,117156266,6,,
2019,120319040,117156269,5,,
2019,120319041,117156269,7,,
2019,120319039,117156269,1,,
2019,120319050,117156275,6,,
2019,120319049,117156275,1,,
2019,120319053,117156277,7,,
2019,120319052,117156277,5,,
2019,120285915,117122382,7,,
2019,120319056,117156279,7,,
2019,120319058,117156283,6,,
2019,120319059,117156284,7,,
2019,120319064,117156288,4,,
2019,120319069,117156295,6,,
2019,120319071,117156297,1,,
2019,120319078,117156301,7,,
2019,120319079,117156302,6,,
2019,120319085,117156308,7,,
2019,120319086,117156309,7,,
2019,120319092,117156313,4,,
2019,120319097,117156318,4,,
2019,120319101,117156324,6,,
2019,120319103,117156326,5,,
2019,120319104,117156326,7,,
2019,120285934,117156328,7,,
2019,120319109,117156330,7,1,
2019,120319107,117156330,5,,1
2019,120319111,117156332,7,,
2019,120319114,117156335,6,,
2019,120285940,117156339,4,,
2019,120319117,117156341,7,,
2019,120319119,117156343,6,,
2019,120285946,117156344,7,1,
2019,120319121,117156346,6,,
2019,120319122,117156348,6,,
2019,120319124,117156352,7,,
2019,120285952,117156354,7,,
2019,120319128,117156356,6,,
2019,120319129,117156357,7,,
2019,120319133,117156359,7,,
2019,120319132,117156359,5,,
2019,120319135,117156361,7,,
2019,120319137,117156365,7,,
2019,120285957,117122421,7,,
2019,119172957,116261432,7,,
2019,119172960,116261435,6,,
2019,119172964,116261440,7,,
2019,120319139,117156368,6,,
2019,120319141,117156371,7,,
2019,120319142,117156372,7,,
2019,120319144,117156373,6,,
2019,120319143,117156373,3,,
2019,120319146,117156375,6,,
2019,120285966,117122428,4,,
2019,120319147,117156376,6,,
2019,120319148,117156377,7,,
2019,120285969,117122433,7,,
2019,120319150,117156379,6,,
2019,120319151,117156380,7,,
2019,120319153,117156381,7,,
2019,120319154,117156384,4,,
2019,120319155,117156385,7,,
2019,120319157,117156387,6,,
2019,120319159,117156392,6,,
2019,120319160,117156393,7,,
2019,120285982,117156394,5,,
2019,120285983,117156394,7,,
2019,120319161,117156396,4,,
2019,120319162,117156397,6,,
2019,120319163,117156398,1,,
2019,120319164,117156399,4,,
2019,120319165,117156400,6,,
2019,120319168,117156402,7,,
2019,120319167,117156402,5,,
2019,121564230,118640461,7,,
2019,121579773,118641352,7,,
2019,121578133,118641356,7,,
2019,121578134,118646942,6,,
2019,121578145,118640477,6,,
2019,121564269,118641383,7,,
2019,121579811,118641383,4,,
2019,121564272,118641387,6,,
2019,121578178,118640508,6,,
2019,121564320,118640510,7,1,
2019,121578180,118640510,5,,1
2019,121579863,118640513,7,,
2019,121579866,118640517,6,,
2019,121578187,118640521,7,,
2019,121564366,118640526,7,,
2019,121579882,118647034,6,,
2019,121564389,118647044,7,,
2019,121579899,118647044,3,,
2019,121564394,118640534,4,,
2019,121578199,118640535,7,,
2019,121564409,118640537,7,,
2019,121578204,118640540,7,,
2019,121564422,118640542,7,,
2019,121564424,118641554,6,,
2019,121578209,118640544,7,,
2019,121578208,118640544,5,,
2019,121564434,118640545,4,,
2019,121579944,118640565,7,,
2019,121579966,118640599,7,1,
2019,121578273,118640609,7,1,
2019,116189650,112551213,7,,
2019,116194669,112551214,4,,
2019,116194670,112546237,4,,
2019,116189655,112551218,4,,
2019,116189657,112551220,4,,
2019,116189658,112551220,7,,
2019,116194672,112546240,7,,
2019,116189664,112551226,4,,
2019,120318338,117155517,7,,
2019,120318589,117155812,7,,
2019,120318596,117155820,7,,
2019,120318612,117155836,3,,
2019,120318674,117155892,7,,
2019,120318683,117155903,4,,
2019,120318695,117155910,7,,
2019,120318694,117155910,4,,
2019,120318698,117155911,4,,
2019,120318710,117155924,6,,
2019,120318784,117155998,4,,
2019,120318826,117156042,7,,
2019,120318841,117156052,7,,
2019,120318315,117155495,7,,
2019,120318687,117155905,1,,
2019,120318817,117156031,7,,
2019,120318816,117156031,5,,
2019,120318832,117156043,4,,
2019,120318833,117156043,7,,
2019,120318855,117156067,6,,
2019,120318862,117156072,6,,
2019,120318330,117155510,7,,
2019,120318324,117155504,4,,
2019,120318331,117155511,7,,
2019,120318601,117155824,4,,
2019,120318631,117155850,7,,
2019,120318629,117155850,5,,
2019,120318636,117155856,6,,
2019,120318644,117155860,6,,
2019,120318715,117155928,3,,
2019,120318819,117156030,4,,
2019,120318822,117156035,4,,
2019,120318866,117156078,7,,
2019,120318883,117156096,7,,
2019,120318882,117156096,4,,
2019,120318890,117156102,7,1,
2019,120318889,117156102,5,,1
2019,120318915,117156128,7,,
2019,120318923,117156136,4,,
2019,120318933,117156147,7,,
2019,120318944,117156158,7,,
2019,120318957,117156170,6,,
2019,120318961,117156175,7,,
2019,120318975,117122366,7,,
2019,120318978,117156192,7,,
2019,120318979,117156195,7,,
2019,120318985,117156204,7,,
2019,120318991,117156213,7,,
2019,120318992,117156214,7,,
2019,120318995,117156217,6,,
2019,120319000,117156222,7,,
2019,120319001,117156223,6,,
2019,120319006,117156227,4,,
2019,120319007,117156227,7,,
2019,120319016,117156240,7,,
2019,120319018,117156242,6,,
2019,120318313,117155492,4,,
2019,120318299,117155478,7,,
2019,120318322,117155501,7,,
2019,116148519,112509611,7,,
2019,116152852,112505975,1,,
