"DATA_YEAR","VICTIM_ID","OFFENSE_ID"
2019,131714862,145528191
2019,131711196,145528194
2019,131714873,145528196
2019,131711201,145528202
2019,131714887,145523470
2019,131711204,145528207
2019,131711207,145523479
2019,131714897,145523481
2019,131711210,145528213
2019,131711211,145528215
2019,131711211,145528214
2019,131711212,145523491
2019,131711214,145528220
2019,131711215,145523498
2019,131711219,145528226
2019,131711219,145528225
2019,131711220,145528227
2019,131714929,145523518
2019,131714932,145528230
2019,131714932,145528231
2019,131714932,145523521
2019,131711227,145528233
2019,131711227,145528234
2019,131711229,145523537
2019,131711229,145523538
2019,131711230,145528238
2019,131711230,145528237
2019,131714949,145523549
2019,131711237,145528247
2019,131711237,145528248
2019,131714963,145528249
2019,131711243,145528256
2019,131711245,145528258
2019,131711249,145523597
2019,131711251,145528262
2019,131711254,145528266
2019,131711257,145523607
2019,131711256,145523606
2019,131711257,145528268
2019,131715005,145523621
2019,131715005,145523622
2019,131711264,145528280
2019,131711267,145528281
2019,131711268,145523644
2019,131711272,145528284
2019,131711277,145528292
2019,131711277,145528291
2019,131711280,145528298
2019,131711282,145528299
2019,131711284,145523675
2019,131711286,145528302
2019,131711289,145528304
2019,131711291,145523697
2019,131711291,145523698
2019,131711296,145523705
2019,131711297,145523707
2019,131711300,145523708
2019,131711300,145523709
2019,131711301,145528323
2019,131711301,145528324
2019,131715088,145523720
2019,131715088,145523721
2019,131711309,145528334
2019,131711310,145528336
2019,131711310,145528335
2019,131711312,145528339
2019,131711313,145528340
2019,131711314,145528341
2019,131711315,145528343
2019,131711318,145523736
2019,131711323,145528357
2019,131711323,145528358
2019,131711325,145523743
2019,131715120,145523752
2019,131715124,145523756
2019,131711328,145523757
2019,131711329,145523758
2019,131711330,145528366
2019,131711331,145528367
2019,131711332,145528368
2019,131711333,145528369
2019,131711334,145528369
2019,131711335,145528370
2019,131711336,145528371
2019,131711336,145528372
2019,131711337,145528373
2019,131711337,145528374
2019,131711338,145528375
2019,131711339,145528376
2019,131711339,145528377
2019,131711340,145528378
2019,131711341,145528379
2019,131711342,145528380
2019,131711342,145528381
2019,131711343,145528382
2019,131711344,145528383
2019,131711345,145528385
2019,131711345,145528384
2019,131711345,145528386
2019,131711346,145528387
2019,131711347,145528388
2019,131711348,145528389
2019,131711350,145528390
2019,131711349,145528390
2019,131711351,145528391
2019,131711352,145528392
2019,131711353,145528393
2019,131711353,145528394
2019,131711355,145528396
2019,131711356,145528397
2019,131711357,145528398
2019,131711358,145528400
2019,131711358,145528399
2019,131711359,145528401
2019,131711360,145528402
2019,131711361,145528403
2019,131711362,145528404
2019,131711362,145528405
2019,131711364,145528407
2019,131711364,145528406
2019,131711364,145528408
2019,131711363,145528406
2019,131711365,145528409
2019,131711365,145528410
2019,131711366,145528411
2019,131711366,145528412
2019,131711367,145528413
2019,131711368,145528414
2019,131711369,145528415
2019,131711370,145528416
2019,131711371,145528417
2019,131711373,145528419
2019,131711374,145528420
2019,131711374,145528421
2019,131711376,145528423
2019,131711375,145528422
2019,131711377,145528424
2019,131711378,145528425
2019,131711379,145528426
2019,131711380,145528427
2019,131711381,145528428
2019,131711381,145528429
2019,131711382,145528430
2019,131711383,145528432
2019,131711383,145528431
2019,131711384,145528433
2019,131711385,145528434
2019,131711386,145528435
2019,131711386,145528436
2019,131711387,145528437
2019,131711388,145528438
2019,131711389,145528438
2019,131711390,145528439
2019,131711391,145528441
2019,131711391,145528440
2019,131711392,145528443
2019,131711392,145528442
2019,131711393,145528444
2019,131711394,145528445
2019,131711395,145528447
2019,131711395,145528446
2019,131711396,145528448
2019,131711398,145528450
2019,131711397,145528450
2019,131711399,145528449
2019,131711400,145528449
2019,131711402,145528451
2019,131711401,145528451
2019,131711403,145528452
2019,131711404,145528453
2019,131711405,145528454
2019,131711406,145528455
2019,131711406,145528456
2019,131711407,145528458
2019,131711407,145528457
2019,131711408,145528459
2019,131711409,145528460
2019,131711410,145528461
2019,131711411,145528461
2019,131711412,145528462
2019,131711415,145528465
2019,131711416,145528466
2019,131711417,145528467
2019,131711418,145528468
2019,131711419,145528469
2019,131711420,145528470
2019,131711421,145528471
2019,131711422,145528472
2019,131711423,145528473
2019,131711424,145528474
2019,131711425,145528475
2019,131711426,145528476
2019,131711427,145528477
2019,131711428,145528478
2019,131711430,145528480
2019,131711430,145528479
2019,131711429,145528481
2019,131711429,145528480
2019,131711430,145528481
2019,131711434,145528486
2019,131711435,145528487
2019,131711436,145528488
2019,131711437,145528489
2019,131711438,145528490
2019,131711439,145528491
2019,131711440,145528492
2019,131711441,145528493
2019,131711443,145528494
2019,131711442,145528494
2019,131711444,145528495
2019,131711445,145528497
2019,131711445,145528496
2019,131711446,145528498
2019,131711447,145528499
2019,131711449,145528501
2019,131711450,145528502
2019,131711451,145528503
2019,131711452,145528504
2019,131711453,145528505
2019,131711454,145528506
2019,131711455,145528507
2019,131711455,145528508
2019,131711456,145528509
2019,131711457,145528510
2019,131711457,145528511
2019,131711458,145528512
2019,131711459,145528513
2019,131711460,145528514
2019,131711462,145528515
2019,131711461,145528515
2019,131711463,145528516
2019,131711464,145528517
2019,131711465,145528518
2019,131711466,145528519
2019,131711467,145528520
2019,131711468,145528521
2019,131711469,145528521
2019,131711471,145528522
2019,131711470,145528522
2019,131711474,145528525
2019,131711475,145528526
2019,131711476,145528527
2019,131711477,145528528
2019,131711478,145528529
2019,131711479,145528530
2019,131711480,145528532
2019,131711481,145528531
2019,131711482,145528533
2019,131711482,145528534
2019,131711483,145528535
2019,131711484,145528536
2019,131711484,145528537
2019,131711485,145528538
2019,131711486,145528539
2019,131711487,145528540
2019,131711488,145528542
2019,131711488,145528541
2019,131711489,145528543
2019,131711490,145528544
2019,131711491,145528546
2019,131711491,145528545
2019,131711492,145528547
2019,131711494,145528549
2019,131711494,145528550
2019,131711495,145528551
2019,131711495,145528552
2019,131711496,145528553
2019,131711497,145528554
2019,131711498,145528555
2019,131711499,145528556
2019,131711500,145528557
2019,131711501,145528558
2019,131711502,145528559
2019,131711503,145528560
2019,131711504,145528561
2019,131711504,145528562
2019,131711505,145528563
2019,131711505,145528564
2019,131711506,145528565
2019,131711506,145528566
2019,131711510,145528571
2019,131711511,145528572
2019,131711511,145528573
2019,131711512,145528574
2019,131711513,145528575
2019,131711514,145528576
2019,131711515,145528577
2019,131711516,145528578
2019,131713111,145521381
2019,131713119,145521390
2019,131713125,145520990
2019,131709345,145521406
2019,131709345,145521407
2019,131709367,145521447
2019,131709373,145521024
2019,131709376,145521027
2019,131709480,145521586
2019,131709509,145521615
2019,131713298,145521616
2019,131709523,145521633
2019,131709550,145521663
2019,131709596,145526243
2019,131709595,145521700
2019,131713363,145526243
2019,131713375,145521714
2019,131713375,145521713
2019,131713375,145526264
2019,131713375,145526265
2019,131709621,145526275
2019,131713387,145521728
2019,131709631,145521746
2019,131709636,145521750
2019,131709656,145526307
2019,131713434,145526323
2019,131709722,145521842
2019,131709722,145521841
2019,131709732,145526395
2019,131709732,145526393
2019,131709767,145521874
2019,131713628,145522016
2019,131713630,145526492
2019,131713630,145522018
2019,131713634,145526504
2019,131709819,145522033
2019,131709825,145526530
2019,131709837,145522049
2019,131713668,145526563
2019,131713671,145526570
2019,131709885,145526595
2019,131709885,145526594
2019,131713694,145526609
2019,131713694,145526606
2019,131709936,145526655
2019,131713719,145526664
2019,131709980,145526700
2019,131709982,145526702
2019,131713748,145526731
2019,131710018,145526744
2019,131710018,145526742
2019,131710018,145526743
2019,131710023,145522163
2019,131713752,145526752
2019,131713751,145526754
2019,131710072,145522190
2019,131710095,145522203
2019,131713790,145526848
2019,131713790,145526845
2019,131710115,145526854
2019,131710120,145526866
2019,131710140,145526887
2019,131709356,145521431
2019,131713243,145521098
2019,131713243,145521097
2019,131709450,145521546
2019,131713257,145521113
2019,131713273,145521591
2019,131709511,145521623
2019,131709541,145521653
2019,131709541,145521645
2019,131709554,145521668
2019,131709561,145526213
2019,131709580,145521683
2019,131709603,145521707
2019,131709603,145526253
2019,131709612,145521716
2019,131709630,145521745
2019,131709630,145521741
2019,131713421,145526308
2019,131709659,145526319
2019,131709659,145521780
2019,131713454,145526344
2019,131713464,145521810
2019,131709708,145521834
2019,131713478,145521848
2019,131713521,145521886
2019,131713520,145521886
2019,131713521,145521888
2019,131713520,145521887
2019,131709824,145526527
2019,131709843,145526551
2019,131709843,145526552
2019,131709843,145522055
2019,131713670,145526569
2019,131709881,145522081
2019,131709890,145526600
2019,131709889,145526600
2019,131709902,145522091
2019,131709932,145526650
2019,131709938,145526656
2019,131709938,145522112
2019,131713723,145526674
2019,131709989,145526706
2019,131710012,145526735
2019,131710025,145526751
2019,131710025,145526750
2019,131710041,145522171
2019,131713764,145522182
2019,131713767,145522184
2019,131713775,145522202
2019,131710097,145522208
2019,131710105,145526837
2019,131710113,145526850
2019,131713797,145522224
2019,131710129,145522233
2019,131713810,145526881
2019,131710143,145526889
2019,131710144,145522247
2019,131710159,145522255
2019,131713842,145522279
2019,131713842,145526935
2019,131713846,145526943
2019,131713851,145526956
2019,131710223,145522312
2019,131710254,145527008
2019,131713891,145527011
2019,131710259,145527010
2019,131713904,145527027
2019,131710272,145522370
2019,131710272,145522371
2019,131710289,145527049
2019,131710289,145527051
2019,131710301,145527062
2019,131710322,145527085
2019,131710348,145527116
2019,131710353,145527125
2019,131710365,145522434
2019,131713983,145527175
2019,131710399,145527183
2019,131710399,145522454
2019,131710401,145522459
2019,131713995,145522464
2019,131710409,145522469
2019,131710410,145522469
2019,131714005,145527211
2019,131710424,145527215
2019,131714015,145527229
2019,131714014,145527229
2019,131714017,145527231
2019,131714017,145527232
2019,131710452,145527246
2019,131710455,145527251
2019,131710458,145527254
2019,131710462,145522510
2019,131714038,145527265
2019,131714038,145522513
2019,131710473,145527279
2019,131710480,145527291
2019,131710515,145527327
2019,131710515,145527329
2019,131710515,145527326
2019,131710520,145527338
2019,131710520,145527339
2019,131710536,145527357
2019,131710537,145527358
2019,131710540,145522575
2019,131710550,145527371
2019,131710550,145527368
2019,131710550,145527369
2019,131710569,145527393
2019,131710584,145522612
2019,131710596,145527427
2019,131714148,145522628
2019,131714153,145522630
2019,131710602,145527440
2019,131710606,145527448
2019,131710610,145527453
2019,131710614,145527461
2019,131710620,145527467
2019,131710627,145527475
2019,131710628,145527476
2019,131710637,145527488
2019,131710638,145527490
2019,131710638,145527489
2019,131710641,145527495
2019,131710646,145527498
2019,131710646,145527499
2019,131710653,145527506
2019,131710656,145522672
2019,131710658,145527514
2019,131714204,145522684
2019,131710671,145527525
2019,131714217,145522696
2019,131710685,145527552
2019,131710685,145527553
2019,131710690,145522707
2019,131710690,145522708
2019,131714237,145522714
2019,131714236,145522715
2019,131710694,145527565
2019,131710697,145522720
2019,131714260,145522748
2019,131710732,145527605
2019,131714270,145522755
2019,131710751,145527636
2019,131710758,145527644
2019,131714292,145527648
2019,131714293,145527645
2019,131714293,145527648
2019,131714296,145522776
2019,131710763,145527654
2019,131710770,145527663
2019,131710774,145527667
2019,131714310,145527672
2019,131710782,145527676
2019,131714317,145522806
2019,131714320,145527689
2019,131710791,145527689
2019,131710795,145522816
2019,131710795,145522814
2019,131714328,145522818
2019,131714330,145522819
2019,131714330,145522820
2019,131710805,145527709
2019,131710812,145527715
2019,131714335,145522828
2019,131714335,145522827
2019,131710817,145522834
2019,131710816,145522834
2019,131710816,145522835
2019,131710819,145527720
2019,131710820,145522840
2019,131710821,145522846
2019,131710821,145522848
2019,131710831,145527732
2019,131710833,145527735
2019,131710842,145527746
2019,131710845,145527749
2019,131710845,145527750
2019,131710850,145527761
2019,131710850,145527760
2019,131710864,145527781
2019,131710867,145527784
2019,131710872,145522895
2019,131710875,145527793
2019,131710875,145527794
2019,131710881,145527802
2019,131710888,145527810
2019,131710891,145527815
2019,131710894,145527819
2019,131710898,145527825
2019,131710898,145527824
2019,131710903,145527833
2019,131710907,145527836
2019,131714429,145522916
2019,131710912,145527843
2019,131710912,145527844
2019,131710914,145527848
2019,131710915,145527849
2019,131714445,145522928
2019,131710924,145527860
2019,131710931,145527866
2019,131710936,145527873
2019,131710941,145527878
2019,131710944,145522952
2019,131710944,145522950
2019,131710945,145522951
2019,131710953,145522960
2019,131710955,145527890
2019,131710959,145527897
2019,131710969,145522978
2019,131710978,145527918
2019,131710978,145527916
2019,131710982,145527922
2019,131714497,145522996
2019,131710985,145527925
2019,131714500,145523000
2019,131710995,145527940
2019,131710995,145527939
2019,131710997,145523011
2019,131711000,145527942
2019,131711010,145527951
2019,131711014,145527960
2019,131711014,145527959
2019,131711014,145527958
2019,131711018,145527964
2019,131711026,145527971
2019,131711029,145527974
2019,131711032,145523060
2019,131714548,145523064
2019,131711040,145527988
2019,131711040,145527987
2019,131711042,145527991
2019,131714567,145523077
2019,131711046,145528000
2019,131711046,145528001
2019,131711048,145523084
2019,131711048,145523085
2019,131714575,145523087
2019,131711055,145528006
2019,131714584,145523097
2019,131714584,145523096
2019,131711058,145523103
2019,131711060,145528013
2019,131711061,145528015
2019,131714601,145523123
2019,131714603,145523126
2019,131714603,145523125
2019,131711065,145528018
2019,131711068,145528022
2019,131711072,145528026
2019,131711074,145528032
2019,131714623,145523153
2019,131711079,145528035
2019,131711081,145523166
2019,131711081,145528039
2019,131711084,145528041
2019,131711086,145528042
2019,131714641,145523178
2019,131714641,145523177
2019,131711091,145523181
2019,131714648,145528048
2019,131714648,145528047
2019,131711094,145528052
2019,131711096,145528055
2019,131711100,145528057
2019,131711102,145528059
2019,131711105,145528061
2019,131711105,145528060
2019,131711106,145528063
2019,131711106,145528065
2019,131711106,145528064
2019,131711108,145528069
2019,131714677,145523225
2019,131714677,145523224
2019,131714682,145523230
2019,131711112,145523243
2019,131711117,145528080
2019,131711119,145523249
2019,131714698,145523254
2019,131714698,145523255
2019,131711123,145528087
2019,131711123,145528086
2019,131714711,145523268
2019,131711128,145523272
2019,131714716,145528096
2019,131709380,145521472
2019,131713199,145521482
2019,131713199,145521483
2019,131709611,145521715
2019,131713389,145526280
2019,131709675,145521802
2019,131713455,145521802
2019,131709678,145521802
2019,131709673,145521802
2019,131709699,145526375
2019,131709706,145521833
2019,131709724,145521845
2019,131709738,145526406
2019,131713488,145526408
2019,131713490,145526407
2019,131709760,145526440
2019,131709768,145521883
2019,131713517,145526455
2019,131713642,145526519
2019,131709834,145526542
2019,131709864,145526574
2019,131709884,145526593
2019,131709897,145526610
2019,131709904,145522092
2019,131713710,145526647
2019,131713710,145526649
2019,131713725,145526676
2019,131713725,145526675
2019,131713736,145526701
2019,131710001,145522154
2019,131710004,145522156
2019,131710005,145522155
2019,131710016,145526741
2019,131710036,145522170
2019,131709369,145521449
2019,131709369,145521451
2019,131709396,145521054
2019,131713293,145521613
2019,131709518,145521628
2019,131709519,145521627
2019,131709578,145521685
2019,131709624,145526278
2019,131709624,145521731
2019,131713396,145521747
2019,131713414,145526301
2019,131709653,145526306
2019,131713436,145526316
2019,131709661,145526316
2019,131713436,145526317
2019,131713436,145526315
2019,131713442,145526324
2019,131709682,145526350
2019,131709682,145521805
2019,131709682,145526352
2019,131713471,145526378
2019,131709707,145526378
2019,131713471,145526379
2019,131709707,145526379
2019,131709720,145526387
2019,131709737,145526413
2019,131709749,145526423
2019,131713508,145526454
2019,131713519,145526460
2019,131709779,145526462
2019,131709794,145526490
2019,131709794,145526491
2019,131709806,145526505
2019,131709844,145522056
2019,131709855,145522062
2019,131709892,145526597
2019,131709891,145526599
2019,131709892,145522085
2019,131713727,145526677
2019,131713734,145522141
2019,131713738,145522144
2019,131709992,145522152
2019,131709992,145522150
2019,131713747,145522158
2019,131710031,145526761
2019,131710031,145526759
2019,131710043,145522172
2019,131710108,145522215
2019,131710108,145526839
2019,131710108,145526838
2019,131710131,145522232
2019,131710132,145526879
2019,131710166,145526915
2019,131713832,145526915
2019,131710186,145526932
2019,131710186,145526931
2019,131713843,145522284
2019,131710202,145526951
2019,131710202,145526952
2019,131710202,145526950
2019,131710213,145526962
2019,131713855,145526965
2019,131713855,145522301
2019,131713861,145522308
2019,131710226,145522314
2019,131710226,145522315
2019,131710226,145526982
2019,131713878,145526994
2019,131713878,145526993
2019,131710247,145522341
2019,131710247,145527002
2019,131710248,145522341
2019,131710258,145522348
2019,131710258,145522347
2019,131713155,145521430
2019,131713195,145521043
2019,131713266,145521127
2019,131713272,145521129
2019,131713272,145521130
2019,131713287,145521144
2019,131709549,145521661
2019,131713324,145521667
2019,131713349,145521686
2019,131709634,145526287
2019,131709667,145526338
2019,131713460,145526346
2019,131709676,145526345
2019,131709692,145521821
2019,131709702,145521829
2019,131709703,145521828
2019,131709715,145526385
2019,131713481,145526399
2019,131713492,145526416
2019,131713492,145521858
2019,131713492,145521856
2019,131709754,145526427
2019,131709754,145526428
2019,131709762,145526445
2019,131713515,145521879
2019,131713515,145526450
2019,131713515,145526453
2019,131709816,145526515
2019,131713645,145526523
2019,131713676,145522074
2019,131713695,145526605
2019,131713695,145526603
2019,131713696,145526614
2019,131713696,145522090
2019,131709928,145526643
2019,131709928,145526641
2019,131709934,145526653
2019,131713712,145522109
2019,131709967,145522134
2019,131709968,145522133
2019,131709994,145526712
2019,131710013,145522160
2019,131710013,145522159
2019,131710065,145526798
2019,131713795,145526857
2019,131710147,145526893
2019,131713823,145526896
2019,131710158,145526900
2019,131710171,145526921
2019,131710187,145522280
2019,131713863,145526976
2019,131710244,145526996
2019,131713907,145522366
2019,131713909,145527031
2019,131713911,145527037
2019,131710288,145527050
2019,131710304,145527064
2019,131710307,145527064
2019,131710308,145527065
2019,131713926,145527064
2019,131710302,145527064
2019,131713950,145522422
2019,131713950,145527115
2019,131713955,145527128
2019,131710354,145527129
2019,131710354,145527130
2019,131710360,145522429
2019,131713978,145527169
2019,131710388,145527172
2019,131710413,145527197
2019,131710417,145527203
2019,131714010,145527214
2019,131714010,145527213
2019,131710437,145522489
2019,131714022,145522496
2019,131714024,145522497
2019,131714024,145522499
2019,131710454,145527250
2019,131710469,145527272
2019,131710470,145527273
2019,131714058,145527298
2019,131710487,145527300
2019,131714058,145527301
2019,131714068,145527311
2019,131710509,145527321
2019,129151660,143029489
2019,129146887,143032672
2019,129146887,143032673
2019,129151685,143029528
2019,129151686,143032687
2019,129151693,143032689
2019,129151716,143038208
2019,129151716,143038209
2019,129151720,143029559
2019,129151730,143029568
2019,129151736,143029573
2019,129151750,143038218
2019,131713169,145521017
2019,131713169,145521015
2019,131713178,145521460
2019,131713190,145521473
2019,131709383,145521473
2019,131709384,145521473
2019,131709381,145521473
2019,131713192,145521473
2019,131713213,145521510
2019,131713234,145521085
2019,131713254,145521561
2019,131713110,145521379
2019,131713110,145520978
2019,131713137,145521404
2019,131709348,145520997
2019,131709348,145520998
2019,131709429,145521079
2019,131709428,145521525
2019,131709487,145521137
2019,131713299,145521160
2019,131713299,145521618
2019,131713299,145521620
2019,131709526,145521635
2019,131709534,145526183
2019,131709539,145521652
2019,131709571,145526218
2019,131709599,145521705
2019,131713380,145526270
2019,131713388,145526276
2019,131709625,145526281
2019,131709677,145521804
2019,131709690,145521816
2019,131709690,145521815
2019,131709723,145521843
2019,131713524,145521894
2019,131713620,145522002
2019,131713629,145522017
2019,131713649,145526528
2019,131709832,145526536
2019,131709853,145526561
2019,131713693,145526607
2019,131709900,145522088
2019,131709917,145526630
2019,131713716,145526652
2019,131709935,145522110
2019,131713713,145526652
2019,131713711,145526652
2019,131713716,145526654
2019,131709940,145526652
2019,131713713,145526654
2019,131709935,145522111
2019,131709940,145526654
2019,131709952,145522123
2019,131709952,145522124
2019,131709957,145522132
2019,131709976,145526697
2019,131709986,145522149
2019,131709991,145526709
2019,131710021,145522162
2019,131710033,145522169
2019,131713761,145526787
2019,131713761,145526790
2019,131713774,145526822
2019,131709371,145521459
2019,131709390,145521045
2019,131713205,145521491
2019,131709441,145521539
2019,131709449,145521548
2019,131713279,145521596
2019,131713284,145521142
2019,131713312,145526177
2019,131709536,145521644
2019,131709588,145521697
2019,131709588,145521696
2019,131709610,145521712
2019,131713453,145521801
2019,131709712,145521840
2019,131709739,145526418
2019,131709739,145521859
2019,131709772,145526447
2019,131709772,145526451
2019,131709800,145522020
2019,131709800,145522023
2019,131709821,145526522
2019,131709829,145526534
2019,131709846,145526557
2019,131709854,145522061
2019,131709863,145522066
2019,131709867,145522073
2019,131709922,145522102
2019,131713701,145522102
2019,131709923,145522102
2019,131713735,145522142
2019,131709997,145526716
2019,131709997,145526718
2019,131710009,145526730
2019,131710009,145526729
2019,131710032,145522167
2019,131710050,145526777
2019,131710050,145522177
2019,131710056,145526791
2019,131710077,145526807
2019,131710077,145526806
2019,131710096,145526829
2019,131710114,145526852
2019,131710123,145526870
2019,131710125,145526872
2019,131710134,145526884
2019,131713811,145522240
2019,131710151,145522249
2019,131710151,145522248
2019,131713824,145526901
2019,131710165,145526910
2019,131710165,145526911
2019,131710176,145522269
2019,131710176,145522270
2019,131710182,145522277
2019,131710192,145522283
2019,131713848,145526945
2019,129980420,143847030
