"DATA_YEAR","PROPERTY_ID","PROP_DESC_ID","PROPERTY_VALUE","DATE_RECOVERED","NIBRS_PROP_DESC_ID"
2019,120286068,26,100,,132541667
2019,120286068,36,11,,132541668
2019,120286067,25,5,12-AUG-19,132541662
2019,120286069,20,200,,132541670
2019,120286069,63,300,,132541671
2019,120286070,6,1948,,132541672
2019,120286071,37,1800,,132541673
2019,120286072,63,200,,132541674
2019,120286073,29,300,,132541675
2019,120286074,4,600,,132541676
2019,120286076,35,2000,,132541678
2019,120286078,63,124331,,132541679
2019,120286080,38,1000,,132541682
2019,120286081,11,1,,132541683
2019,120286082,61,600,,132541684
2019,120286083,38,1,,132541685
2019,120286084,52,0,,132541686
2019,120286086,29,250,,132541689
2019,120286089,63,40,,132541692
2019,120286090,11,6,,132541694
2019,120286090,10,,,132541693
2019,120286091,63,1,,132541695
2019,120286092,63,200,,132541696
2019,120286093,63,410,,132541697
2019,120286094,33,1,,132541698
2019,120286095,26,399,,132541699
2019,120286097,8,500,,132541701
2019,120286098,20,45,16-AUG-19,132541702
2019,120286099,20,45,,132541703
2019,120286099,63,600,,132541704
2019,120286100,21,225,,132541706
2019,120286100,20,2458,,132541705
2019,120286100,63,200,,132541707
2019,120286101,52,0,,132541708
2019,120286102,10,,,132541709
2019,120286102,11,2,,132541710
2019,120286104,38,500,,132541713
2019,120286105,20,240,,132541714
2019,120286105,22,0,,132541715
2019,120286106,3,200,,132541716
2019,120286107,52,0,,132541717
2019,120286109,63,1,,132541720
2019,120286110,3,1,15-AUG-19,132541721
2019,120286111,3,1,,132541722
2019,120286112,2,30,,132541723
2019,120286113,38,500,,132541724
2019,120286115,51,0,,132541729
2019,120286115,9,0,,132541726
2019,120286115,22,0,,132541727
2019,120286115,63,5,,132541730
2019,120286115,25,20,,132541728
2019,120286116,11,1,,132541731
2019,120286117,63,20,,132541733
2019,120286117,17,312,,132541732
2019,120286118,11,2,,132541735
2019,120286118,10,,,132541734
2019,120286120,7,300,,132541736
2019,120286124,63,60,,132541741
2019,120286125,9,0,,132541742
2019,120286126,25,470,,132541744
2019,120286126,63,150,,132541745
2019,120286126,17,200,,132541743
2019,120286127,21,23456,,132541746
2019,120286128,3,4000,22-AUG-19,132541747
2019,120286129,3,4000,,132541748
2019,120286130,63,50,,132541750
2019,120286130,38,50,,132541749
2019,120286131,63,1000,,132541751
2019,120286133,10,,,132541753
2019,120286132,63,1,,132541752
2019,120286134,63,50,,132541754
2019,120286135,59,1500,,132541755
2019,120286136,63,1,,132541756
2019,120286138,52,0,,132541758
2019,120286141,63,265,,132541764
2019,120286143,6,161,16-AUG-19,132541767
2019,120286144,6,161,,132541768
2019,120286145,3,500,,132541769
2019,120286148,63,25,,132541771
2019,120286148,16,250,,132541770
2019,120286150,22,0,,132541772
2019,120286152,10,,,132541773
2019,120286154,38,2,,132541776
2019,120286155,11,5,,132541778
2019,120286155,10,,,132541777
2019,120286156,63,275,,132541779
2019,120286157,38,1,,132541780
2019,120286158,26,1,,132541782
2019,120286158,7,2,,132541781
2019,120286160,19,155,,132541784
2019,120286159,11,1,,132541783
2019,120286161,24,750,,132541785
2019,120286162,13,1000,,132541786
2019,120286162,49,200,,132541787
2019,120286163,53,2035,,132541788
2019,120286164,20,10,,132541789
2019,120286165,11,1,,132541790
2019,120286167,63,1,,132541793
2019,120286171,59,600,,132541798
2019,120286174,6,208,18-AUG-19,132541801
2019,120286175,6,208,,132541802
2019,120286176,37,1,,132541803
2019,120286177,25,20,,132541806
2019,120286177,20,20,,132541805
2019,120286177,51,0,,132541807
2019,120286177,63,3,,132541808
2019,120286177,9,0,,132541804
2019,120286178,11,1,,132541810
2019,120286178,10,,,132541809
2019,120286343,38,1,,132542029
2019,120286344,9,0,,132542030
2019,120286344,47,0,,132542031
2019,120286344,61,900,,132542032
2019,120286346,3,300,,132542036
2019,120286347,22,0,,132542037
2019,120286350,61,800,,132542040
2019,120286351,47,0,,132542041
2019,120286353,47,0,,132542044
2019,120286354,63,1425,,132542046
2019,120286354,20,5,,132542045
2019,120286355,29,200,,132542047
2019,120286356,20,15,,132542049
2019,120286356,9,0,,132542048
2019,120286356,63,3,,132542050
2019,120286358,3,1,,132542052
2019,120286360,13,875,,132542053
2019,120286362,63,1,,132542057
2019,120286362,3,4000,,132542056
2019,120286361,3,4000,27-AUG-19,132542054
2019,120286361,63,1,28-AUG-19,132542055
2019,120286363,35,300,,132542058
2019,120286364,10,,,132542059
2019,120286364,11,2,,132542060
2019,120286365,10,,,132542061
2019,120286367,22,0,,132542064
2019,120286368,9,0,,132542065
2019,120286369,29,500,,132542066
2019,120286370,63,1,,132542067
2019,120286371,63,50,,132542068
2019,120286372,20,7993,,132542069
2019,120286373,61,400,28-AUG-19,132542070
2019,120286374,61,400,,132542071
2019,120286375,30,20,,132542072
2019,120286376,36,70,,132542076
2019,120286376,7,300,,132542073
2019,120286376,47,0,,132542077
2019,120286376,26,500,,132542075
2019,120286376,20,5,,132542074
2019,120286376,63,50,,132542078
2019,120286377,53,400,,132542079
2019,120286378,51,0,,132542080
2019,120286379,63,30,,132542082
2019,120286379,7,300,,132542081
2019,120286380,38,500,,132542083
2019,120286381,7,60,,132542084
2019,120286381,20,35,,132542085
2019,120286381,26,160,,132542086
2019,120286381,63,30,,132542087
2019,120286382,10,,,132542088
2019,120286382,11,1,,132542089
2019,120286384,63,1,,132542091
2019,120286385,20,2500,,132542092
2019,120286388,6,38,,132542095
2019,120286387,6,38,28-AUG-19,132542094
2019,120286390,20,1,,132542096
2019,120286391,61,999,,132542097
2019,120286393,36,400,,132542099
2019,120286394,61,1070,,132542100
2019,120286396,51,0,,132542102
2019,120286398,63,1,,132542103
2019,120286399,63,532,,132542104
2019,120286403,11,2,,132542109
2019,120286405,11,2,,132542111
2019,120286406,20,2500,,132542112
2019,120286407,63,900,,132542113
2019,120286408,19,308,,132542114
2019,120286409,2,30,,132542115
2019,120286410,19,400,,132542116
2019,120286412,25,65,,132542121
2019,120286412,37,1,,132542122
2019,120286412,56,1,,132542123
2019,120286412,9,0,,132542120
2019,120286412,63,80,,132542124
2019,120286412,6,350,,132542119
2019,120286413,63,100,,132542125
2019,120286414,11,1,,132542126
2019,120286415,26,250,,132542130
2019,120286415,9,0,,132542128
2019,120286415,7,150,,132542127
2019,120286415,20,1500,,132542129
2019,120286416,7,1,,132542131
2019,120286420,63,50,,132542136
2019,120286421,38,3000,,132542137
2019,120286422,3,1,,132542138
2019,120286423,11,2,,132542139
2019,120286425,6,100,,132542141
2019,120286424,6,100,30-AUG-19,132542140
2019,120286426,20,343442,,132542142
2019,120286427,63,1,,132542143
2019,120286428,11,1,,132542145
2019,120286428,10,,,132542144
2019,120286429,2,44,30-AUG-19,132542146
2019,120286430,2,44,,132542147
2019,120286433,20,900,,132542151
2019,120286434,63,96,,132542153
2019,120286434,9,0,,132542152
2019,120286435,26,150,,132542156
2019,120286435,17,379,,132542155
2019,120286435,6,660,,132542154
2019,120286436,4,200,,132542157
2019,120286437,63,350,,132542158
2019,120286440,63,3,,132542163
2019,120286440,29,1,,132542162
2019,120286441,63,1,,132542164
2019,120286442,63,1,,132542165
2019,120286443,17,20,,132542166
2019,120286444,8,2,,132542167
2019,120286445,63,88,,132542168
2019,120286446,8,28,,132542169
2019,120286446,63,211,,132542170
2019,120286447,20,100,,132542171
2019,120286449,66,35,,132542178
2019,120286449,63,250,,132542177
2019,120932486,52,0,,133385245
2019,120932493,19,175,02-OCT-19,133385254
2019,120932494,19,175,,133385255
2019,120932505,16,25,,133385276
2019,120932513,20,100,,133385284
2019,120932514,11,1,,133392536
2019,120932514,10,,,133392535
2019,120932517,19,23,21-OCT-19,133385289
2019,120932518,19,26,,133385290
2019,120932519,26,117,,133385291
2019,120932522,53,100,,133385293
2019,120932527,10,,,133385304
2019,120932528,4,140,,133385305
2019,120932534,26,100,,133385310
2019,120932534,36,960,,133385311
2019,120932534,63,20,,133385312
2019,120932537,11,1,,133385316
2019,120932537,10,,,133385315
2019,120932545,63,80,,133385325
2019,120932553,11,3,,133385334
2019,120932553,10,,,133385333
2019,120932570,63,50,,133392602
2019,120928213,10,,,133389045
2019,120928213,11,1,,133389046
2019,120932577,20,200,,133385359
2019,120932583,36,680,,133385367
2019,120932589,63,560,,133385374
2019,120936464,16,20,,133392628
2019,120936466,11,1,,133392630
2019,120936468,10,,,133392631
2019,120932597,6,65,,133385389
2019,120932598,6,150,,133385390
2019,120932600,63,381,,133385392
2019,120932604,6,260,,133385400
2019,120932604,63,20,,133385401
2019,120932612,10,,,133385411
2019,120936483,25,1,,133392650
2019,120936483,47,0,,133392651
2019,120936483,52,0,,133392653
2019,120936483,51,0,,133392652
2019,120936483,9,0,,133392649
2019,120932618,20,100,,133385421
2019,120932618,3,10000,,133385424
2019,120932618,25,20,,133385422
2019,120932618,51,0,,133385423
2019,120932618,9,0,,133385420
2019,120932623,20,27,05-OCT-19,133385433
2019,120932624,17,200,,133385434
2019,120932623,17,200,05-OCT-19,133385432
2019,120932624,63,1,,133385436
2019,120932624,20,27,,133385435
2019,120932625,3,500,,133385437
2019,120936493,8,32,,133392665
2019,120932628,19,22,,133385440
2019,120936494,11,1,,133392667
2019,120936494,10,,,133392666
2019,120932631,19,400,,133385443
2019,120936498,29,200,,133392670
2019,120932636,10,,,133385451
2019,120932636,11,1,,133385452
2019,120932637,20,1000,,133385453
2019,120932638,3,3000,,133385454
2019,120932639,51,0,,133385458
2019,120932639,9,0,,133385455
2019,120932639,25,50,,133385457
2019,120932639,17,100,,133385456
2019,120932643,11,1,,133385462
2019,120932652,10,,,133385468
2019,120932653,8,53,,133385470
2019,120932652,11,1,,133385469
2019,120932651,8,53,22-AUG-19,133385467
2019,120932654,10,,,133385471
2019,120932654,11,1,,133385472
2019,120932657,35,100,,133385476
2019,120932659,20,430,,133385478
2019,120936534,10,,,133392724
2019,120936534,11,1,,133392725
2019,120936536,29,100,,133392727
2019,120932670,10,1969,,133385500
2019,120932674,11,1,,133385507
2019,120932674,10,,,133385506
2019,120928157,3,10000,,133388966
2019,120928156,3,10000,08-FEB-19,133388965
2019,119172844,63,400,,131447592
2019,119172846,36,300,,131447595
2019,119172846,3,1000,,131447593
2019,119239731,61,100,,131445367
2019,119239731,63,20,,131445365
2019,119239731,7,300,,131445366
2019,119234757,63,1500,,131425668
2019,119234758,57,2000,,131425669
2019,119239735,63,300,,131445370
2019,119239737,25,25,,131445373
2019,119239736,25,25,03-JUL-19,131445371
2019,119239737,63,75,,131445372
2019,119234774,63,120,,131425701
2019,119239738,36,17250,,131445374
2019,119239741,63,300,,131445377
2019,119239741,26,100,,131445378
2019,119239744,20,424,,131445381
2019,119239747,29,500,,131445384
2019,119239748,49,100,,131447672
2019,119239748,63,4319,,131445385
2019,119239748,36,2000,,131447671
2019,119239748,25,1722,,131447670
2019,119239748,6,764,,131447666
2019,119239748,16,4780,,131447668
2019,119239748,17,6184,,131447669
2019,119239748,13,8995,,131447667
2019,119239748,3,55000,,131447665
2019,119239749,38,500,,131445386
2019,119239750,63,1000,,131445387
2019,119239751,10,,,131445388
2019,119239752,28,1,,131445389
2019,119239753,61,700,,131445390
2019,119239754,63,1,,131445391
2019,119239755,29,450,,131445392
2019,119234814,11,2,,131425750
2019,119234815,11,1,,131425752
2019,119234815,10,,,131425751
2019,119239756,30,150,,131445393
2019,119239758,38,300,,131445395
2019,119239759,63,1488,,131445396
2019,119239761,63,28,,131445399
2019,119239762,8,6,,131445400
2019,119239764,6,5,,131445402
2019,119239763,6,5,23-JUL-19,131445401
2019,119239765,35,500,,131445403
2019,119239766,20,200,,131445404
2019,119239767,38,500,,131445405
2019,119239768,42,3,,131445406
2019,119239769,20,450,,131445407
2019,119239770,2,50,27-JUL-19,131445408
2019,119239771,2,60,,131445409
2019,119239772,63,28,,131445411
2019,119239772,2,25,,131445410
2019,119239773,8,19,,131445412
2019,119172906,8,6,,131447676
2019,119239774,20,2700,,131445413
2019,119234823,63,300,,131445414
2019,119172910,10,,,131447682
2019,119172910,11,1,,131447683
2019,119239776,63,1,,131445416
2019,119239777,63,25,,131445417
2019,119239779,6,9,,131445419
2019,119239778,6,9,09-JUL-19,131445418
2019,119234835,8,2,,131425772
2019,119239780,11,2,,131445421
2019,119239780,10,,,131445420
2019,119172950,10,,,131425886
2019,119172950,11,3,,131447735
2019,119234975,4,4000,,131425955
2019,119239796,10,,,131445454
2019,119239796,11,2,,131445455
2019,119239797,62,3766,,131445456
2019,119239802,63,1,,131445460
2019,119239803,63,110,,131445461
2019,119173011,37,1000,,131447814
2019,119239804,2,13,,131445462
2019,119173026,19,295,,131447827
2019,119239808,63,1,,131445465
2019,119239807,22,0,,131445464
2019,119239817,20,106,,131447844
2019,119173039,35,100,,131447843
2019,119235004,38,333,,131425995
2019,119239819,63,150,,131445478
2019,120508918,19,10,,132848466
2019,120508918,63,25,,132848465
2019,120508918,16,1,,132848464
2019,120508919,8,1,01-SEP-19,132862649
2019,120508918,42,1000,,132848467
2019,120508920,8,2,,132848468
2019,120514731,61,50,,132848474
2019,120514738,36,400,,132867547
2019,120509831,20,37,,132862673
2019,120514745,3,2000,,132867556
2019,120514744,3,2000,28-SEP-19,132867555
2019,120509834,38,86,,132862675
2019,120509837,3,4000,,132862677
2019,120509836,3,4000,03-SEP-19,132862676
2019,120509840,63,50,,132862682
2019,120509847,4,190,,132862694
2019,120509848,6,150,,132862695
2019,120509848,26,2500,,132862696
2019,120509854,63,200,02-SEP-19,132862701
2019,120509855,63,200,,132862702
2019,120509860,2,6,,132862707
2019,120509862,38,470,,132862709
2019,120509864,11,2,,132862711
2019,120514762,3,800,,132867579
2019,119239820,63,1000,,131445479
2019,119239821,36,500,,131445480
2019,119235006,42,200,,131425998
2019,119239821,58,280,,131445481
2019,119239822,3,200,,131445482
2019,119235009,20,27,,131426000
2019,119173065,10,,,131447880
2019,119239827,51,0,,131445492
2019,119239827,63,156,,131445493
2019,119239827,17,4400,,131445488
2019,119239827,23,300,,131445490
2019,119239827,25,751,,131445491
2019,119239827,20,2300,,131445489
2019,119239826,16,500,,131445487
2019,119239830,10,,,131445496
2019,119239831,25,800,,131445501
2019,119239831,23,20,,131445500
2019,119239831,10,1,,131445498
2019,119239831,20,200,,131445499
2019,119239831,6,400,,131445497
2019,119239832,10,,,131445502
2019,119239833,10,,,131445503
2019,119173076,11,3,,131447892
2019,119173087,63,20,,131447904
2019,119173098,11,1,,131445511
2019,119173098,10,,,131445510
2019,119239840,2,58,,131445513
2019,119239841,63,1,,131445515
2019,119239842,63,200,,131445516
2019,119239844,3,21000,08-JUN-19,131445518
2019,119239845,3,21000,,131445519
2019,119239846,63,90,,131447935
2019,119239850,63,150,,131445523
2019,119173204,14,330,,131448056
2019,119173204,8,376,,131448055
2019,119173217,63,400,,131448073
2019,119173217,35,200,,131448072
2019,119173236,62,30,,131448092
2019,119239862,7,500,,131445535
2019,119239862,29,150,,131445536
2019,119239862,61,162,,131445537
2019,119239863,61,160,,131445538
2019,119239864,63,20,,131445541
2019,119239864,6,10,,131445542
2019,119239864,23,20,,131445540
2019,119239867,19,785,,131445544
2019,119235068,63,1500,,131426079
2019,119239868,38,200,,131445545
2019,119239869,63,1,,131445546
2019,119239870,6,85,07-JUL-19,131445547
2019,119239871,6,85,,131445548
2019,119239873,6,520,,131445551
2019,119239874,63,200,,131445552
2019,119235072,3,27000,25-JUN-19,131426083
2019,119235073,3,27000,,131426084
2019,119239875,11,7,,131445554
2019,119239875,10,,,131445553
2019,119239876,10,,,131445555
2019,119239877,13,2600,,131445556
2019,119239879,16,200,,131445558
2019,119239878,16,200,11-JUL-19,131445557
2019,119239880,66,25,,131445559
2019,119239881,38,1000,,131445560
2019,119239882,11,4,,131445562
2019,119239882,10,,,131445561
2019,119239923,11,1,,131445606
2019,119239924,38,1,,131445607
2019,119239925,63,5500,,131445608
2019,119239926,63,325,,131445609
2019,119239927,38,14035,,131445611
2019,119239927,3,6900,,131445610
2019,119239930,25,100,,131445616
2019,119239930,47,0,,131445617
2019,119239929,25,100,10-JUL-19,131445614
2019,119239930,6,10,,131445615
2019,119239931,19,32,10-JUL-19,131445618
2019,119239932,19,32,,131445619
2019,119239933,19,140,10-JUL-19,131445620
2019,119239934,19,140,,131445621
2019,119239935,3,500,,131445622
2019,119239936,47,0,,131445624
2019,119239936,17,250,,131445623
2019,119173314,8,40,,131448187
2019,119239937,20,2,,131445625
2019,119239939,3,100,,131445628
2019,119239940,61,500,,131448198
2019,119239941,47,0,,131445632
2019,119239941,63,1,,131445633
2019,119239941,25,50,,131445630
2019,119239941,26,450,,131445631
2019,119239941,16,100,,131445629
2019,119173322,7,100,,131448200
2019,119173322,6,140,,131448199
2019,119173322,62,53,,131448202
2019,119173322,25,70,,131448201
2019,119239946,20,400,,131445639
2019,119239948,37,19000,,131445641
2019,119239949,11,1,,131445643
2019,119239949,10,,,131445642
2019,119239950,63,53,12-JUL-19,131445644
2019,119239951,63,53,,131445645
2019,119239952,20,5,,131445646
2019,119239954,17,400,,131445650
2019,119239953,17,400,12-JUL-19,131445648
2019,119239953,8,191,12-JUL-19,131445647
2019,119239954,8,191,,131445649
2019,119239956,63,374,,131445652
2019,119239956,17,90,,131445651
2019,119239957,49,60,,131445654
2019,119239957,13,250,,131445653
2019,119239958,38,1,,131445655
2019,119239960,17,3700,,131445657
2019,119239960,25,25,,131445658
2019,119239960,6,10,,131445656
2019,119239960,51,0,,131445659
2019,119239960,63,56,,131445660
2019,119239962,38,500,,131445661
2019,119239963,29,1,,131445662
2019,119239964,21,5,,131445664
2019,119239964,47,0,,131445665
2019,119239964,20,1,,131445663
2019,119239965,19,221,,131445666
2019,119239966,11,1,,131445667
2019,119239967,2,250,,131445668
2019,119239967,63,200,,131445669
2019,119239970,63,1000,,131445671
2019,119239971,63,60,,131445672
2019,119239972,9,0,,131445673
2019,119239973,3,750,,131445674
2019,119239975,23,50,,131445676
2019,119239977,51,0,,131445678
2019,119239977,9,0,,131445677
2019,119239978,20,200,,131445679
2019,119239979,38,300,,131445680
2019,119239980,38,2000,,131445681
2019,119239981,3,500,,131445682
2019,119239982,38,300,,131445683
2019,119239984,36,1865,,131445684
2019,119239985,3,10000,17-JUL-19,131445685
2019,119239986,3,10000,,131445686
2019,119239987,63,394,,131445687
2019,119239988,20,300,,131445688
2019,119239992,3,1,,131445693
2019,119239993,16,40,,131445694
2019,119239995,3,1,,131445697
2019,119239997,38,50,,131445701
2019,119239998,29,1000,,131445702
2019,119239999,6,150,,131445703
2019,119240000,25,30,,131445705
2019,119240000,23,600,,131445704
2019,119240002,10,,,131445707
2019,119240003,3,150,,131445708
2019,119240004,38,1,,131445709
2019,119240005,26,100,,131445710
2019,119240006,38,3000,,131445711
2019,119240006,63,20,,131445712
2019,119240007,52,0,,131445713
2019,119240008,38,300,,131445714
2019,119240011,38,15,,131445715
2019,119240016,20,5,,131445718
2019,119240018,47,0,,131445719
2019,119240022,63,1,,131445724
2019,119240024,26,300,,131445726
2019,119240024,6,200,,131445725
2019,119240025,21,400,,131445727
2019,119240026,10,,,131445728
2019,119240029,63,1,,131445729
2019,119240030,20,2,,131445731
2019,119240030,9,0,,131445730
2019,119240030,52,0,,131445732
2019,119240032,63,1,,131445735
2019,119240033,11,1,,131445736
2019,119240035,20,30,,131445738
2019,119240034,20,2,,131445737
2019,119240036,10,,,131445739
2019,119240036,11,5,,131445740
2019,119240038,20,100,,131445742
2019,119240037,20,1,,131445741
2019,119240039,36,500,,131445743
2019,119240040,63,1000,,131445746
2019,119240040,47,0,,131445744
2019,119240040,51,0,,131445745
2019,119240041,38,250,,131445747
2019,119240042,20,50,,131445748
2019,119240043,25,40,,131445749
2019,119240043,38,500,,131445750
2019,119240046,11,3,,131445753
2019,119240047,2,36,,131445754
2019,119240049,60,1,,131445757
2019,119240049,26,1,,131445756
2019,119240048,31,1,,131445755
2019,119240050,63,100,,131445758
2019,119240051,33,30,,131445759
2019,119240052,20,82,,131445760
2019,119240053,38,400,,131445761
2019,119240056,63,500,,131445767
2019,119240056,29,300,,131445766
2019,119240057,63,160,20-JUL-19,131445768
2019,119240058,63,160,,131445769
2019,119240062,11,1,,131445774
2019,119240065,63,1,,131445777
2019,119240066,63,1675,,131445782
2019,119240066,25,5500,,131445780
2019,119240066,17,2000,,131445779
2019,119240066,7,1200,,131445778
2019,119240066,26,500,,131445781
2019,119240068,37,50,,131445785
2019,119240069,37,1000,,131445786
2019,119240070,38,1200,,131445787
2019,119240073,10,,,131445789
2019,119240073,11,2,,131445790
2019,119240074,20,700,,131445791
2019,119240075,61,750,,131445792
2019,119240079,63,1,,131445796
2019,119240080,63,1,,131445797
2019,119240081,11,2,,131445799
2019,119240081,10,,,131445798
2019,119240082,11,4,,131445801
2019,119240082,10,,,131445800
2019,119240084,11,4,,131445804
2019,119240085,38,125,,131445805
2019,120932541,63,149,19-JUL-19,133385320
2019,120932542,36,199,,133385322
2019,120932542,63,149,,133385323
2019,120932541,36,199,19-JUL-19,133385321
2019,120932544,10,,,133385324
2019,120932547,3,1,,133385327
2019,120932546,3,1,,133385326
2019,120932554,13,300,,133385335
2019,120932554,49,60,,133385337
2019,120932554,7,300,,133385338
2019,120932554,20,10,,133385336
2019,120932555,17,800,,133385340
2019,120932555,10,1,,133385339
2019,120932555,63,20,,133385341
2019,120932566,16,1665,,133392598
2019,120932569,11,2,,133385350
2019,120932569,10,,,133385351
2019,120936449,13,599,,133392610
2019,120932587,63,150,,133385373
2019,120932590,10,,,133385375
2019,120932593,10,,,133392633
2019,120932593,11,2,,133392634
2019,120932593,63,1,,133385381
2019,120936473,10,,,133392638
2019,120936473,11,1,,133392639
2019,120932603,10,,,133385398
2019,120932603,11,2,,133385399
2019,120932613,10,,,133385412
2019,120932613,11,4,,133385413
2019,120932615,10,,,133385415
2019,120932615,11,1,,133385416
2019,120932617,59,400,,133385419
2019,120932619,11,1,,133385426
2019,120932619,10,,,133385425
2019,120932620,25,190,,133385428
2019,120932620,63,45,,133385429
2019,120932620,23,20,,133385427
2019,120932621,26,500,,133385430
2019,120932622,10,,,133385431
2019,120932626,37,32000,16-AUG-19,133385438
2019,120932627,37,32000,,133385439
2019,120932629,25,25,,133385441
2019,120932630,63,1,,133385442
2019,120932632,11,5,,133385444
2019,120932632,10,,,133385445
2019,120932633,11,3,,133385447
2019,120932633,10,,,133385446
2019,120932634,9,0,,133385449
2019,120932634,20,367,,133385448
2019,120936510,63,300,,133392688
2019,120932640,21,378,,133385459
2019,120932641,63,5000,,133385460
2019,120932642,17,300,,133385461
2019,120932644,8,500,,133385463
2019,120932646,61,800,,133385464
2019,120932647,10,,,133385465
2019,120932648,10,,,133392707
2019,120932655,36,315,,133385473
2019,120932655,63,3,,133385474
2019,120932656,38,1,,133385475
2019,120932658,63,500,,133385477
2019,120932660,63,200,,133392721
2019,120932661,11,1,,133385481
2019,120932661,10,,,133385480
2019,120932662,19,8,,133385483
2019,120932662,6,12,,133385482
2019,120932663,20,48000,,133385484
2019,120932664,63,100,,133385485
2019,120932667,63,15,,133385495
2019,120932666,8,1,07-OCT-19,133385488
2019,120932666,19,10,07-OCT-19,133385489
2019,120932667,60,31,,133385494
2019,120932667,19,10,,133385493
2019,120932666,63,15,07-OCT-19,133385491
2019,120932666,60,31,07-OCT-19,133385490
2019,120932667,8,1,,133385492
2019,120932669,51,0,,133385497
2019,120932669,9,0,,133385498
2019,120932669,25,1,,133385499
2019,120932672,25,1,08-OCT-19,133385503
2019,120932673,6,550,,133385504
2019,120932673,25,91,,133385505
2019,120932679,63,1,,133385512
2019,120932680,10,,,133385513
2019,120932680,11,1,,133385514
2019,120932682,36,730,,133385515
2019,120932687,10,,,133385521
2019,120932687,11,1,,133385522
2019,120932689,63,4000,,133385523
2019,120932690,36,300,,133385524
2019,120932691,11,2,,133385525
2019,120932694,61,500,,133385529
2019,120932695,10,,,133385530
2019,120932696,26,200,,133385533
2019,120932696,63,100,,133385534
2019,120932698,63,300,,133385535
2019,120932699,36,460,,133385536
2019,120932702,10,,,133385540
2019,120932703,9,0,,133385541
2019,120932703,17,2000,,133385542
2019,120932704,11,2,,133385544
2019,116156080,7,1178,,126961347
2019,116153365,63,50,,126961346
2019,116156081,63,193,,126968326
2019,116156081,25,60,,126968325
2019,116153368,41,30,,126961353
2019,116156085,10,,,126961355
2019,116156085,11,4,,126968333
2019,116156086,4,150,,126968334
2019,116149042,11,1,,126964681
2019,116149042,10,,,126964680
2019,116156087,10,,,126968335
2019,116156087,11,2,,126968336
2019,116156088,11,1,,126968338
2019,116156088,10,,,126968337
2019,116149049,20,9000,,126964694
2019,116156089,10,,,126968340
2019,116156089,11,3,,126968341
2019,116156090,11,1,,126968342
2019,116156091,63,13,,126968343
2019,116149057,63,10,,126964701
2019,116156093,10,,,126968345
2019,116153385,3,1274,,126961381
2019,116153387,29,1000,,126968346
2019,116149060,63,3,,126964705
2019,116153391,3,2000,,126961388
2019,116149062,63,200,,126964709
2019,116149062,7,500,,126964708
2019,116156097,63,800,,126968349
2019,116156098,35,50,,126968350
2019,116156099,10,,,126968351
2019,116156099,11,1,,126968352
2019,116156100,35,320,,126968353
2019,116156101,10,,,126968355
2019,116156101,11,1,,126968356
2019,116153400,63,150,,126961397
2019,116156103,10,,,126968358
2019,116153401,10,,,126961398
2019,116156104,36,760,,126968359
2019,116156105,36,1100,,126968361
2019,116156105,15,1099,,126968360
2019,116156105,63,150,,126968362
2019,116156107,10,,,126968363
2019,116156106,36,13,27-FEB-19,126961402
2019,116156108,36,13,,126968365
2019,116156108,25,25,,126968364
2019,116156106,63,45,27-FEB-19,126961403
2019,116156106,25,25,27-FEB-19,126961401
2019,116156108,63,45,,126968366
2019,116153405,2,19,,126961407
2019,116149079,38,2000,,126964728
2019,116149078,38,2000,19-MAR-19,126964727
2019,116153409,3,150,,126968377
2019,116153410,10,,,126968378
2019,116156119,10,,,126968382
2019,116156120,45,1,,126968383
2019,116156121,3,250,,126968384
2019,116156122,63,18,,126968385
2019,116156123,53,250,,126968386
2019,116153420,6,70,,126961424
2019,116156125,63,17642,,126968388
2019,116156128,35,125,,126968396
2019,116156130,10,,,126968401
2019,116156130,11,2,,126968402
2019,116156132,36,2174,,126968404
2019,116149105,38,1,,126964766
2019,116149105,47,0,,126964767
2019,116156138,63,78,,126968419
2019,116156137,20,84,31-JAN-19,126968416
2019,116156137,63,78,31-JAN-19,126968417
2019,116156138,20,84,,126968418
2019,116156139,28,500,,126964770
2019,116156140,63,20000,,126968420
2019,116156141,63,110,,126961445
2019,116156142,63,3000,,126968423
2019,116184732,63,10,,126997509
2019,116189675,42,1000,,127007501
2019,116189677,3,15000,,127002436
2019,116189676,3,15000,13-APR-19,127002435
2019,116194722,38,18,,127007528
2019,116194722,24,1000,,127007529
2019,116189684,52,0,,127002444
2019,116184754,63,5000,,126997537
2019,116184756,8,50,,126997540
2019,116184759,20,452,,126997545
2019,116184763,29,1000,,126997550
2019,116184767,63,1,,126997555
2019,116184772,38,1,,126997566
2019,116184774,63,17,03-MAR-19,127007611
2019,116184775,63,17,,126997568
2019,116194780,10,,,127007612
2019,116194780,11,2,,127007613
2019,116194788,3,500,,127007622
2019,116184779,35,750,,126997575
2019,116189701,20,1600,,127002463
2019,116184782,11,1,,126997578
2019,116184786,2,28,,126997583
2019,116184795,63,100,,126997598
2019,116184796,2,34,,126997599
2019,116184799,63,184,,126997600
2019,116184803,38,500,,126997603
2019,116194824,11,1,,127007670
2019,116184805,6,500,,126997605
2019,116189713,3,500,,127002476
2019,116194840,51,0,,127007683
2019,116184807,38,1500,,126997609
2019,116184807,3,1500,,126997608
2019,116194849,13,500,29-MAR-19,127007694
2019,116194848,63,100,,127007693
2019,116194851,6,145,,127007696
