"DATA_YEAR","PROPERTY_ID","PROP_DESC_ID","PROPERTY_VALUE","DATE_RECOVERED","NIBRS_PROP_DESC_ID"
2019,117413929,2,29,,128512854
2019,117413929,6,17,,128512855
2019,117413930,63,60,,128512856
2019,117413931,36,126,,128512857
2019,117413932,3,100,,128512858
2019,117413933,10,,,128512859
2019,117413933,11,1,,128512860
2019,117413934,30,100,,128512862
2019,117413935,35,200,,128512864
2019,117413935,3,300,,128512863
2019,117421662,11,2,,128509530
2019,117418681,63,1,,128505956
2019,117421679,47,0,,128512882
2019,117421679,10,,,128512881
2019,117421682,63,2,,128505975
2019,117413960,10,,,128512893
2019,117421690,26,150,,128505983
2019,117413963,38,500,,128512895
2019,117421696,63,175,,128505990
2019,117421699,19,310,20-MAY-19,128505993
2019,117421700,19,310,,128505994
2019,117421705,3,400,,128505998
2019,117421710,63,30,,128506002
2019,117413971,9,0,,128512906
2019,117421716,63,585,,128506010
2019,117421719,10,,,128506013
2019,117421723,38,60,,128506016
2019,117413975,11,1,,128512910
2019,117418713,16,4,,128509569
2019,117421731,63,100,,128506026
2019,117421731,35,50,,128506025
2019,117418716,63,2000,,128509571
2019,117413976,8,1,,128512912
2019,117413979,10,,,128512915
2019,117413981,35,100,,128512918
2019,117421753,51,0,,128506052
2019,117413982,22,0,,128506055
2019,117413982,26,115,,128506057
2019,117413982,63,155,,128512919
2019,117413982,25,70,,128506056
2019,117413982,9,0,,128506053
2019,117413982,20,250,,128506054
2019,117421765,61,100,,128509596
2019,117418736,10,,,128509597
2019,117418736,11,1,,128509598
2019,117421770,63,500,,128506075
2019,117413984,35,4000,,128512921
2019,117421778,3,500,,128506085
2019,117413987,63,55,,128512924
2019,117418747,63,800,,128509614
2019,117418751,63,200,,128509619
2019,117413989,6,34,,128512926
2019,117413990,35,50,,128512927
2019,117413990,63,400,,128512928
2019,117413992,11,2,,128512930
2019,117413994,7,150,,128512932
2019,117413996,63,1000,,128512934
2019,117421791,63,50,,128506098
2019,117418762,10,,,128509636
2019,117418762,11,2,,128509637
2019,117414006,63,500,,128506117
2019,117414006,30,1000,,128506116
2019,117414007,63,85,,128509643
2019,117418768,10,,,128506120
2019,117418768,11,1,,128509645
2019,117418774,63,200,,128509652
2019,117418776,63,100,,128509654
2019,117414008,63,7,05-MAY-19,128506126
2019,117414009,63,7,,128512943
2019,117414010,8,11,,128509658
2019,117418782,31,600,,128509661
2019,117414012,3,2000,,128506138
2019,117421823,63,1000,,128506139
2019,117414014,2,18,,128512947
2019,117414014,8,8,,128512948
2019,117414015,19,8,,128512951
2019,117421838,63,20,,128506153
2019,117414017,10,,,128509689
2019,117414017,11,2,,128509690
2019,117418802,29,50,,128509693
2019,117418808,7,400,,128506160
2019,117418808,20,600,,128509702
2019,117418808,2,150,,128506159
2019,117418808,17,600,,128509701
2019,117418810,63,1,,128509705
2019,117414018,11,2,,128512954
2019,117421861,62,70,,128506186
2019,117418852,20,5000,,128509769
2019,117418852,6,245,,128509767
2019,117418852,25,150,,128509770
2019,117418852,9,0,,128509768
2019,117418852,47,0,,128509771
2019,117418852,63,75,,128509772
2019,117418865,6,154,08-APR-19,128512999
2019,117418865,25,15,08-APR-19,128513000
2019,117418865,63,150,08-APR-19,128509791
2019,117414057,63,150,,128513007
2019,117414057,25,15,,128513006
2019,117414057,6,154,,128513005
2019,117414056,10,,,128513004
2019,117418869,26,800,,128509793
2019,117414064,9,0,,128513015
2019,117414064,51,0,,128513017
2019,117414064,25,30,,128513016
2019,117414064,63,1,,128513014
2019,117414080,63,1,,128513039
2019,117414098,10,,,128513060
2019,117421912,16,154,09-MAY-19,128513074
2019,117414108,16,204,,128513075
2019,117421937,11,1,,128506307
2019,117418931,63,50,,128509888
2019,117414151,29,50,,128513133
2019,117414169,52,0,,128513152
2019,117414173,10,,,128513157
2019,117414179,38,2000,,128513168
2019,117418963,20,200,,128506348
2019,117414182,63,480,,128513176
2019,117414182,7,25,,128513175
2019,117414192,10,,,128513193
2019,117414192,11,2,,128513194
2019,117414194,63,2165,,128513198
2019,117414194,36,300,,128509959
2019,117414194,25,200,,128506383
2019,117418982,6,315,,128509966
2019,117414203,7,1,,128513213
2019,117422004,20,4000,,128513214
2019,117414204,63,2000,,128513215
2019,117414206,19,5649,10-MAY-19,128513219
2019,117422016,19,5649,,128513220
2019,117422023,20,2877,,128506428
2019,117422030,63,1,,128506443
2019,117422030,51,0,,128506442
2019,117422030,25,13,,128506441
2019,117422030,9,0,,128506440
2019,117418998,20,1540,,128506448
2019,117418998,51,0,,128509985
2019,117418998,9,0,,128506447
2019,117418998,25,50,,128509984
2019,117422035,25,670,,128506451
2019,117422035,9,0,,128513233
2019,117422035,51,0,,128506452
2019,117422035,63,490,,128506453
2019,117422035,20,60,,128506450
2019,117414220,36,567,,128513235
2019,117422043,36,567,03-MAY-19,128506462
2019,117422046,10,,,128506464
2019,117422046,11,5,,128506465
2019,117414221,21,1,,128513237
2019,117414221,9,0,,128513236
2019,117414224,20,132,,128513241
2019,117419012,52,0,,128510006
2019,117414227,63,200,,128513246
2019,117414227,42,100,,128513245
2019,117414228,9,0,,128513247
2019,117414228,63,0,,128513249
2019,117414228,25,10,,128513248
2019,117414230,10,,,128513253
2019,117414230,11,2,,128513254
2019,117414232,10,,,128513256
2019,117414232,11,1,,128513257
2019,117414235,42,405,,128513262
2019,117414245,11,1,,128513274
2019,117414245,10,,,128513273
2019,117414248,10,,,128513278
2019,117414253,10,,,128513283
2019,117414253,11,2,,128513282
2019,117422098,3,100,,128513284
2019,117422098,63,400,,128506524
2019,117422098,16,100,,128513285
2019,117414256,6,124,,128513287
2019,117414258,11,1,,128510063
2019,117414258,10,,,128510062
2019,117414259,16,500,,128513289
2019,117419053,33,1,,128506550
2019,117414261,7,420,,128513291
2019,117422118,52,0,,128506554
2019,117422119,6,50,,128506555
2019,117414262,35,100,,128513292
2019,117414264,10,,,128513295
2019,117414265,20,37,,128513296
2019,117414265,52,0,,128513297
2019,117422126,63,20,,128506566
2019,117422126,24,1000,,128506565
2019,117414266,11,1,,128510089
2019,117414266,10,,,128510088
2019,117414267,20,1300,,128513299
2019,117414267,9,0,,128513298
2019,117414267,25,420,,128513300
2019,117414267,63,500,,128513301
2019,117414269,63,300,,128513305
2019,117414269,3,15000,,128513304
2019,117414270,6,90,,128513306
2019,117414273,63,0,,128513319
2019,117414273,25,1,,128513318
2019,117414273,9,0,,128513316
2019,117414273,20,15,,128513317
2019,117422142,63,450,,128506580
2019,117414274,63,1000,,128506582
2019,117422146,11,1,,128506584
2019,117422148,61,605,,128506585
2019,117419083,20,1800,,128510113
2019,117419082,20,1800,21-APR-19,128510112
2019,117413899,10,,,128512822
2019,117413896,11,1,,128505899
2019,117413896,10,,,128505900
2019,117413899,11,3,,128512823
2019,117413900,11,2,,128512824
2019,117421624,63,40,,128505906
2019,117413901,10,,,128512825
2019,117421640,3,800,,128505927
2019,117421639,3,800,04-MAY-19,128509482
2019,117418646,30,200,,128509486
2019,117421645,67,1,,128512839
2019,117421663,63,0,,128505949
2019,117418687,19,25,,128509540
2019,117421674,63,50,,128509539
2019,117421676,3,850,,128505967
2019,117414033,11,2,,128509775
2019,117414033,10,,,128509774
2019,117418856,38,1,,128509780
2019,117414042,6,77,,128512982
2019,117414041,6,77,08-APR-19,128512981
2019,117414051,38,500,,128512994
2019,117414052,63,155,,128506226
2019,117414052,25,130,,128512996
2019,117414052,51,0,,128506225
2019,117414052,9,0,,128512995
2019,117418864,63,436,,128509788
2019,117421890,26,2500,,128506236
2019,117414081,10,,,128513040
2019,117414081,11,9,,128513041
2019,117414084,20,20,,128509808
2019,117414084,9,0,,128513044
2019,117414084,25,25,,128509809
2019,117414084,51,0,,128509807
2019,117421907,63,100,,128506260
2019,117414092,6,30,,128513055
2019,117414101,52,0,,128513064
2019,117421914,47,0,,128506270
2019,117414109,52,0,,128509837
2019,117418898,63,1,,128509840
2019,117414112,19,14,,128509843
2019,117421923,33,300,,128506284
2019,117414139,58,720,,128513118
2019,117414139,25,10,,128513117
2019,117414138,58,700,17-MAY-19,128506295
2019,117414141,11,1,,128506299
2019,117414141,10,,,128506298
2019,117418924,63,200,,128506304
2019,117418828,6,70,07-MAY-19,128509722
2019,117418829,6,70,,128506181
2019,117414158,10,,,128513139
2019,117414158,11,5,,128513140
2019,117414167,63,15,,128509924
2019,117414167,20,40,,128509923
2019,117414167,9,0,,128509922
2019,117418951,3,12995,,128509925
2019,117421957,10,,,128506335
2019,117421957,11,2,,128506336
2019,117418959,31,35,,128509935
2019,117418959,27,10,,128509934
2019,117418959,63,10,,128506342
2019,117414177,8,4,,128513163
2019,117414189,10,,,128509949
2019,117414189,11,1,,128509950
2019,117414190,11,3,,128513189
2019,117414190,10,,,128513188
2019,117421994,36,650,,128506382
2019,117421995,20,1100,,128506386
2019,117414207,36,4040,,128513221
2019,117414209,6,60,,128513223
2019,117414208,6,60,11-MAY-19,128513222
2019,117421636,11,5,,128505923
2019,117418649,10,,,128509490
2019,117418649,63,1,,128509491
2019,117418652,63,500,,128509496
2019,117418677,2,36,,128509531
2019,117414055,7,1500,,128506230
2019,117414055,26,1100,,128509789
2019,117414099,63,249,,128513062
2019,117418884,63,1000,,128509819
2019,117418883,35,300,,128509818
2019,117421909,38,1500,,128513066
2019,117414114,63,6,,128513084
2019,117414113,25,20,16-MAY-19,128513079
2019,117414114,20,2100,,128513082
2019,117414114,9,0,,128513081
2019,117414114,25,20,,128513083
2019,117414113,63,6,16-MAY-19,128513080
2019,117414121,7,1,,128513094
2019,117421922,30,150,,128509850
2019,117418910,10,100,,128509855
2019,117418918,10,,,128513108
2019,117418932,25,100,,128513131
2019,117421941,63,400,,128513130
2019,117418932,37,34000,,128513132
2019,117418932,61,600,,128509889
2019,117421942,37,34000,07-JAN-19,128506312
2019,117421948,63,800,,128506321
2019,117418949,63,500,,128509921
2019,117421962,63,700,,128506341
2019,117414174,6,81,10-JAN-19,128509932
2019,117414175,6,81,,128513159
